@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
183148, 149012, 175547, 13843.4, 21271.8, 8307, 1.96111
64748.5, 124796, 201102, 53162.9, 54516.9, 12277, 4.40494
77360.1, 114760, 215188, 53279.7, 78219.7, 14507, 4.99235
53754.5, 136149, 194044, 16630.5, 49205.4, 11380, 3.73669
65321.2, 156673, 206650, 43723.9, 64305, 10638, 4.22667
47781.7, 167791, 218489, 26475.6, 51444.5, 13543, 4.1751
154110, 171142, 190515, 17831.4, 36734.9, 10583, 2.33082
163063, 177445, 132722, 6257.35, 11992.7, 7475, 1.61606
165630, 171092, 133303, 6093.01, 4121.46, 13782, 2.06849
30257.2, 164695, 190271, 9677.9, 37311.8, 10855, 2.42621
55640.1, 181868, 162385, 3944.69, 20227.8, 13991, 2.38016
65358.8, 116582, 209820, 43004.8, 71963.8, 14257, 4.75986
106148, 152550, 200310, 17163.3, 59514.9, 12382, 2.98392
104118, 176606, 119897, 6528.36, 6349.15, 12477, 1.85067
38334, 168946, 208367, 17073.7, 52944.3, 11267, 3.57325
105836, 148476, 131649, 4112.91, 4661.19, 9301, 2.17032
54706.1, 166132, 220491, 54348, 72922.6, 11669, 4.06552
42157.7, 141079, 202522, 15424, 60504.9, 12521, 4.02609
69498.9, 163094, 205157, 46158.7, 58382.8, 11544, 4.14754
62703.8, 166242, 218338, 64833.4, 67793.4, 11876, 4.74766
116309, 178601, 155197, 10920.5, 22042.7, 15109, 2.40335
72078.1, 166998, 191881, 29455.1, 71528.8, 11363, 3.04474
68643, 116128, 211931, 52131.5, 77341.9, 14530, 4.09474
63669, 167259, 227493, 51963.9, 63232, 12377, 4.98802
159149, 175571, 103228, 3741.2, 1147.85, 8546, 1.21431
99429.8, 125937, 204207, 50159.4, 53067.9, 11064, 4.33837
92719, 159306, 91061.9, 0, 2458.74, 11800, 1.62473
70348.8, 171131, 214682, 25283.4, 59491.6, 14376, 3.94761
58407.3, 138041, 200249, 34287.9, 75368.9, 14210, 4.19397
86034.1, 166190, 151423, 0, 4296.16, 12080, 2.09413
37298.2, 126262, 192405, 0, 35531.5, 12075, 2.65464
149087, 148350, 144864, 9066.5, 1781.42, 10208, 1.78434
44340.4, 144773, 215065, 17371.9, 72090, 12045, 2.35832
116093, 143695, 192887, 6002.19, 38779.1, 9388, 3.23633
151017, 178514, 187563, 24604.4, 19834.4, 7070, 2.13306
43291.7, 168962, 220257, 33063.7, 71041.5, 12464, 4.21788
63515.7, 154576, 211435, 47265.7, 53683.7, 12412, 4.58351
116506, 155092, 173134, 0, 10872, 11633, 2.40327
105054, 154754, 152361, 44.8934, 6057.11, 11805, 2.05321
42131.6, 119151, 223502, 4451.5, 57740.4, 14366, 3.11447
82773.8, 118264, 190864, 63101.3, 71503.6, 11281, 4.58652
79989.4, 171302, 198078, 51799.3, 72268.1, 10930, 4.03569
175491, 168194, 156442, 18313.2, 21957.7, 10262, 1.54912
38027, 158766, 197959, 7050.11, 43419.4, 13259, 2.91001
85104.8, 174706, 206714, 10804.5, 53137.2, 14231, 2.70608
198435, 180633, 64465.2, 4566.84, 0, 8215, 1.50531
60416.8, 163176, 201606, 36483.9, 60373, 11462, 4.55163
154571, 182180, 33537, 4963.88, 0, 5630, 0.765853
178383, 175790, 126510, 4953.62, 0, 9159, 1.63666
123189, 153571, 108454, 0, 830.934, 11543, 1.8381
73279, 176666, 204627, 19916.5, 54127.8, 12861, 2.96751
145505, 170738, 164125, 5584.4, 5297.98, 15940, 2.07865
65067.3, 149612, 202815, 37766.1, 56342.6, 12263, 4.47261
179183, 175973, 78429.1, 4680.73, 8117.13, 8023, 1.7328
86897.3, 150575, 211594, 43073.2, 59991.9, 10564, 3.93299
37298.1, 162842, 197343, 13794.5, 35518.3, 12382, 3.10319
188784, 160203, 188728, 32188.3, 11956.1, 9031, 3.28635
196005, 174005, 163366, 18572, 35587.1, 8751, 2.17647
52683.4, 119118, 199181, 6376.4, 47915.2, 10466, 3.51308
95590.8, 157468, 145455, 6255.32, 0, 11982, 1.88574
139750, 149921, 143836, 1569.08, 10118.8, 11066, 2.13202
95110.9, 179745, 195945, 14793.3, 52028.6, 12891, 3.4497
87045.1, 148676, 114246, 0, 8085.92, 11620, 1.83525
112099, 137174, 87366.5, 0, 7322.1, 8888, 1.69151
98100.5, 123089, 199536, 19647.5, 45339.3, 12532, 3.58072
191691, 177717, 56528.3, 6157.88, 0, 8324, 1.61709
170717, 172028, 190312, 23401.5, 62375, 13227, 3.2984
106940, 181710, 201232, 17637.3, 39439.1, 9166, 3.81473
79492, 169150, 190808, 52006.3, 70044.6, 11793, 4.92926
137928, 156219, 149833, 4968.03, 14658.2, 11288, 2.09066
49483.9, 164612, 212220, 35623.1, 71319.3, 12257, 3.76466
41279.8, 148730, 203791, 8413.76, 43748.8, 13337, 2.89231
31144.1, 155091, 178877, 7236.47, 31401.3, 13885, 2.17591
143097, 162829, 197361, 37958, 47108.6, 9752, 3.89674
93406.6, 175094, 202439, 13732.6, 59207.7, 13811, 2.84326
114560, 167277, 179313, 0, 10601.9, 11025, 2.2995
72621.5, 173577, 135842, 6204.55, 22526.3, 13720, 1.83238
145538, 142311, 179580, 8063.38, 25545, 9371, 2.51787
48246.4, 125319, 191293, 4087.1, 32655.3, 11619, 2.62176
76643, 149349, 155832, 3340.57, 15356.4, 10966, 2.1727
39055.1, 162225, 200608, 13579.4, 49444.8, 12251, 2.63243
100730, 139326, 173984, 5839.45, 7113.33, 10849, 2.40433
120149, 164574, 117496, 5215.38, 6711.5, 14318, 1.87193
180700, 165416, 151031, 14308.8, 18351.4, 7845, 1.84856
99442.6, 176457, 207212, 11809.6, 58829.9, 13569, 2.84396
78067.6, 116713, 210747, 47577.8, 77916.3, 14248, 4.21058
59207, 169197, 206089, 37655, 64712.3, 11517, 4.81435
77131.6, 155512, 211638, 30836, 60790.9, 14926, 3.99721
113736, 170646, 192576, 12966.9, 56314.6, 13701, 2.71846
63882.8, 149256, 208243, 27790.8, 58954.1, 13856, 3.95571
67161.9, 115886, 213105, 44545.1, 83762.7, 14019, 3.90614
156303, 174563, 158795, 8579.52, 27278, 14887, 2.00228
180454, 162188, 211183, 55388, 9908.5, 8269, 3.67201
134311, 163733, 201342, 36983.3, 53541.4, 10123, 3.90895
63496.9, 166323, 206291, 56266, 55062.4, 11382, 5.06181
100055, 138597, 109814, 0, 800.86, 11344, 1.67901
158342, 138540, 168346, 5623.44, 27861.8, 9344, 2.17487
169131, 183613, 177847, 23634.3, 19479.5, 6839, 2.01582
55984.1, 145383, 201794, 46229, 66247.5, 12088, 4.14189
177317, 153273, 202543, 57812.1, 7251.62, 8577, 2.34107
64345.6, 179695, 187628, 8404.86, 39688.7, 13625, 2.89845
53530.5, 145518, 168958, 9517.96, 26047.9, 14718, 2.4989
38125.9, 169420, 203519, 11665.7, 29710.9, 13620, 3.6237
116144, 142120, 173316, 15297, 35214.5, 12343, 3.25564
66003.2, 116531, 217574, 42111.6, 75585.7, 13833, 3.60649
142101, 176171, 184799, 18058.9, 41375, 12095, 2.32902
76324.5, 116961, 218202, 50827.7, 80698.1, 14382, 5.11875
51991.8, 168856, 206186, 6836.6, 30595.3, 10402, 2.48509
42457.3, 173163, 212528, 27041.8, 61670.4, 12555, 3.56624
76996.7, 162111, 206832, 32894.4, 63103.8, 11351, 4.49787
103216, 142308, 113931, 0, 980.974, 12018, 1.96036
53308.4, 130997, 197042, 5577.08, 46182.3, 12981, 2.10912
69137.2, 125835, 196247, 52540.6, 51172.5, 11578, 4.2064
47754.1, 167997, 211844, 60663.6, 67510.9, 11230, 4.20809
49802.3, 167906, 211070, 57442.3, 69723.9, 11303, 4.44441
142078, 156647, 155779, 4307.56, 19619.9, 12097, 2.23691
141067, 172548, 187628, 16570.8, 28467.4, 13169, 2.71989
99270.5, 175174, 197483, 8671.63, 43636.5, 14076, 3.11333
44003.1, 171258, 198570, 13893, 38694.6, 11737, 4.08326
120000, 146287, 194171, 6445.11, 26976.2, 11060, 2.5725
133652, 150568, 176316, 0, 13169.9, 11137, 2.47035
187029, 171382, 51913.4, 5342.54, 0, 8346, 0.955205
67326.4, 169719, 224510, 49253, 61596.9, 11721, 4.6044
125627, 158766, 177883, 2240.98, 19372, 11480, 2.58655
72009.6, 163803, 200045, 30853.1, 52471.3, 10929, 3.48381
110599, 138621, 183065, 5879.09, 26131.6, 8882, 2.22508
131399, 158122, 178054, 2446.44, 5677.63, 11303, 2.35045
60897.9, 157374, 136216, 1760, 10020.2, 12176, 1.94924
113283, 140823, 192779, 5948.66, 31383.5, 11461, 3.75844
121491, 181619, 144875, 11030.9, 24745.9, 14761, 1.99174
134625, 171156, 182985, 15525.9, 43333.7, 13018, 2.54192
60805.1, 166566, 224252, 42200.3, 63524.2, 10889, 4.02768
177753, 168362, 215844, 45232.2, 10296.6, 8079, 4.08083
96675.4, 141761, 162634, 7325.52, 18889.8, 11249, 2.01601
63326.9, 152798, 196286, 9348.34, 30025.9, 14353, 3.3186
164649, 166545, 154624, 9638.12, 13303.7, 10234, 2.17373
151905, 140613, 170505, 5801.43, 27574.9, 9431, 3.00451
149569, 175344, 144693, 12887.6, 24285.2, 16357, 1.81222
88635.5, 120492, 194975, 67061.8, 68409.5, 11113, 4.34364
30619.1, 160290, 196883, 7369.53, 27411.6, 12457, 2.31852
87092.9, 145612, 207016, 49603.7, 53124.3, 11070, 4.25188
126836, 169283, 203663, 11297.8, 56377, 11922, 2.93009
146445, 149376, 99627.2, 0, 11283, 10672, 2.11948
71971.7, 121645, 192129, 17191.8, 32351.7, 11177, 3.38977
30513, 147022, 210044, 6919.61, 41282.8, 12475, 3.00515
47287.8, 163804, 211482, 30888, 60054.5, 13077, 3.6817
59928.9, 169654, 208665, 46421.9, 61896.7, 11805, 4.52502
57859.6, 163891, 206241, 42565, 57384, 12161, 4.61312
100925, 153313, 175629, 6573.14, 41637.7, 10176, 2.53251
38681.7, 146761, 186825, 13147.3, 63203.1, 14070, 3.16433
84501.5, 145513, 187673, 17517.4, 42649.8, 11923, 3.14143
172546, 150002, 179549, 28671.3, 28052.5, 9787, 3.28301
173467, 169555, 185398, 15964.6, 42709.1, 13868, 2.83895
115415, 157140, 184303, 0, 15070.6, 11725, 2.39342
142590, 152259, 175601, 2018.07, 13172.5, 11793, 2.22464
172963, 139915, 167767, 6955.2, 21323.7, 8678, 2.26839
76963.5, 177090, 173704, 8027.85, 37416.5, 14315, 2.62054
170242, 176367, 201165, 37503.1, 10862.8, 7700, 3.48928
175066, 172162, 173109, 21701.9, 29528.9, 9046, 2.78725
104688, 146940, 189343, 6315.17, 43412.2, 11448, 3.13517
136204, 142446, 171006, 0, 17637.7, 11297, 2.4202
114195, 152607, 169814, 5713.87, 4864.28, 11473, 2.04242
158758, 172485, 195032, 12306.2, 37469.8, 9791, 2.47207
156817, 174604, 188411, 24222.8, 20350.5, 5307, 2.1768
159795, 168571, 193359, 17329.1, 55332.7, 14084, 2.82287
53114.4, 143601, 219273, 24965.3, 79383.7, 11902, 4.00929
77552.2, 155563, 212405, 37301.3, 45520, 10711, 3.68031
84919, 169511, 175126, 5989.34, 15004.8, 9495, 1.79773
93318.4, 163295, 204819, 17091.6, 56626.6, 11740, 3.05575
48814.5, 149600, 234833, 19233.6, 73929.8, 11834, 4.19821
172518, 161910, 165860, 8332.7, 25865, 9115, 1.78204
47539.5, 159098, 204316, 14439.7, 50024.6, 10443, 3.42371
44447.3, 173617, 215120, 28877.2, 65568.3, 12374, 3.8337
92355.1, 118043, 191787, 65886.9, 66510.9, 11166, 4.81924
117456, 149908, 203245, 9612.5, 22077.2, 10494, 2.50617
177566, 168075, 179508, 19331.8, 33001.3, 9780, 2.48464
145519, 175426, 177686, 1568.88, 11043.8, 7347, 1.76612
57257.5, 118513, 217288, 50405, 78925.1, 14105, 4.15444
67522.6, 165662, 209094, 53089.4, 68190.7, 11092, 4.33662
102000, 131861, 132941, 0, 6841.77, 11912, 2.03694
112108, 153029, 140531, 0, 6504.34, 10517, 2.18537
132774, 170147, 196610, 19177.4, 44171.3, 12751, 2.11697
162730, 146965, 165217, 12339.5, 13109.5, 10149, 2.28642
39727.6, 158745, 172958, 7902.3, 41210, 10362, 3.08476
66786.8, 165010, 212832, 59086.8, 66547.7, 12337, 4.51785
165608, 173858, 199218, 22549.1, 56126.5, 12971, 2.90098
113277, 143640, 187440, 13215.2, 35775.6, 12595, 3.23269
61937.9, 168412, 203308, 67986.5, 68160.7, 11391, 4.79927
60484.4, 125255, 185242, 34147.8, 62966.5, 11342, 3.56192
60221.8, 141099, 221512, 20197.2, 73884.1, 14264, 3.96876
55566.1, 167637, 223361, 62411.2, 66958.9, 13280, 4.68581
63067.4, 168602, 220343, 45839.3, 59585, 12808, 4.63285
132942, 152130, 165062, 1903.99, 18713.1, 10609, 2.59007
96320.6, 164871, 191439, 60577.6, 65040.5, 11222, 3.78707
191098, 169601, 171592, 24518.3, 33458.4, 8875, 2.21565
119129, 178550, 219030, 19326.6, 50630, 10413, 3.32405
115336, 151694, 177387, 6021.38, 5369.65, 11986, 2.24068
78322.4, 115606, 207893, 41228.1, 65587.2, 14516, 4.04956
158499, 174473, 113437, 6469.85, 1628.43, 13918, 1.87801
170380, 173539, 171161, 16252.8, 24674.2, 10888, 2.20589
124726, 183397, 126596, 6072.95, 9670.8, 14116, 2.54653
93085.1, 141693, 193262, 24672.8, 35058.6, 12814, 3.86681
123534, 145821, 197500, 9583.1, 30969.2, 10562, 2.57566
169322, 178653, 185004, 16895.3, 53582.5, 12893, 2.46265
114800, 175518, 161990, 6353.76, 12237.1, 12869, 2.28675
51058, 143745, 219861, 16270.3, 70849.4, 12197, 4.12121
66804.8, 154247, 196157, 17207.8, 53063.1, 14542, 3.03054
105428, 152943, 181860, 6325.76, 34569.5, 9982, 2.49441
166824, 175563, 193745, 18903, 37661.2, 15229, 2.47074
80264, 125600, 208545, 29729.5, 64423.7, 14382, 4.85385
107450, 145090, 169750, 6969.19, 31542.5, 10986, 2.23359
34111.4, 116452, 211378, 6378.88, 41674.1, 14065, 2.89857
54252.6, 167598, 221658, 53467.3, 72976.5, 11468, 4.29773
149500, 139614, 171480, 5866.72, 41343.1, 9164, 3.03649
112841, 174227, 190568, 21612.8, 41869, 9534, 3.39448
68022.5, 162245, 185311, 26377.8, 54708.6, 11719, 3.36982
173502, 173392, 141195, 11687.1, 26899.9, 8998, 2.15968
65364.7, 169095, 206430, 21612.3, 65550, 10656, 3.46614
80317.3, 155685, 215776, 17651.7, 55888.7, 14400, 3.19168
132015, 151429, 170751, 4140, 23589.7, 10552, 2.36565
78746.8, 152801, 111752, 0, 681.644, 12013, 1.7285
50043, 134704, 219685, 38468.4, 74637.6, 14372, 3.99862
155313, 176860, 149264, 9994.27, 18958.3, 13128, 2.268
114440, 148506, 195347, 5873.44, 34522.3, 12240, 2.77649
101215, 130856, 193412, 21353.9, 44293.1, 12897, 3.51461
158115, 175634, 181930, 16199.3, 19897.6, 7652, 1.90918
83333.9, 165600, 206695, 47673.2, 61947.3, 12218, 4.60696
91157.8, 173332, 211993, 16468.7, 55807.7, 13184, 3.2357
45975.6, 158850, 205797, 38343, 64153, 12318, 3.88872
47263.1, 125408, 218817, 46716.1, 74618.8, 13956, 4.00831
100556, 165154, 195589, 53110, 58724.4, 11282, 3.88659
72563.7, 167922, 194537, 37806.2, 60504.1, 12227, 3.59718
67530.6, 119345, 183565, 59874.3, 74423.2, 11213, 4.34402
145837, 171697, 200216, 18384, 31216.3, 9993, 4.12236
66471.2, 148880, 198275, 27739.2, 60409.1, 14326, 3.64404
169047, 182229, 165000, 20540, 35640.7, 13526, 2.23376
90827.6, 139263, 96827.4, 0, 2289.19, 12140, 1.82045
41484.2, 167288, 221540, 26155.5, 71400.4, 12277, 3.60711
74297, 183421, 151230, 8528.64, 6736.05, 12361, 2.2336
166691, 169387, 127840, 6266.98, 3069.61, 14254, 1.96399
44469.3, 128978, 221285, 25178.4, 77888.2, 14540, 3.6535
46935.2, 163778, 212371, 19091, 50645.9, 12971, 3.89468
65899.8, 182958, 142836, 6005.65, 7294.94, 13110, 2.21485
160804, 171392, 193737, 20046.4, 38465.8, 15547, 1.6984
168903, 172762, 172683, 25134.6, 27476.4, 10078, 2.19677
100934, 167726, 201212, 11546.2, 53495.1, 13882, 3.12349
162721, 174891, 182417, 16296.3, 31574.6, 15540, 2.12432
121900, 139865, 179253, 5901.94, 41733.4, 10758, 2.83681
140921, 168626, 177857, 0, 18967.2, 10408, 1.96765
61310.8, 131559, 221999, 27253, 74899.8, 13427, 4.07909
77292.6, 123921, 195372, 37311.5, 45609.6, 12652, 3.97595
124565, 143126, 194833, 9320.38, 28780.6, 10879, 2.24424
166952, 168409, 170413, 23254.4, 26678.5, 10218, 1.9168
42686.6, 168031, 176346, 4755.84, 20725.3, 10125, 1.88338
82741.7, 169789, 193920, 49919.4, 76622.1, 11758, 4.88372
66328.2, 122245, 220162, 38774.4, 84452.2, 13849, 4.31132
30652.9, 150981, 159443, 6478.94, 39141.9, 14161, 2.39823
34334.3, 166607, 196699, 10072, 20790.5, 11856, 2.74576
64015.4, 132247, 222417, 14169.1, 55401.4, 13567, 3.26226
83436.9, 124906, 217444, 14176.9, 55775.5, 13836, 3.62312
187945, 179224, 140881, 5208.74, 16628.2, 8826, 1.87444
164042, 170119, 193373, 21788.7, 57254.4, 13891, 2.97633
113898, 146898, 173751, 13330.2, 34951.1, 11681, 2.77856
61793.2, 176186, 222488, 52184.7, 60652.6, 11774, 4.55623
139186, 179138, 122708, 8628.45, 6884.8, 12382, 2.01027
86463.3, 155651, 122897, 211.997, 4902.04, 11191, 1.8312
83162.4, 179865, 142319, 6576.19, 6939.88, 13068, 2.37434
61643.8, 124868, 206819, 1028.61, 37401.5, 14409, 3.11875
73583.4, 126361, 200252, 54026.8, 55805.4, 11930, 4.45596
176506, 162967, 128097, 6418.12, 18572.7, 8742, 1.84853
48739.9, 167125, 208599, 19174.7, 53758.8, 11261, 3.84271
85407.6, 144437, 204773, 41739.6, 54185, 10670, 3.48783
122083, 168587, 203287, 13701.2, 52674.7, 13938, 2.42807
163533, 173863, 192285, 23801, 55065, 13835, 2.65842
36954.6, 169151, 192350, 16542.2, 45076.8, 11276, 3.74995
172992, 187105, 152094, 17147.2, 16824.6, 7362, 3.03418
