@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
93318.4, 163295, 204819, 17091.6, 56626.6, 11740, 3.05575
113736, 170646, 192576, 12966.9, 56314.6, 13701, 2.71846
66804.8, 154247, 196157, 17207.8, 53063.1, 14542, 3.03054
113898, 146898, 173751, 13330.2, 34951.1, 11681, 2.77856
63326.9, 152798, 196286, 9348.34, 30025.9, 14353, 3.3186
47263.1, 125408, 218817, 46716.1, 74618.8, 13956, 4.00831
30619.1, 160290, 196883, 7369.53, 27411.6, 12457, 2.31852
198435, 180633, 64465.2, 4566.84, 0, 8215, 1.50531
61498.5, 133950, 205949, 22332.5, 70825.9, 14309, 4.05117
95590.8, 157468, 145455, 6255.32, 0, 11982, 1.88574
116309, 178601, 155197, 10920.5, 22042.7, 15109, 2.40335
157055, 161870, 160801, 16028.6, 35061.9, 13884, 1.8952
151393, 147582, 137386, 0, 10558.6, 10766, 1.8168
116093, 143695, 192887, 6002.19, 38779.1, 9388, 3.23633
71488.7, 118654, 209610, 51569.6, 81724.9, 14420, 4.41967
170866, 180046, 156710, 16183.3, 17754, 7808, 1.1095
169131, 183613, 177847, 23634.3, 19479.5, 6839, 2.01582
66471.2, 148880, 198275, 27739.2, 60409.1, 14326, 3.64404
65364.7, 169095, 206430, 21612.3, 65550, 10656, 3.46614
101215, 130856, 193412, 21353.9, 44293.1, 12897, 3.51461
183148, 149012, 175547, 13843.4, 21271.8, 8307, 1.96111
70135.7, 125062, 215592, 36865.4, 70654, 14438, 4.13404
166952, 168409, 170413, 23254.4, 26678.5, 10218, 1.9168
69498.9, 163094, 205157, 46158.7, 58382.8, 11544, 4.14754
130642, 152670, 187379, 8936.6, 20331.5, 11868, 2.14667
65358.8, 116582, 209820, 43004.8, 71963.8, 14257, 4.75986
60221.8, 141099, 221512, 20197.2, 73884.1, 14264, 3.96876
79989.4, 171302, 198078, 51799.3, 72268.1, 10930, 4.03569
114195, 152607, 169814, 5713.87, 4864.28, 11473, 2.04242
91157.8, 173332, 211993, 16468.7, 55807.7, 13184, 3.2357
158342, 138540, 168346, 5623.44, 27861.8, 9344, 2.17487
134957, 153716, 185097, 6080.48, 18787.9, 11441, 2.47422
65321.2, 156673, 206650, 43723.9, 64305, 10638, 4.22667
55984.1, 145383, 201794, 46229, 66247.5, 12088, 4.14189
44469.3, 128978, 221285, 25178.4, 77888.2, 14540, 3.6535
47781.7, 167791, 218489, 26475.6, 51444.5, 13543, 4.1751
90827.6, 139263, 96827.4, 0, 2289.19, 12140, 1.82045
59207, 169197, 206089, 37655, 64712.3, 11517, 4.81435
54252.6, 167598, 221658, 53467.3, 72976.5, 11468, 4.29773
83162.4, 179865, 142319, 6576.19, 6939.88, 13068, 2.37434
131399, 158122, 178054, 2446.44, 5677.63, 11303, 2.35045
63067.4, 168602, 220343, 45839.3, 59585, 12808, 4.63285
64345.6, 179695, 187628, 8404.86, 39688.7, 13625, 2.89845
86463.3, 155651, 122897, 211.997, 4902.04, 11191, 1.8312
187945, 179224, 140881, 5208.74, 16628.2, 8826, 1.87444
61793.2, 176186, 222488, 52184.7, 60652.6, 11774, 4.55623
114800, 175518, 161990, 6353.76, 12237.1, 12869, 2.28675
43291.7, 168962, 220257, 33063.7, 71041.5, 12464, 4.21788
78322.4, 115606, 207893, 41228.1, 65587.2, 14516, 4.04956
51991.8, 168856, 206186, 6836.6, 30595.3, 10402, 2.48509
57967.4, 167394, 204395, 67145.7, 67629.3, 11386, 4.65411
115415, 157140, 184303, 0, 15070.6, 11725, 2.39342
62772.2, 144800, 181667, 3807.21, 22768.6, 12297, 2.31615
86034.1, 166190, 151423, 0, 4296.16, 12080, 2.09413
164649, 166545, 154624, 9638.12, 13303.7, 10234, 2.17373
108444, 154760, 126614, 25.3421, 2742.79, 11538, 1.81688
68643, 116128, 211931, 52131.5, 77341.9, 14530, 4.09474
65899.8, 182958, 142836, 6005.65, 7294.94, 13110, 2.21485
102000, 131861, 132941, 0, 6841.77, 11912, 2.03694
125627, 158766, 177883, 2240.98, 19372, 11480, 2.58655
70348.8, 171131, 214682, 25283.4, 59491.6, 14376, 3.94761
163295, 138952, 136311, 5917.41, 11907.5, 9217, 1.85904
67161.9, 115886, 213105, 44545.1, 83762.7, 14019, 3.90614
104118, 176606, 119897, 6528.36, 6349.15, 12477, 1.85067
51058, 143745, 219861, 16270.3, 70849.4, 12197, 4.12121
68735.3, 146902, 109478, 3678.19, 23719.6, 12129, 1.68007
116506, 155092, 173134, 0, 10872, 11633, 2.40327
103814, 174475, 201098, 9147.51, 56099, 14473, 3.07069
62675.5, 119361, 215805, 33587.8, 67083.6, 13399, 3.97221
130802, 179072, 127273, 5733.01, 5344.81, 12929, 1.43698
113277, 143640, 187440, 13215.2, 35775.6, 12595, 3.23269
176506, 162967, 128097, 6418.12, 18572.7, 8742, 1.84853
63515.7, 154576, 211435, 47265.7, 53683.7, 12412, 4.58351
67530.6, 119345, 183565, 59874.3, 74423.2, 11213, 4.34402
165608, 173858, 199218, 22549.1, 56126.5, 12971, 2.90098
53530.5, 145518, 168958, 9517.96, 26047.9, 14718, 2.4989
126910, 142827, 173434, 5434.28, 30677.9, 9356, 4.14838
93406.6, 175094, 202439, 13732.6, 59207.7, 13811, 2.84326
30513, 147022, 210044, 6919.61, 41282.8, 12475, 3.00515
132774, 170147, 196610, 19177.4, 44171.3, 12751, 2.11697
180454, 162188, 211183, 55388, 9908.5, 8269, 3.67201
82773.8, 118264, 190864, 63101.3, 71503.6, 11281, 4.58652
163533, 173863, 192285, 23801, 55065, 13835, 2.65842
45959.4, 136720, 170898, 4352.62, 52820.9, 11213, 2.57559
80264, 125600, 208545, 29729.5, 64423.7, 14382, 4.85385
156215, 146078, 154821, 2669.52, 17667.6, 12246, 2.25699
131609, 137988, 188173, 5912.13, 36070.6, 9252, 3.19877
76324.5, 116961, 218202, 50827.7, 80698.1, 14382, 5.11875
42157.7, 141079, 202522, 15424, 60504.9, 12521, 4.02609
87092.9, 145612, 207016, 49603.7, 53124.3, 11070, 4.25188
124565, 143126, 194833, 9320.38, 28780.6, 10879, 2.24424
72078.1, 166998, 191881, 29455.1, 71528.8, 11363, 3.04474
84643.5, 178440, 174761, 8703.35, 16433.6, 12852, 2.48834
140921, 168626, 177857, 0, 18967.2, 10408, 1.96765
77131.6, 155512, 211638, 30836, 60790.9, 14926, 3.99721
48246.4, 125319, 191293, 4087.1, 32655.3, 11619, 2.62176
47287.8, 163804, 211482, 30888, 60054.5, 13077, 3.6817
35461.6, 124984, 208905, 6384.44, 23139.1, 12959, 2.80529
71805.8, 149303, 199553, 22398.3, 50286.2, 11053, 3.3829
101577, 168244, 115724, 4408.39, 2264.44, 15389, 1.79736
41484.2, 167288, 221540, 26155.5, 71400.4, 12277, 3.60711
168903, 172762, 172683, 25134.6, 27476.4, 10078, 2.19677
69137.2, 125835, 196247, 52540.6, 51172.5, 11578, 4.2064
155727, 172762, 185218, 17813.6, 34197.5, 10542, 2.03545
78746.8, 152801, 111752, 0, 681.644, 12013, 1.7285
123984, 142033, 181550, 6127.47, 44832.2, 11237, 3.27322
88635.5, 120492, 194975, 67061.8, 68409.5, 11113, 4.34364
48739.9, 167125, 208599, 19174.7, 53758.8, 11261, 3.84271
133652, 150568, 176316, 0, 13169.9, 11137, 2.47035
39727.6, 158745, 172958, 7902.3, 41210, 10362, 3.08476
169047, 182229, 165000, 20540, 35640.7, 13526, 2.23376
170380, 173539, 171161, 16252.8, 24674.2, 10888, 2.20589
62028.9, 116130, 214557, 20450.1, 62717.9, 14275, 3.84052
63669, 167259, 227493, 51963.9, 63232, 12377, 4.98802
150122, 172673, 177446, 17518.2, 37597.9, 9551, 2.7289
191691, 177717, 56528.3, 6157.88, 0, 8324, 1.61709
129342, 177287, 124973, 6030.14, 5889.54, 13023, 1.42735
57859.6, 163891, 206241, 42565, 57384, 12161, 4.61312
92495.5, 146107, 194257, 60374.2, 55781.9, 11036, 3.67808
137928, 156219, 149833, 4968.03, 14658.2, 11288, 2.09066
30652.9, 150981, 159443, 6478.94, 39141.9, 14161, 2.39823
165630, 171092, 133303, 6093.01, 4121.46, 13782, 2.06849
82741.7, 169789, 193920, 49919.4, 76622.1, 11758, 4.88372
139186, 179138, 122708, 8628.45, 6884.8, 12382, 2.01027
61643.8, 124868, 206819, 1028.61, 37401.5, 14409, 3.11875
155313, 176860, 149264, 9994.27, 18958.3, 13128, 2.268
109162, 177075, 171452, 11558.6, 48428.3, 13620, 2.34377
78067.6, 116713, 210747, 47577.8, 77916.3, 14248, 4.21058
93085.1, 141693, 193262, 24672.8, 35058.6, 12814, 3.86681
