@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
73279, 176666, 204627, 19916.5, 54127.8, 12861, 2.96751
141067, 172548, 187628, 16570.8, 28467.4, 13169, 2.71989
103814, 174475, 201098, 9147.51, 56099, 14473, 3.07069
65321.2, 156673, 206650, 43723.9, 64305, 10638, 4.22667
72078.1, 166998, 191881, 29455.1, 71528.8, 11363, 3.04474
85407.6, 144437, 204773, 41739.6, 54185, 10670, 3.48783
53308.4, 130997, 197042, 5577.08, 46182.3, 12981, 2.10912
121491, 181619, 144875, 11030.9, 24745.9, 14761, 1.99174
150010, 144417, 119162, 5133.27, 9892.63, 9149, 2.13452
116144, 142120, 173316, 15297, 35214.5, 12343, 3.25564
179183, 175973, 78429.1, 4680.73, 8117.13, 8023, 1.7328
96320.6, 164871, 191439, 60577.6, 65040.5, 11222, 3.78707
35461.6, 124984, 208905, 6384.44, 23139.1, 12959, 2.80529
131609, 137988, 188173, 5912.13, 36070.6, 9252, 3.19877
169131, 183613, 177847, 23634.3, 19479.5, 6839, 2.01582
30513, 147022, 210044, 6919.61, 41282.8, 12475, 3.00515
114800, 175518, 161990, 6353.76, 12237.1, 12869, 2.28675
69498.9, 163094, 205157, 46158.7, 58382.8, 11544, 4.14754
88635.5, 120492, 194975, 67061.8, 68409.5, 11113, 4.34364
113898, 146898, 173751, 13330.2, 34951.1, 11681, 2.77856
142101, 176171, 184799, 18058.9, 41375, 12095, 2.32902
116123, 150104, 168863, 4583.57, 19575.1, 10758, 2.5444
54252.6, 167598, 221658, 53467.3, 72976.5, 11468, 4.29773
156215, 146078, 154821, 2669.52, 17667.6, 12246, 2.25699
79989.4, 171302, 198078, 51799.3, 72268.1, 10930, 4.03569
177317, 153273, 202543, 57812.1, 7251.62, 8577, 2.34107
123189, 153571, 108454, 0, 830.934, 11543, 1.8381
71971.7, 121645, 192129, 17191.8, 32351.7, 11177, 3.38977
66003.2, 116531, 217574, 42111.6, 75585.7, 13833, 3.60649
100925, 153313, 175629, 6573.14, 41637.7, 10176, 2.53251
127643, 172389, 221011, 33218.1, 52620.7, 9850, 4.02099
149702, 175063, 138467, 5525.03, 11007.9, 10714, 1.93015
180454, 162188, 211183, 55388, 9908.5, 8269, 3.67201
30257.2, 164695, 190271, 9677.9, 37311.8, 10855, 2.42621
114560, 167277, 179313, 0, 10601.9, 11025, 2.2995
160804, 171392, 193737, 20046.4, 38465.8, 15547, 1.6984
84501.5, 145513, 187673, 17517.4, 42649.8, 11923, 3.14143
175066, 172162, 173109, 21701.9, 29528.9, 9046, 2.78725
66804.8, 154247, 196157, 17207.8, 53063.1, 14542, 3.03054
38334, 168946, 208367, 17073.7, 52944.3, 11267, 3.57325
86034.1, 166190, 151423, 0, 4296.16, 12080, 2.09413
181480, 164466, 157650, 13904.4, 22813.6, 8713, 1.83484
119129, 178550, 219030, 19326.6, 50630, 10413, 3.32405
68022.5, 162245, 185311, 26377.8, 54708.6, 11719, 3.36982
151393, 147582, 137386, 0, 10558.6, 10766, 1.8168
191691, 177717, 56528.3, 6157.88, 0, 8324, 1.61709
108444, 154760, 126614, 25.3421, 2742.79, 11538, 1.81688
101215, 130856, 193412, 21353.9, 44293.1, 12897, 3.51461
67881.2, 168664, 219403, 53732.9, 59015.4, 12117, 4.14661
99442.6, 176457, 207212, 11809.6, 58829.9, 13569, 2.84396
119110, 175974, 196978, 9048.11, 52981.6, 12628, 2.75706
105054, 154754, 152361, 44.8934, 6057.11, 11805, 2.05321
120000, 146287, 194171, 6445.11, 26976.2, 11060, 2.5725
145519, 175426, 177686, 1568.88, 11043.8, 7347, 1.76612
112841, 174227, 190568, 21612.8, 41869, 9534, 3.39448
166952, 168409, 170413, 23254.4, 26678.5, 10218, 1.9168
131399, 158122, 178054, 2446.44, 5677.63, 11303, 2.35045
166824, 175563, 193745, 18903, 37661.2, 15229, 2.47074
71805.8, 149303, 199553, 22398.3, 50286.2, 11053, 3.3829
48246.4, 125319, 191293, 4087.1, 32655.3, 11619, 2.62176
187945, 179224, 140881, 5208.74, 16628.2, 8826, 1.87444
49483.9, 164612, 212220, 35623.1, 71319.3, 12257, 3.76466
95110.9, 179745, 195945, 14793.3, 52028.6, 12891, 3.4497
165339, 152126, 89567.4, 6305, 12133.1, 9589, 0.960987
55984.1, 145383, 201794, 46229, 66247.5, 12088, 4.14189
130802, 179072, 127273, 5733.01, 5344.81, 12929, 1.43698
100556, 165154, 195589, 53110, 58724.4, 11282, 3.88659
154110, 171142, 190515, 17831.4, 36734.9, 10583, 2.33082
50043, 134704, 219685, 38468.4, 74637.6, 14372, 3.99862
66471.2, 148880, 198275, 27739.2, 60409.1, 14326, 3.64404
82773.8, 118264, 190864, 63101.3, 71503.6, 11281, 4.58652
43291.7, 168962, 220257, 33063.7, 71041.5, 12464, 4.21788
82741.7, 169789, 193920, 49919.4, 76622.1, 11758, 4.88372
91157.8, 173332, 211993, 16468.7, 55807.7, 13184, 3.2357
83436.9, 124906, 217444, 14176.9, 55775.5, 13836, 3.62312
116506, 155092, 173134, 0, 10872, 11633, 2.40327
47668.4, 173686, 212013, 18690.8, 65984.4, 12307, 3.97146
196005, 174005, 163366, 18572, 35587.1, 8751, 2.17647
30652.9, 150981, 159443, 6478.94, 39141.9, 14161, 2.39823
115415, 157140, 184303, 0, 15070.6, 11725, 2.39342
163533, 173863, 192285, 23801, 55065, 13835, 2.65842
77292.6, 123921, 195372, 37311.5, 45609.6, 12652, 3.97595
112099, 137174, 87366.5, 0, 7322.1, 8888, 1.69151
158758, 172485, 195032, 12306.2, 37469.8, 9791, 2.47207
145837, 171697, 200216, 18384, 31216.3, 9993, 4.12236
87092.9, 145612, 207016, 49603.7, 53124.3, 11070, 4.25188
163063, 177445, 132722, 6257.35, 11992.7, 7475, 1.61606
61498.5, 133950, 205949, 22332.5, 70825.9, 14309, 4.05117
61643.8, 124868, 206819, 1028.61, 37401.5, 14409, 3.11875
123606, 171504, 173861, 0, 6950.29, 10313, 2.06716
70348.8, 171131, 214682, 25283.4, 59491.6, 14376, 3.94761
199096, 168691, 126091, 13155.7, 24428, 8525, 1.87965
140921, 168626, 177857, 0, 18967.2, 10408, 1.96765
116309, 178601, 155197, 10920.5, 22042.7, 15109, 2.40335
129482, 174271, 129081, 6352.87, 1957.91, 15925, 1.67147
109797, 172697, 96596.3, 5803.86, 3245.38, 11801, 2.06576
110599, 138621, 183065, 5879.09, 26131.6, 8882, 2.22508
66328.2, 122245, 220162, 38774.4, 84452.2, 13849, 4.31132
92719, 159306, 91061.9, 0, 2458.74, 11800, 1.62473
157055, 161870, 160801, 16028.6, 35061.9, 13884, 1.8952
134957, 153716, 185097, 6080.48, 18787.9, 11441, 2.47422
51058, 143745, 219861, 16270.3, 70849.4, 12197, 4.12121
72267.5, 168522, 212309, 57546.9, 68727.3, 11502, 4.23803
52683.4, 119118, 199181, 6376.4, 47915.2, 10466, 3.51308
55566.1, 167637, 223361, 62411.2, 66958.9, 13280, 4.68581
67326.4, 169719, 224510, 49253, 61596.9, 11721, 4.6044
98100.5, 123089, 199536, 19647.5, 45339.3, 12532, 3.58072
158115, 175634, 181930, 16199.3, 19897.6, 7652, 1.90918
84643.5, 178440, 174761, 8703.35, 16433.6, 12852, 2.48834
51991.8, 168856, 206186, 6836.6, 30595.3, 10402, 2.48509
67522.6, 165662, 209094, 53089.4, 68190.7, 11092, 4.33662
76996.7, 162111, 206832, 32894.4, 63103.8, 11351, 4.49787
44447.3, 173617, 215120, 28877.2, 65568.3, 12374, 3.8337
78399.9, 156931, 184324, 7987.93, 31348, 11997, 3.48473
63515.7, 154576, 211435, 47265.7, 53683.7, 12412, 4.58351
69137.2, 125835, 196247, 52540.6, 51172.5, 11578, 4.2064
83162.4, 179865, 142319, 6576.19, 6939.88, 13068, 2.37434
103216, 142308, 113931, 0, 980.974, 12018, 1.96036
38027, 158766, 197959, 7050.11, 43419.4, 13259, 2.91001
169042, 176674, 175796, 20992.2, 49093.2, 13911, 2.53167
149500, 139614, 171480, 5866.72, 41343.1, 9164, 3.03649
57859.6, 163891, 206241, 42565, 57384, 12161, 4.61312
99270.5, 175174, 197483, 8671.63, 43636.5, 14076, 3.11333
94601.2, 172892, 197017, 6137.55, 22221.5, 10198, 2.09604
53754.5, 136149, 194044, 16630.5, 49205.4, 11380, 3.73669
67161.9, 115886, 213105, 44545.1, 83762.7, 14019, 3.90614
162730, 146965, 165217, 12339.5, 13109.5, 10149, 2.28642
80881.7, 161988, 207252, 45438, 61181.6, 12516, 3.34136
44340.4, 144773, 215065, 17371.9, 72090, 12045, 2.35832
46205.2, 153917, 199505, 4780.34, 28673.4, 10898, 2.9788
27881.8, 157243, 188184, 6513.48, 29619.3, 11752, 2.18485
159149, 175571, 103228, 3741.2, 1147.85, 8546, 1.21431
62772.2, 144800, 181667, 3807.21, 22768.6, 12297, 2.31615
