@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
70312.3, 130864, 193201, 53914, 62919.5, 11988, 4.4184
149087, 148350, 144864, 9066.5, 1781.42, 10208, 1.78434
145505, 170738, 164125, 5584.4, 5297.98, 15940, 2.07865
37298.2, 126262, 192405, 0, 35531.5, 12075, 2.65464
175066, 172162, 173109, 21701.9, 29528.9, 9046, 2.78725
64748.5, 124796, 201102, 53162.9, 54516.9, 12277, 4.40494
104688, 146940, 189343, 6315.17, 43412.2, 11448, 3.13517
50043, 134704, 219685, 38468.4, 74637.6, 14372, 3.99862
105836, 148476, 131649, 4112.91, 4661.19, 9301, 2.17032
72621.5, 173577, 135842, 6204.55, 22526.3, 13720, 1.83238
103216, 142308, 113931, 0, 980.974, 12018, 1.96036
158758, 172485, 195032, 12306.2, 37469.8, 9791, 2.47207
94601.2, 172892, 197017, 6137.55, 22221.5, 10198, 2.09604
115336, 151694, 177387, 6021.38, 5369.65, 11986, 2.24068
44247.6, 164260, 182316, 9401.7, 42806.2, 11647, 2.25221
45975.6, 158850, 205797, 38343, 64153, 12318, 3.88872
42131.6, 119151, 223502, 4451.5, 57740.4, 14366, 3.11447
38334, 168946, 208367, 17073.7, 52944.3, 11267, 3.57325
143097, 162829, 197361, 37958, 47108.6, 9752, 3.89674
68022.5, 162245, 185311, 26377.8, 54708.6, 11719, 3.36982
27881.8, 157243, 188184, 6513.48, 29619.3, 11752, 2.18485
39055.1, 162225, 200608, 13579.4, 49444.8, 12251, 2.63243
129482, 174271, 129081, 6352.87, 1957.91, 15925, 1.67147
145837, 171697, 200216, 18384, 31216.3, 9993, 4.12236
36954.6, 169151, 192350, 16542.2, 45076.8, 11276, 3.74995
71971.7, 121645, 192129, 17191.8, 32351.7, 11177, 3.38977
146445, 149376, 99627.2, 0, 11283, 10672, 2.11948
67522.6, 165662, 209094, 53089.4, 68190.7, 11092, 4.33662
92885.6, 144161, 201127, 26157, 49777.9, 15262, 4.1939
46935.2, 163778, 212371, 19091, 50645.9, 12971, 3.89468
55566.1, 167637, 223361, 62411.2, 66958.9, 13280, 4.68581
30257.2, 164695, 190271, 9677.9, 37311.8, 10855, 2.42621
124480, 142078, 164750, 4965.49, 6713.44, 9310, 2.37613
177753, 168362, 215844, 45232.2, 10296.6, 8079, 4.08083
77552.2, 155563, 212405, 37301.3, 45520, 10711, 3.68031
82003.1, 143023, 153182, 5985.84, 2064.71, 10845, 2.27033
132015, 151429, 170751, 4140, 23589.7, 10552, 2.36565
83333.9, 165600, 206695, 47673.2, 61947.3, 12218, 4.60696
44003.1, 171258, 198570, 13893, 38694.6, 11737, 4.08326
145519, 175426, 177686, 1568.88, 11043.8, 7347, 1.76612
177317, 153273, 202543, 57812.1, 7251.62, 8577, 2.34107
163292, 169474, 182789, 20309.6, 32348.7, 10957, 2.56002
73583.4, 126361, 200252, 54026.8, 55805.4, 11930, 4.45596
169042, 176674, 175796, 20992.2, 49093.2, 13911, 2.53167
58407.3, 138041, 200249, 34287.9, 75368.9, 14210, 4.19397
172546, 150002, 179549, 28671.3, 28052.5, 9787, 3.28301
162730, 146965, 165217, 12339.5, 13109.5, 10149, 2.28642
92355.1, 118043, 191787, 65886.9, 66510.9, 11166, 4.81924
123189, 153571, 108454, 0, 830.934, 11543, 1.8381
62679, 135227, 227581, 17403.7, 63833.6, 14119, 4.03702
142590, 152259, 175601, 2018.07, 13172.5, 11793, 2.22464
99270.5, 175174, 197483, 8671.63, 43636.5, 14076, 3.11333
59928.9, 169654, 208665, 46421.9, 61896.7, 11805, 4.52502
31144.1, 155091, 178877, 7236.47, 31401.3, 13885, 2.17591
112099, 137174, 87366.5, 0, 7322.1, 8888, 1.69151
132942, 152130, 165062, 1903.99, 18713.1, 10609, 2.59007
85407.6, 144437, 204773, 41739.6, 54185, 10670, 3.48783
100925, 153313, 175629, 6573.14, 41637.7, 10176, 2.53251
158499, 174473, 113437, 6469.85, 1628.43, 13918, 1.87801
136204, 142446, 171006, 0, 17637.7, 11297, 2.4202
67881.2, 168664, 219403, 53732.9, 59015.4, 12117, 4.14661
95110.9, 179745, 195945, 14793.3, 52028.6, 12891, 3.4497
172963, 139915, 167767, 6955.2, 21323.7, 8678, 2.26839
48814.5, 149600, 234833, 19233.6, 73929.8, 11834, 4.19821
199096, 168691, 126091, 13155.7, 24428, 8525, 1.87965
38027, 158766, 197959, 7050.11, 43419.4, 13259, 2.91001
119110, 175974, 196978, 9048.11, 52981.6, 12628, 2.75706
180530, 161300, 162285, 8367.5, 27579.7, 8110, 1.81792
173502, 173392, 141195, 11687.1, 26899.9, 8998, 2.15968
106940, 181710, 201232, 17637.3, 39439.1, 9166, 3.81473
53114.4, 143601, 219273, 24965.3, 79383.7, 11902, 4.00929
78399.9, 156931, 184324, 7987.93, 31348, 11997, 3.48473
60897.9, 157374, 136216, 1760, 10020.2, 12176, 1.94924
56976.5, 165652, 206558, 46501.8, 59991.7, 11132, 4.30393
67326.4, 169719, 224510, 49253, 61596.9, 11721, 4.6044
