@relation Daily_average_cost_of_tKWhe_electry_energy_in_Spain_in_2003
@attribute hidraul real [27881.8, 206035.0]
@attribute nucleal real [114760.0, 187105.0]
@attribute carbon real [33537.0, 234833.0]
@attribute fuel real [0.0, 67986.5]
@attribute gas real [0.0, 84452.2]
@attribute regesp real [5307.0, 16357.0]
@attribute precio real [0.765853, 5.11875]
@data
142078, 156647, 155779, 4307.56, 19619.9, 12097, 2.23691
42686.6, 168031, 176346, 4755.84, 20725.3, 10125, 1.88338
169322, 178653, 185004, 16895.3, 53582.5, 12893, 2.46265
177317, 153273, 202543, 57812.1, 7251.62, 8577, 2.34107
42457.3, 173163, 212528, 27041.8, 61670.4, 12555, 3.56624
70348.8, 171131, 214682, 25283.4, 59491.6, 14376, 3.94761
119110, 175974, 196978, 9048.11, 52981.6, 12628, 2.75706
64345.6, 179695, 187628, 8404.86, 39688.7, 13625, 2.89845
176506, 162967, 128097, 6418.12, 18572.7, 8742, 1.84853
125627, 158766, 177883, 2240.98, 19372, 11480, 2.58655
60221.8, 141099, 221512, 20197.2, 73884.1, 14264, 3.96876
55640.1, 181868, 162385, 3944.69, 20227.8, 13991, 2.38016
70135.7, 125062, 215592, 36865.4, 70654, 14438, 4.13404
101215, 130856, 193412, 21353.9, 44293.1, 12897, 3.51461
181480, 164466, 157650, 13904.4, 22813.6, 8713, 1.83484
37298.2, 126262, 192405, 0, 35531.5, 12075, 2.65464
127643, 172389, 221011, 33218.1, 52620.7, 9850, 4.02099
142590, 152259, 175601, 2018.07, 13172.5, 11793, 2.22464
61643.8, 124868, 206819, 1028.61, 37401.5, 14409, 3.11875
177566, 168075, 179508, 19331.8, 33001.3, 9780, 2.48464
100934, 167726, 201212, 11546.2, 53495.1, 13882, 3.12349
60805.1, 166566, 224252, 42200.3, 63524.2, 10889, 4.02768
105054, 154754, 152361, 44.8934, 6057.11, 11805, 2.05321
164042, 170119, 193373, 21788.7, 57254.4, 13891, 2.97633
163295, 138952, 136311, 5917.41, 11907.5, 9217, 1.85904
180454, 162188, 211183, 55388, 9908.5, 8269, 3.67201
62675.5, 119361, 215805, 33587.8, 67083.6, 13399, 3.97221
78746.8, 152801, 111752, 0, 681.644, 12013, 1.7285
67881.2, 168664, 219403, 53732.9, 59015.4, 12117, 4.14661
191098, 169601, 171592, 24518.3, 33458.4, 8875, 2.21565
198435, 180633, 64465.2, 4566.84, 0, 8215, 1.50531
185484, 170355, 140182, 12438.9, 21384.5, 9251, 2.32848
78067.6, 116713, 210747, 47577.8, 77916.3, 14248, 4.21058
160804, 171392, 193737, 20046.4, 38465.8, 15547, 1.6984
187029, 171382, 51913.4, 5342.54, 0, 8346, 0.955205
160345, 166614, 189754, 20854.1, 53318.4, 13523, 2.75503
173086, 161469, 175422, 24027.3, 24311.6, 10603, 2.95668
79880, 172226, 194140, 16284.2, 44195, 13158, 2.66678
163063, 177445, 132722, 6257.35, 11992.7, 7475, 1.61606
166691, 169387, 127840, 6266.98, 3069.61, 14254, 1.96399
140921, 168626, 177857, 0, 18967.2, 10408, 1.96765
53530.5, 145518, 168958, 9517.96, 26047.9, 14718, 2.4989
47668.4, 173686, 212013, 18690.8, 65984.4, 12307, 3.97146
112108, 153029, 140531, 0, 6504.34, 10517, 2.18537
131609, 137988, 188173, 5912.13, 36070.6, 9252, 3.19877
79492, 169150, 190808, 52006.3, 70044.6, 11793, 4.92926
155313, 176860, 149264, 9994.27, 18958.3, 13128, 2.268
84919, 169511, 175126, 5989.34, 15004.8, 9495, 1.79773
65364.7, 169095, 206430, 21612.3, 65550, 10656, 3.46614
124480, 142078, 164750, 4965.49, 6713.44, 9310, 2.37613
51991.8, 168856, 206186, 6836.6, 30595.3, 10402, 2.48509
63326.9, 152798, 196286, 9348.34, 30025.9, 14353, 3.3186
59599.9, 163995, 220774, 46064.4, 70375.6, 13094, 4.18805
130642, 152670, 187379, 8936.6, 20331.5, 11868, 2.14667
115415, 157140, 184303, 0, 15070.6, 11725, 2.39342
73583.4, 126361, 200252, 54026.8, 55805.4, 11930, 4.45596
72009.6, 163803, 200045, 30853.1, 52471.3, 10929, 3.48381
112099, 137174, 87366.5, 0, 7322.1, 8888, 1.69151
163533, 173863, 192285, 23801, 55065, 13835, 2.65842
113627, 141405, 198537, 5966.32, 41732.7, 10970, 3.25505
151017, 178514, 187563, 24604.4, 19834.4, 7070, 2.13306
85104.8, 174706, 206714, 10804.5, 53137.2, 14231, 2.70608
51657.7, 148988, 229234, 19930.4, 65548.4, 11835, 4.05026
61498.5, 133950, 205949, 22332.5, 70825.9, 14309, 4.05117
114560, 167277, 179313, 0, 10601.9, 11025, 2.2995
159149, 175571, 103228, 3741.2, 1147.85, 8546, 1.21431
54252.6, 167598, 221658, 53467.3, 72976.5, 11468, 4.29773
82003.1, 143023, 153182, 5985.84, 2064.71, 10845, 2.27033
114195, 152607, 169814, 5713.87, 4864.28, 11473, 2.04242
68022.5, 162245, 185311, 26377.8, 54708.6, 11719, 3.36982
61793.2, 176186, 222488, 52184.7, 60652.6, 11774, 4.55623
61310.8, 131559, 221999, 27253, 74899.8, 13427, 4.07909
67522.6, 165662, 209094, 53089.4, 68190.7, 11092, 4.33662
44447.3, 173617, 215120, 28877.2, 65568.3, 12374, 3.8337
139750, 149921, 143836, 1569.08, 10118.8, 11066, 2.13202
190729, 176396, 170338, 27696.3, 28071.3, 8986, 2.27647
49802.3, 167906, 211070, 57442.3, 69723.9, 11303, 4.44441
137741, 152334, 141613, 0, 21169, 11907, 2.1057
70312.3, 130864, 193201, 53914, 62919.5, 11988, 4.4184
108789, 148989, 173104, 9750.08, 24408.3, 12616, 2.64659
94601.2, 172892, 197017, 6137.55, 22221.5, 10198, 2.09604
175066, 172162, 173109, 21701.9, 29528.9, 9046, 2.78725
172518, 161910, 165860, 8332.7, 25865, 9115, 1.78204
158758, 172485, 195032, 12306.2, 37469.8, 9791, 2.47207
74297, 183421, 151230, 8528.64, 6736.05, 12361, 2.2336
86034.1, 166190, 151423, 0, 4296.16, 12080, 2.09413
100925, 153313, 175629, 6573.14, 41637.7, 10176, 2.53251
151905, 140613, 170505, 5801.43, 27574.9, 9431, 3.00451
67530.6, 119345, 183565, 59874.3, 74423.2, 11213, 4.34402
80317.3, 155685, 215776, 17651.7, 55888.7, 14400, 3.19168
71971.7, 121645, 192129, 17191.8, 32351.7, 11177, 3.38977
181733, 154389, 161780, 5963.51, 28095.8, 9328, 1.84554
99442.6, 176457, 207212, 11809.6, 58829.9, 13569, 2.84396
40681.6, 167113, 187190, 6645.15, 44738.1, 11102, 2.47629
116506, 155092, 173134, 0, 10872, 11633, 2.40327
47287.8, 163804, 211482, 30888, 60054.5, 13077, 3.6817
100730, 139326, 173984, 5839.45, 7113.33, 10849, 2.40433
158115, 175634, 181930, 16199.3, 19897.6, 7652, 1.90918
191691, 177717, 56528.3, 6157.88, 0, 8324, 1.61709
170717, 172028, 190312, 23401.5, 62375, 13227, 3.2984
170380, 173539, 171161, 16252.8, 24674.2, 10888, 2.20589
56976.5, 165652, 206558, 46501.8, 59991.7, 11132, 4.30393
61937.9, 168412, 203308, 67986.5, 68160.7, 11391, 4.79927
48814.5, 149600, 234833, 19233.6, 73929.8, 11834, 4.19821
106148, 152550, 200310, 17163.3, 59514.9, 12382, 2.98392
129482, 174271, 129081, 6352.87, 1957.91, 15925, 1.67147
80881.7, 161988, 207252, 45438, 61181.6, 12516, 3.34136
156303, 174563, 158795, 8579.52, 27278, 14887, 2.00228
173246, 178497, 170487, 16439.5, 18514, 6532, 1.97025
92495.5, 146107, 194257, 60374.2, 55781.9, 11036, 3.67808
72621.5, 173577, 135842, 6204.55, 22526.3, 13720, 1.83238
60897.9, 157374, 136216, 1760, 10020.2, 12176, 1.94924
113898, 146898, 173751, 13330.2, 34951.1, 11681, 2.77856
83436.9, 124906, 217444, 14176.9, 55775.5, 13836, 3.62312
120000, 146287, 194171, 6445.11, 26976.2, 11060, 2.5725
173467, 169555, 185398, 15964.6, 42709.1, 13868, 2.83895
179183, 175973, 78429.1, 4680.73, 8117.13, 8023, 1.7328
162721, 174891, 182417, 16296.3, 31574.6, 15540, 2.12432
48246.4, 125319, 191293, 4087.1, 32655.3, 11619, 2.62176
53308.4, 130997, 197042, 5577.08, 46182.3, 12981, 2.10912
134625, 171156, 182985, 15525.9, 43333.7, 13018, 2.54192
123984, 142033, 181550, 6127.47, 44832.2, 11237, 3.27322
69137.2, 125835, 196247, 52540.6, 51172.5, 11578, 4.2064
136204, 142446, 171006, 0, 17637.7, 11297, 2.4202
145519, 175426, 177686, 1568.88, 11043.8, 7347, 1.76612
38334, 168946, 208367, 17073.7, 52944.3, 11267, 3.57325
144906, 180711, 136896, 1453.89, 0, 7449, 1.3288
95590.8, 157468, 145455, 6255.32, 0, 11982, 1.88574
165608, 173858, 199218, 22549.1, 56126.5, 12971, 2.90098
113277, 143640, 187440, 13215.2, 35775.6, 12595, 3.23269
38027, 158766, 197959, 7050.11, 43419.4, 13259, 2.91001
169042, 176674, 175796, 20992.2, 49093.2, 13911, 2.53167
166824, 175563, 193745, 18903, 37661.2, 15229, 2.47074
92719, 159306, 91061.9, 0, 2458.74, 11800, 1.62473
151393, 147582, 137386, 0, 10558.6, 10766, 1.8168
83162.4, 179865, 142319, 6576.19, 6939.88, 13068, 2.37434
34334.3, 166607, 196699, 10072, 20790.5, 11856, 2.74576
206035, 186774, 79129.5, 4342.43, 5715.18, 8159, 1.5835
78399.9, 156931, 184324, 7987.93, 31348, 11997, 3.48473
158342, 138540, 168346, 5623.44, 27861.8, 9344, 2.17487
150010, 144417, 119162, 5133.27, 9892.63, 9149, 2.13452
134311, 163733, 201342, 36983.3, 53541.4, 10123, 3.90895
119129, 178550, 219030, 19326.6, 50630, 10413, 3.32405
46935.2, 163778, 212371, 19091, 50645.9, 12971, 3.89468
75205.1, 123541, 201792, 17931.5, 59511.6, 12030, 3.88321
36954.6, 169151, 192350, 16542.2, 45076.8, 11276, 3.74995
69498.9, 163094, 205157, 46158.7, 58382.8, 11544, 4.14754
126910, 142827, 173434, 5434.28, 30677.9, 9356, 4.14838
172992, 187105, 152094, 17147.2, 16824.6, 7362, 3.03418
