@relation Glass_Identification_Database
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51793, 12.79, 3.50, 1.12, 73.03, 0.64, 8.77, 0.00, 0.00, 1
1.51755, 12.71, 3.42, 1.20, 73.20, 0.59, 8.64, 0.00, 0.00, 1
1.51779, 13.21, 3.39, 1.33, 72.76, 0.59, 8.59, 0.00, 0.00, 1
1.52210, 13.73, 3.84, 0.72, 71.76, 0.17, 9.74, 0.00, 0.00, 1
1.52320, 13.72, 3.72, 0.51, 71.75, 0.09, 10.06, 0.00, 0.16, 1
1.51926, 13.20, 3.33, 1.28, 72.36, 0.60, 9.14, 0.00, 0.11, 1
1.51808, 13.43, 2.87, 1.19, 72.84, 0.55, 9.03, 0.00, 0.00, 1
1.51778, 13.21, 2.81, 1.29, 72.98, 0.51, 9.02, 0.00, 0.09, 1
1.51769, 12.45, 2.71, 1.29, 73.70, 0.56, 9.06, 0.00, 0.24, 1
1.51754, 13.48, 3.74, 1.17, 72.99, 0.59, 8.03, 0.00, 0.00, 1
1.51905, 13.60, 3.62, 1.11, 72.64, 0.14, 8.76, 0.00, 0.00, 1
1.52227, 14.17, 3.81, 0.78, 71.35, 0.00, 9.69, 0.00, 0.00, 1
1.52099, 13.69, 3.59, 1.12, 71.96, 0.09, 9.40, 0.00, 0.00, 1
1.52152, 13.05, 3.65, 0.87, 72.22, 0.19, 9.85, 0.00, 0.17, 1
1.52152, 13.05, 3.65, 0.87, 72.32, 0.19, 9.85, 0.00, 0.17, 1
1.52152, 13.12, 3.58, 0.90, 72.20, 0.23, 9.82, 0.00, 0.16, 1
1.52300, 13.31, 3.58, 0.82, 71.99, 0.12, 10.17, 0.00, 0.03, 1
1.51574, 14.86, 3.67, 1.74, 71.87, 0.16, 7.36, 0.00, 0.12, 2
1.51593, 13.09, 3.59, 1.52, 73.10, 0.67, 7.83, 0.00, 0.00, 2
1.51631, 13.34, 3.57, 1.57, 72.87, 0.61, 7.89, 0.00, 0.00, 2
1.51645, 13.44, 3.61, 1.54, 72.39, 0.66, 8.03, 0.00, 0.00, 2
1.51627, 13.00, 3.58, 1.54, 72.83, 0.61, 8.04, 0.00, 0.00, 2
1.51613, 13.92, 3.52, 1.25, 72.88, 0.37, 7.94, 0.00, 0.14, 2
1.51590, 12.82, 3.52, 1.90, 72.86, 0.69, 7.97, 0.00, 0.00, 2
1.51592, 12.86, 3.52, 2.12, 72.66, 0.69, 7.97, 0.00, 0.00, 2
1.51594, 13.09, 3.52, 1.55, 72.87, 0.68, 8.05, 0.00, 0.09, 2
1.51409, 14.25, 3.09, 2.08, 72.28, 1.10, 7.08, 0.00, 0.00, 2
1.51569, 13.24, 3.49, 1.47, 73.25, 0.38, 8.03, 0.00, 0.00, 2
1.51640, 12.55, 3.48, 1.87, 73.23, 0.63, 8.08, 0.00, 0.09, 2
1.51841, 12.93, 3.74, 1.11, 72.28, 0.64, 8.96, 0.00, 0.22, 2
1.51629, 12.71, 3.33, 1.49, 73.28, 0.67, 8.24, 0.00, 0.00, 2
1.51860, 13.36, 3.43, 1.43, 72.26, 0.51, 8.60, 0.00, 0.00, 2
1.51743, 12.20, 3.25, 1.16, 73.55, 0.62, 8.90, 0.00, 0.24, 2
1.51730, 12.35, 2.72, 1.63, 72.87, 0.70, 9.23, 0.00, 0.00, 2
1.51820, 12.62, 2.76, 0.83, 73.81, 0.35, 9.42, 0.00, 0.20, 2
1.52725, 13.80, 3.15, 0.66, 70.57, 0.08, 11.64, 0.00, 0.00, 2
1.52475, 11.45, 0.00, 1.88, 72.19, 0.81, 13.24, 0.00, 0.34, 2
1.52222, 14.43, 0.00, 1.00, 72.67, 0.10, 11.52, 0.00, 0.08, 2
1.51818, 13.72, 0.00, 0.56, 74.45, 0.00, 10.99, 0.00, 0.00, 2
1.52664, 11.23, 0.00, 0.77, 73.21, 0.00, 14.68, 0.00, 0.00, 2
1.52777, 12.64, 0.00, 0.67, 72.02, 0.06, 14.40, 0.00, 0.00, 2
1.51847, 13.10, 3.97, 1.19, 72.44, 0.60, 8.43, 0.00, 0.00, 2
1.51829, 13.24, 3.90, 1.41, 72.33, 0.55, 8.31, 0.00, 0.10, 2
1.51673, 13.30, 3.64, 1.53, 72.53, 0.65, 8.03, 0.00, 0.29, 2
1.51652, 13.56, 3.57, 1.47, 72.45, 0.64, 7.96, 0.00, 0.00, 2
1.51663, 12.93, 3.54, 1.62, 72.96, 0.64, 8.03, 0.00, 0.21, 2
1.51687, 13.23, 3.54, 1.48, 72.84, 0.56, 8.10, 0.00, 0.00, 2
1.52177, 13.20, 3.68, 1.15, 72.75, 0.54, 8.52, 0.00, 0.00, 2
1.51667, 12.94, 3.61, 1.26, 72.75, 0.56, 8.60, 0.00, 0.00, 2
1.52081, 13.78, 2.28, 1.43, 71.99, 0.49, 9.85, 0.00, 0.17, 2
1.52068, 13.55, 2.09, 1.67, 72.18, 0.53, 9.57, 0.27, 0.17, 2
1.51813, 13.43, 3.98, 1.18, 72.49, 0.58, 8.15, 0.00, 0.00, 2
1.51811, 13.33, 3.85, 1.25, 72.78, 0.52, 8.12, 0.00, 0.00, 2
1.51789, 13.19, 3.90, 1.30, 72.33, 0.55, 8.44, 0.00, 0.28, 2
1.51674, 12.87, 3.56, 1.64, 73.14, 0.65, 7.99, 0.00, 0.00, 2
1.51670, 13.24, 3.57, 1.38, 72.70, 0.56, 8.44, 0.00, 0.10, 3
1.51643, 12.16, 3.52, 1.35, 72.89, 0.57, 8.53, 0.00, 0.00, 3
1.51665, 13.14, 3.45, 1.76, 72.48, 0.60, 8.38, 0.00, 0.17, 3
1.51779, 13.64, 3.65, 0.65, 73.00, 0.06, 8.93, 0.00, 0.00, 3
1.51610, 13.42, 3.40, 1.22, 72.69, 0.59, 8.32, 0.00, 0.00, 3
1.51646, 13.04, 3.40, 1.26, 73.01, 0.52, 8.58, 0.00, 0.00, 3
1.51655, 13.41, 3.39, 1.28, 72.64, 0.52, 8.65, 0.00, 0.00, 3
1.52211, 14.19, 3.78, 0.91, 71.36, 0.23, 9.14, 0.00, 0.37, 3
1.51514, 14.01, 2.68, 3.50, 69.89, 1.68, 5.87, 2.20, 0.00, 5
1.51915, 12.73, 1.85, 1.86, 72.69, 0.60, 10.09, 0.00, 0.00, 5
1.52171, 11.56, 1.88, 1.56, 72.86, 0.47, 11.41, 0.00, 0.00, 5
1.52151, 11.03, 1.71, 1.56, 73.44, 0.58, 11.62, 0.00, 0.00, 5
1.51666, 12.86, 0.00, 1.83, 73.88, 0.97, 10.17, 0.00, 0.00, 5
1.52369, 13.44, 0.00, 1.58, 72.22, 0.32, 12.24, 0.00, 0.00, 5
1.51316, 13.02, 0.00, 3.04, 70.48, 6.21, 6.96, 0.00, 0.00, 5
1.51905, 14.00, 2.39, 1.56, 72.37, 0.00, 9.57, 0.00, 0.00, 6
1.51937, 13.79, 2.41, 1.19, 72.76, 0.00, 9.77, 0.00, 0.00, 6
1.51829, 14.46, 2.24, 1.62, 72.38, 0.00, 9.26, 0.00, 0.00, 6
1.51888, 14.99, 0.78, 1.74, 72.50, 0.00, 9.95, 0.00, 0.00, 6
1.51115, 17.38, 0.00, 0.34, 75.41, 0.00, 6.65, 0.00, 0.00, 6
1.51131, 13.69, 3.20, 1.81, 72.81, 1.76, 5.43, 1.19, 0.00, 7
1.51838, 14.32, 3.26, 2.22, 71.25, 1.46, 5.79, 1.63, 0.00, 7
1.52315, 13.44, 3.34, 1.23, 72.38, 0.60, 8.83, 0.00, 0.00, 7
1.52365, 15.79, 1.83, 1.31, 70.43, 0.31, 8.61, 1.68, 0.00, 7
1.51602, 14.85, 0.00, 2.38, 73.28, 0.00, 8.76, 0.64, 0.09, 7
1.51719, 14.75, 0.00, 2.00, 73.02, 0.00, 8.53, 1.59, 0.08, 7
1.51683, 14.56, 0.00, 1.98, 73.29, 0.00, 8.52, 1.57, 0.07, 7
1.51545, 14.14, 0.00, 2.68, 73.39, 0.08, 9.07, 0.61, 0.05, 7
1.51556, 13.87, 0.00, 2.54, 73.23, 0.14, 9.41, 0.81, 0.01, 7
1.51727, 14.70, 0.00, 2.34, 73.28, 0.00, 8.95, 0.66, 0.00, 7
1.51609, 15.01, 0.00, 2.51, 73.05, 0.05, 8.83, 0.53, 0.00, 7
1.51653, 11.95, 0.00, 1.19, 75.18, 2.70, 8.93, 0.00, 0.00, 7
1.51658, 14.80, 0.00, 1.99, 73.11, 0.00, 8.28, 1.71, 0.00, 7
1.51617, 14.95, 0.00, 2.27, 73.30, 0.00, 8.71, 0.67, 0.00, 7
