@relation Glass_Identification_Database
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51783, 12.69, 3.54, 1.34, 72.95, 0.57, 8.75, 0.00, 0.00, 1
1.51567, 13.29, 3.45, 1.21, 72.74, 0.56, 8.57, 0.00, 0.00, 1
1.51909, 13.89, 3.53, 1.32, 71.81, 0.51, 8.78, 0.11, 0.00, 1
1.51797, 12.74, 3.48, 1.35, 72.96, 0.64, 8.68, 0.00, 0.00, 1
1.52213, 14.21, 3.82, 0.47, 71.77, 0.11, 9.57, 0.00, 0.00, 1
1.51755, 12.71, 3.42, 1.20, 73.20, 0.59, 8.64, 0.00, 0.00, 1
1.51779, 13.21, 3.39, 1.33, 72.76, 0.59, 8.59, 0.00, 0.00, 1
1.51786, 12.73, 3.43, 1.19, 72.95, 0.62, 8.76, 0.00, 0.30, 1
1.52667, 13.99, 3.70, 0.71, 71.57, 0.02, 9.82, 0.00, 0.10, 1
1.52223, 13.21, 3.77, 0.79, 71.99, 0.13, 10.02, 0.00, 0.00, 1
1.51926, 13.20, 3.33, 1.28, 72.36, 0.60, 9.14, 0.00, 0.11, 1
1.51808, 13.43, 2.87, 1.19, 72.84, 0.55, 9.03, 0.00, 0.00, 1
1.51837, 13.14, 2.84, 1.28, 72.85, 0.55, 9.07, 0.00, 0.00, 1
1.51778, 13.21, 2.81, 1.29, 72.98, 0.51, 9.02, 0.00, 0.09, 1
1.51754, 13.48, 3.74, 1.17, 72.99, 0.59, 8.03, 0.00, 0.00, 1
1.51574, 14.86, 3.67, 1.74, 71.87, 0.16, 7.36, 0.00, 0.12, 2
1.51848, 13.64, 3.87, 1.27, 71.96, 0.54, 8.32, 0.00, 0.32, 2
1.51593, 13.09, 3.59, 1.52, 73.10, 0.67, 7.83, 0.00, 0.00, 2
1.51590, 13.02, 3.58, 1.51, 73.12, 0.69, 7.96, 0.00, 0.00, 2
1.51592, 12.86, 3.52, 2.12, 72.66, 0.69, 7.97, 0.00, 0.00, 2
1.51646, 13.41, 3.55, 1.25, 72.81, 0.68, 8.10, 0.00, 0.00, 2
1.51409, 14.25, 3.09, 2.08, 72.28, 1.10, 7.08, 0.00, 0.00, 2
1.51625, 13.36, 3.58, 1.49, 72.72, 0.45, 8.21, 0.00, 0.00, 2
1.51618, 13.01, 3.50, 1.48, 72.89, 0.60, 8.12, 0.00, 0.00, 2
1.51640, 12.55, 3.48, 1.87, 73.23, 0.63, 8.08, 0.00, 0.09, 2
1.51590, 13.24, 3.34, 1.47, 73.10, 0.39, 8.22, 0.00, 0.00, 2
1.51629, 12.71, 3.33, 1.49, 73.28, 0.67, 8.24, 0.00, 0.00, 2
1.51655, 12.75, 2.85, 1.44, 73.27, 0.57, 8.79, 0.11, 0.22, 2
1.51730, 12.35, 2.72, 1.63, 72.87, 0.70, 9.23, 0.00, 0.00, 2
1.52475, 11.45, 0.00, 1.88, 72.19, 0.81, 13.24, 0.00, 0.34, 2
1.53393, 12.30, 0.00, 1.00, 70.16, 0.12, 16.19, 0.00, 0.24, 2
1.52777, 12.64, 0.00, 0.67, 72.02, 0.06, 14.40, 0.00, 0.00, 2
1.51892, 13.46, 3.83, 1.26, 72.55, 0.57, 8.21, 0.00, 0.14, 2
1.51847, 13.10, 3.97, 1.19, 72.44, 0.60, 8.43, 0.00, 0.00, 2
1.51829, 13.24, 3.90, 1.41, 72.33, 0.55, 8.31, 0.00, 0.10, 2
1.51708, 13.72, 3.68, 1.81, 72.06, 0.64, 7.88, 0.00, 0.00, 2
1.51673, 13.30, 3.64, 1.53, 72.53, 0.65, 8.03, 0.00, 0.29, 2
1.51652, 13.56, 3.57, 1.47, 72.45, 0.64, 7.96, 0.00, 0.00, 2
1.51687, 13.23, 3.54, 1.48, 72.84, 0.56, 8.10, 0.00, 0.00, 2
1.51872, 12.93, 3.66, 1.56, 72.51, 0.58, 8.55, 0.00, 0.12, 2
1.52081, 13.78, 2.28, 1.43, 71.99, 0.49, 9.85, 0.00, 0.17, 2
1.52020, 13.98, 1.35, 1.63, 71.76, 0.39, 10.56, 0.00, 0.18, 2
1.52614, 13.70, 0.00, 1.36, 71.24, 0.19, 13.44, 0.00, 0.10, 2
1.51813, 13.43, 3.98, 1.18, 72.49, 0.58, 8.15, 0.00, 0.00, 2
1.51811, 13.33, 3.85, 1.25, 72.78, 0.52, 8.12, 0.00, 0.00, 2
1.51806, 13.00, 3.80, 1.08, 73.07, 0.56, 8.38, 0.00, 0.12, 2
1.51711, 12.89, 3.62, 1.57, 72.96, 0.61, 8.11, 0.00, 0.00, 2
1.51674, 12.79, 3.52, 1.54, 73.36, 0.66, 7.90, 0.00, 0.00, 2
1.51851, 13.20, 3.63, 1.07, 72.83, 0.57, 8.41, 0.09, 0.17, 2
1.51662, 12.85, 3.51, 1.44, 73.01, 0.68, 8.23, 0.06, 0.25, 2
1.51709, 13.00, 3.47, 1.79, 72.72, 0.66, 8.18, 0.00, 0.00, 2
1.51660, 12.99, 3.18, 1.23, 72.97, 0.58, 8.81, 0.00, 0.24, 2
1.51839, 12.85, 3.67, 1.24, 72.57, 0.62, 8.68, 0.00, 0.35, 2
1.51769, 13.65, 3.66, 1.11, 72.77, 0.11, 8.60, 0.00, 0.00, 3
1.51610, 13.33, 3.53, 1.34, 72.67, 0.56, 8.33, 0.00, 0.00, 3
1.51694, 12.86, 3.58, 1.31, 72.61, 0.61, 8.79, 0.00, 0.00, 3
1.51655, 13.41, 3.39, 1.28, 72.64, 0.52, 8.65, 0.00, 0.00, 3
1.51776, 13.53, 3.41, 1.52, 72.04, 0.58, 8.79, 0.00, 0.00, 3
1.51832, 13.33, 3.34, 1.54, 72.14, 0.56, 8.99, 0.00, 0.00, 3
1.51934, 13.64, 3.54, 0.75, 72.65, 0.16, 8.89, 0.15, 0.24, 3
1.52211, 14.19, 3.78, 0.91, 71.36, 0.23, 9.14, 0.00, 0.37, 3
1.52171, 11.56, 1.88, 1.56, 72.86, 0.47, 11.41, 0.00, 0.00, 5
1.52151, 11.03, 1.71, 1.56, 73.44, 0.58, 11.62, 0.00, 0.00, 5
1.51994, 13.27, 0.00, 1.76, 73.03, 0.47, 11.32, 0.00, 0.00, 5
1.52369, 13.44, 0.00, 1.58, 72.22, 0.32, 12.24, 0.00, 0.00, 5
1.51316, 13.02, 0.00, 3.04, 70.48, 6.21, 6.96, 0.00, 0.00, 5
1.51321, 13.00, 0.00, 3.02, 70.70, 6.21, 6.93, 0.00, 0.00, 5
1.52043, 13.38, 0.00, 1.40, 72.25, 0.33, 12.50, 0.00, 0.00, 5
1.51829, 14.46, 2.24, 1.62, 72.38, 0.00, 9.26, 0.00, 0.00, 6
1.51852, 14.09, 2.19, 1.66, 72.67, 0.00, 9.32, 0.00, 0.00, 6
1.51299, 14.40, 1.74, 1.54, 74.55, 0.00, 7.59, 0.00, 0.00, 6
1.51888, 14.99, 0.78, 1.74, 72.50, 0.00, 9.95, 0.00, 0.00, 6
1.51969, 14.56, 0.00, 0.56, 73.48, 0.00, 11.22, 0.00, 0.00, 6
1.51131, 13.69, 3.20, 1.81, 72.81, 1.76, 5.43, 1.19, 0.00, 7
1.52315, 13.44, 3.34, 1.23, 72.38, 0.60, 8.83, 0.00, 0.00, 7
1.52247, 14.86, 2.20, 2.06, 70.26, 0.76, 9.76, 0.00, 0.00, 7
1.51719, 14.75, 0.00, 2.00, 73.02, 0.00, 8.53, 1.59, 0.08, 7
1.51545, 14.14, 0.00, 2.68, 73.39, 0.08, 9.07, 0.61, 0.05, 7
1.51609, 15.01, 0.00, 2.51, 73.05, 0.05, 8.83, 0.53, 0.00, 7
1.51514, 14.85, 0.00, 2.42, 73.72, 0.00, 8.39, 0.56, 0.00, 7
1.51658, 14.80, 0.00, 1.99, 73.11, 0.00, 8.28, 1.71, 0.00, 7
1.51645, 14.94, 0.00, 1.87, 73.11, 0.00, 8.67, 1.38, 0.00, 7
1.51623, 14.14, 0.00, 2.88, 72.61, 0.08, 9.18, 1.06, 0.00, 7
1.51685, 14.92, 0.00, 1.99, 73.06, 0.00, 8.40, 1.59, 0.00, 7
1.52065, 14.36, 0.00, 2.02, 73.42, 0.00, 8.44, 1.64, 0.00, 7
1.51651, 14.38, 0.00, 1.94, 73.61, 0.00, 8.48, 1.57, 0.00, 7
1.51711, 14.23, 0.00, 2.08, 73.36, 0.00, 8.62, 1.67, 0.00, 7
