@relation Glass_Identification_Database
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.52177, 13.20, 3.68, 1.15, 72.75, 0.54, 8.52, 0.00, 0.00, 2
1.51667, 12.94, 3.61, 1.26, 72.75, 0.56, 8.60, 0.00, 0.00, 2
1.52081, 13.78, 2.28, 1.43, 71.99, 0.49, 9.85, 0.00, 0.17, 2
1.52068, 13.55, 2.09, 1.67, 72.18, 0.53, 9.57, 0.27, 0.17, 2
1.52020, 13.98, 1.35, 1.63, 71.76, 0.39, 10.56, 0.00, 0.18, 2
1.51813, 13.43, 3.98, 1.18, 72.49, 0.58, 8.15, 0.00, 0.00, 2
1.51800, 13.71, 3.93, 1.54, 71.81, 0.54, 8.21, 0.00, 0.15, 2
1.51789, 13.19, 3.90, 1.30, 72.33, 0.55, 8.44, 0.00, 0.28, 2
1.51806, 13.00, 3.80, 1.08, 73.07, 0.56, 8.38, 0.00, 0.12, 2
1.51711, 12.89, 3.62, 1.57, 72.96, 0.61, 8.11, 0.00, 0.00, 2
1.51769, 13.65, 3.66, 1.11, 72.77, 0.11, 8.60, 0.00, 0.00, 3
1.51670, 13.24, 3.57, 1.38, 72.70, 0.56, 8.44, 0.00, 0.10, 3
1.51643, 12.16, 3.52, 1.35, 72.89, 0.57, 8.53, 0.00, 0.00, 3
1.51665, 13.14, 3.45, 1.76, 72.48, 0.60, 8.38, 0.00, 0.17, 3
1.51779, 13.64, 3.65, 0.65, 73.00, 0.06, 8.93, 0.00, 0.00, 3
1.51694, 12.86, 3.58, 1.31, 72.61, 0.61, 8.79, 0.00, 0.00, 3
1.51655, 13.41, 3.39, 1.28, 72.64, 0.52, 8.65, 0.00, 0.00, 3
1.51776, 13.53, 3.41, 1.52, 72.04, 0.58, 8.79, 0.00, 0.00, 3
1.51832, 13.33, 3.34, 1.54, 72.14, 0.56, 8.99, 0.00, 0.00, 3
1.51915, 12.73, 1.85, 1.86, 72.69, 0.60, 10.09, 0.00, 0.00, 5
1.52151, 11.03, 1.71, 1.56, 73.44, 0.58, 11.62, 0.00, 0.00, 5
1.51969, 12.64, 0.00, 1.65, 73.75, 0.38, 11.53, 0.00, 0.00, 5
1.51994, 13.27, 0.00, 1.76, 73.03, 0.47, 11.32, 0.00, 0.00, 5
1.52369, 13.44, 0.00, 1.58, 72.22, 0.32, 12.24, 0.00, 0.00, 5
1.51316, 13.02, 0.00, 3.04, 70.48, 6.21, 6.96, 0.00, 0.00, 5
1.51888, 14.99, 0.78, 1.74, 72.50, 0.00, 9.95, 0.00, 0.00, 6
1.51916, 14.15, 0.00, 2.09, 72.74, 0.00, 10.88, 0.00, 0.00, 6
1.51969, 14.56, 0.00, 0.56, 73.48, 0.00, 11.22, 0.00, 0.00, 6
1.51115, 17.38, 0.00, 0.34, 75.41, 0.00, 6.65, 0.00, 0.00, 6
1.52315, 13.44, 3.34, 1.23, 72.38, 0.60, 8.83, 0.00, 0.00, 7
1.52247, 14.86, 2.20, 2.06, 70.26, 0.76, 9.76, 0.00, 0.00, 7
1.51545, 14.14, 0.00, 2.68, 73.39, 0.08, 9.07, 0.61, 0.05, 7
1.51556, 13.87, 0.00, 2.54, 73.23, 0.14, 9.41, 0.81, 0.01, 7
1.51531, 14.38, 0.00, 2.66, 73.10, 0.04, 9.08, 0.64, 0.00, 7
1.51609, 15.01, 0.00, 2.51, 73.05, 0.05, 8.83, 0.53, 0.00, 7
1.51508, 15.15, 0.00, 2.25, 73.50, 0.00, 8.34, 0.63, 0.00, 7
1.51617, 14.95, 0.00, 2.27, 73.30, 0.00, 8.71, 0.67, 0.00, 7
1.51645, 14.94, 0.00, 1.87, 73.11, 0.00, 8.67, 1.38, 0.00, 7
1.51640, 14.37, 0.00, 2.74, 72.85, 0.00, 9.45, 0.54, 0.00, 7
1.51623, 14.14, 0.00, 2.88, 72.61, 0.08, 9.18, 1.06, 0.00, 7
1.51685, 14.92, 0.00, 1.99, 73.06, 0.00, 8.40, 1.59, 0.00, 7
1.52065, 14.36, 0.00, 2.02, 73.42, 0.00, 8.44, 1.64, 0.00, 7
1.51651, 14.38, 0.00, 1.94, 73.61, 0.00, 8.48, 1.57, 0.00, 7
1.51711, 14.23, 0.00, 2.08, 73.36, 0.00, 8.62, 1.67, 0.00, 7
