@relation Glass_Identification_Database
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.52172, 13.48, 3.74, 0.90, 72.01, 0.18, 9.61, 0.00, 0.07, 1
1.52099, 13.69, 3.59, 1.12, 71.96, 0.09, 9.40, 0.00, 0.00, 1
1.52152, 13.05, 3.65, 0.87, 72.22, 0.19, 9.85, 0.00, 0.17, 1
1.52152, 13.05, 3.65, 0.87, 72.32, 0.19, 9.85, 0.00, 0.17, 1
1.52152, 13.12, 3.58, 0.90, 72.20, 0.23, 9.82, 0.00, 0.16, 1
1.52300, 13.31, 3.58, 0.82, 71.99, 0.12, 10.17, 0.00, 0.03, 1
1.51631, 13.34, 3.57, 1.57, 72.87, 0.61, 7.89, 0.00, 0.00, 2
1.51596, 13.02, 3.56, 1.54, 73.11, 0.72, 7.90, 0.00, 0.00, 2
1.51645, 13.44, 3.61, 1.54, 72.39, 0.66, 8.03, 0.00, 0.00, 2
1.51627, 13.00, 3.58, 1.54, 72.83, 0.61, 8.04, 0.00, 0.00, 2
1.51613, 13.92, 3.52, 1.25, 72.88, 0.37, 7.94, 0.00, 0.14, 2
1.51590, 12.82, 3.52, 1.90, 72.86, 0.69, 7.97, 0.00, 0.00, 2
1.51593, 13.25, 3.45, 1.43, 73.17, 0.61, 7.86, 0.00, 0.00, 2
1.51594, 13.09, 3.52, 1.55, 72.87, 0.68, 8.05, 0.00, 0.09, 2
1.51569, 13.24, 3.49, 1.47, 73.25, 0.38, 8.03, 0.00, 0.00, 2
1.51645, 13.40, 3.49, 1.52, 72.65, 0.67, 8.08, 0.00, 0.10, 2
1.51841, 12.93, 3.74, 1.11, 72.28, 0.64, 8.96, 0.00, 0.22, 2
1.51605, 12.90, 3.44, 1.45, 73.06, 0.44, 8.27, 0.00, 0.00, 2
1.51588, 13.12, 3.41, 1.58, 73.26, 0.07, 8.39, 0.00, 0.19, 2
1.51860, 13.36, 3.43, 1.43, 72.26, 0.51, 8.60, 0.00, 0.00, 2
1.51841, 13.02, 3.62, 1.06, 72.34, 0.64, 9.13, 0.00, 0.15, 2
1.51743, 12.20, 3.25, 1.16, 73.55, 0.62, 8.90, 0.00, 0.24, 2
1.51689, 12.67, 2.88, 1.71, 73.21, 0.73, 8.54, 0.00, 0.00, 2
1.51811, 12.96, 2.96, 1.43, 72.92, 0.60, 8.79, 0.14, 0.00, 2
1.51820, 12.62, 2.76, 0.83, 73.81, 0.35, 9.42, 0.00, 0.20, 2
1.52725, 13.80, 3.15, 0.66, 70.57, 0.08, 11.64, 0.00, 0.00, 2
1.52410, 13.83, 2.90, 1.17, 71.15, 0.08, 10.79, 0.00, 0.00, 2
1.53125, 10.73, 0.00, 2.10, 69.81, 0.58, 13.30, 3.15, 0.28, 2
1.52222, 14.43, 0.00, 1.00, 72.67, 0.10, 11.52, 0.00, 0.08, 2
1.51818, 13.72, 0.00, 0.56, 74.45, 0.00, 10.99, 0.00, 0.00, 2
1.52664, 11.23, 0.00, 0.77, 73.21, 0.00, 14.68, 0.00, 0.00, 2
1.52739, 11.02, 0.00, 0.75, 73.08, 0.00, 14.96, 0.00, 0.00, 2
1.51846, 13.41, 3.89, 1.33, 72.38, 0.51, 8.28, 0.00, 0.00, 2
1.51844, 13.25, 3.76, 1.32, 72.40, 0.58, 8.42, 0.00, 0.00, 2
1.51663, 12.93, 3.54, 1.62, 72.96, 0.64, 8.03, 0.00, 0.21, 2
1.51707, 13.48, 3.48, 1.71, 72.52, 0.62, 7.99, 0.00, 0.00, 2
1.52177, 13.20, 3.68, 1.15, 72.75, 0.54, 8.52, 0.00, 0.00, 2
1.51667, 12.94, 3.61, 1.26, 72.75, 0.56, 8.60, 0.00, 0.00, 2
1.52068, 13.55, 2.09, 1.67, 72.18, 0.53, 9.57, 0.27, 0.17, 2
1.52177, 13.75, 1.01, 1.36, 72.19, 0.33, 11.14, 0.00, 0.00, 2
1.51800, 13.71, 3.93, 1.54, 71.81, 0.54, 8.21, 0.00, 0.15, 2
1.51789, 13.19, 3.90, 1.30, 72.33, 0.55, 8.44, 0.00, 0.28, 2
1.51674, 12.87, 3.56, 1.64, 73.14, 0.65, 7.99, 0.00, 0.00, 2
1.51690, 13.33, 3.54, 1.61, 72.54, 0.68, 8.11, 0.00, 0.00, 2
1.51670, 13.24, 3.57, 1.38, 72.70, 0.56, 8.44, 0.00, 0.10, 3
1.51643, 12.16, 3.52, 1.35, 72.89, 0.57, 8.53, 0.00, 0.00, 3
1.51665, 13.14, 3.45, 1.76, 72.48, 0.60, 8.38, 0.00, 0.17, 3
1.52127, 14.32, 3.90, 0.83, 71.50, 0.00, 9.49, 0.00, 0.00, 3
1.51779, 13.64, 3.65, 0.65, 73.00, 0.06, 8.93, 0.00, 0.00, 3
1.51610, 13.42, 3.40, 1.22, 72.69, 0.59, 8.32, 0.00, 0.00, 3
1.51646, 13.04, 3.40, 1.26, 73.01, 0.52, 8.58, 0.00, 0.00, 3
1.52121, 14.03, 3.76, 0.58, 71.79, 0.11, 9.65, 0.00, 0.00, 3
1.51796, 13.50, 3.36, 1.63, 71.94, 0.57, 8.81, 0.00, 0.09, 3
1.51514, 14.01, 2.68, 3.50, 69.89, 1.68, 5.87, 2.20, 0.00, 5
1.51915, 12.73, 1.85, 1.86, 72.69, 0.60, 10.09, 0.00, 0.00, 5
1.51969, 12.64, 0.00, 1.65, 73.75, 0.38, 11.53, 0.00, 0.00, 5
1.51666, 12.86, 0.00, 1.83, 73.88, 0.97, 10.17, 0.00, 0.00, 5
1.52058, 12.85, 1.61, 2.17, 72.18, 0.76, 9.70, 0.24, 0.51, 5
1.52119, 12.97, 0.33, 1.51, 73.39, 0.13, 11.27, 0.00, 0.28, 5
1.51905, 14.00, 2.39, 1.56, 72.37, 0.00, 9.57, 0.00, 0.00, 6
1.51937, 13.79, 2.41, 1.19, 72.76, 0.00, 9.77, 0.00, 0.00, 6
1.51916, 14.15, 0.00, 2.09, 72.74, 0.00, 10.88, 0.00, 0.00, 6
1.51115, 17.38, 0.00, 0.34, 75.41, 0.00, 6.65, 0.00, 0.00, 6
1.51838, 14.32, 3.26, 2.22, 71.25, 1.46, 5.79, 1.63, 0.00, 7
1.52365, 15.79, 1.83, 1.31, 70.43, 0.31, 8.61, 1.68, 0.00, 7
1.51613, 13.88, 1.78, 1.79, 73.10, 0.00, 8.67, 0.76, 0.00, 7
1.51602, 14.85, 0.00, 2.38, 73.28, 0.00, 8.76, 0.64, 0.09, 7
1.51623, 14.20, 0.00, 2.79, 73.46, 0.04, 9.04, 0.40, 0.09, 7
1.51683, 14.56, 0.00, 1.98, 73.29, 0.00, 8.52, 1.57, 0.07, 7
1.51556, 13.87, 0.00, 2.54, 73.23, 0.14, 9.41, 0.81, 0.01, 7
1.51727, 14.70, 0.00, 2.34, 73.28, 0.00, 8.95, 0.66, 0.00, 7
1.51531, 14.38, 0.00, 2.66, 73.10, 0.04, 9.08, 0.64, 0.00, 7
1.51508, 15.15, 0.00, 2.25, 73.50, 0.00, 8.34, 0.63, 0.00, 7
1.51653, 11.95, 0.00, 1.19, 75.18, 2.70, 8.93, 0.00, 0.00, 7
1.51617, 14.95, 0.00, 2.27, 73.30, 0.00, 8.71, 0.67, 0.00, 7
1.51732, 14.95, 0.00, 1.80, 72.99, 0.00, 8.61, 1.55, 0.00, 7
1.51831, 14.39, 0.00, 1.82, 72.86, 1.41, 6.47, 2.88, 0.00, 7
1.51640, 14.37, 0.00, 2.74, 72.85, 0.00, 9.45, 0.54, 0.00, 7
