@relation Glass_Identification_Database
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51775, 12.85, 3.48, 1.23, 72.97, 0.61, 8.56, 0.09, 0.22, 1
1.51567, 13.29, 3.45, 1.21, 72.74, 0.56, 8.57, 0.00, 0.00, 1
1.51909, 13.89, 3.53, 1.32, 71.81, 0.51, 8.78, 0.11, 0.00, 1
1.52213, 14.21, 3.82, 0.47, 71.77, 0.11, 9.57, 0.00, 0.00, 1
1.52213, 14.21, 3.82, 0.47, 71.77, 0.11, 9.57, 0.00, 0.00, 1
1.51786, 12.73, 3.43, 1.19, 72.95, 0.62, 8.76, 0.00, 0.30, 1
1.51900, 13.49, 3.48, 1.35, 71.95, 0.55, 9.00, 0.00, 0.00, 1
1.51869, 13.19, 3.37, 1.18, 72.72, 0.57, 8.83, 0.00, 0.16, 1
1.52667, 13.99, 3.70, 0.71, 71.57, 0.02, 9.82, 0.00, 0.10, 1
1.52223, 13.21, 3.77, 0.79, 71.99, 0.13, 10.02, 0.00, 0.00, 1
1.51898, 13.58, 3.35, 1.23, 72.08, 0.59, 8.91, 0.00, 0.00, 1
1.51837, 13.14, 2.84, 1.28, 72.85, 0.55, 9.07, 0.00, 0.00, 1
1.51215, 12.99, 3.47, 1.12, 72.98, 0.62, 8.35, 0.00, 0.31, 1
1.51824, 12.87, 3.48, 1.29, 72.95, 0.60, 8.43, 0.00, 0.00, 1
1.51754, 13.39, 3.66, 1.19, 72.79, 0.57, 8.27, 0.00, 0.11, 1
1.51977, 13.81, 3.58, 1.32, 71.72, 0.12, 8.67, 0.69, 0.00, 1
1.52172, 13.51, 3.86, 0.88, 71.79, 0.23, 9.54, 0.00, 0.11, 1
1.52172, 13.48, 3.74, 0.90, 72.01, 0.18, 9.61, 0.00, 0.07, 1
1.51848, 13.64, 3.87, 1.27, 71.96, 0.54, 8.32, 0.00, 0.32, 2
1.51596, 13.02, 3.56, 1.54, 73.11, 0.72, 7.90, 0.00, 0.00, 2
1.51590, 13.02, 3.58, 1.51, 73.12, 0.69, 7.96, 0.00, 0.00, 2
1.51593, 13.25, 3.45, 1.43, 73.17, 0.61, 7.86, 0.00, 0.00, 2
1.51646, 13.41, 3.55, 1.25, 72.81, 0.68, 8.10, 0.00, 0.00, 2
1.51625, 13.36, 3.58, 1.49, 72.72, 0.45, 8.21, 0.00, 0.00, 2
1.51645, 13.40, 3.49, 1.52, 72.65, 0.67, 8.08, 0.00, 0.10, 2
1.51618, 13.01, 3.50, 1.48, 72.89, 0.60, 8.12, 0.00, 0.00, 2
1.51605, 12.90, 3.44, 1.45, 73.06, 0.44, 8.27, 0.00, 0.00, 2
1.51588, 13.12, 3.41, 1.58, 73.26, 0.07, 8.39, 0.00, 0.19, 2
1.51590, 13.24, 3.34, 1.47, 73.10, 0.39, 8.22, 0.00, 0.00, 2
1.51841, 13.02, 3.62, 1.06, 72.34, 0.64, 9.13, 0.00, 0.15, 2
1.51689, 12.67, 2.88, 1.71, 73.21, 0.73, 8.54, 0.00, 0.00, 2
1.51811, 12.96, 2.96, 1.43, 72.92, 0.60, 8.79, 0.14, 0.00, 2
1.51655, 12.75, 2.85, 1.44, 73.27, 0.57, 8.79, 0.11, 0.22, 2
1.52410, 13.83, 2.90, 1.17, 71.15, 0.08, 10.79, 0.00, 0.00, 2
1.53125, 10.73, 0.00, 2.10, 69.81, 0.58, 13.30, 3.15, 0.28, 2
1.53393, 12.30, 0.00, 1.00, 70.16, 0.12, 16.19, 0.00, 0.24, 2
1.52739, 11.02, 0.00, 0.75, 73.08, 0.00, 14.96, 0.00, 0.00, 2
1.51892, 13.46, 3.83, 1.26, 72.55, 0.57, 8.21, 0.00, 0.14, 2
1.51846, 13.41, 3.89, 1.33, 72.38, 0.51, 8.28, 0.00, 0.00, 2
1.51708, 13.72, 3.68, 1.81, 72.06, 0.64, 7.88, 0.00, 0.00, 2
1.51844, 13.25, 3.76, 1.32, 72.40, 0.58, 8.42, 0.00, 0.00, 2
1.51707, 13.48, 3.48, 1.71, 72.52, 0.62, 7.99, 0.00, 0.00, 2
1.51872, 12.93, 3.66, 1.56, 72.51, 0.58, 8.55, 0.00, 0.12, 2
1.52020, 13.98, 1.35, 1.63, 71.76, 0.39, 10.56, 0.00, 0.18, 2
1.52177, 13.75, 1.01, 1.36, 72.19, 0.33, 11.14, 0.00, 0.00, 2
1.52614, 13.70, 0.00, 1.36, 71.24, 0.19, 13.44, 0.00, 0.10, 2
1.51800, 13.71, 3.93, 1.54, 71.81, 0.54, 8.21, 0.00, 0.15, 2
1.51806, 13.00, 3.80, 1.08, 73.07, 0.56, 8.38, 0.00, 0.12, 2
1.51711, 12.89, 3.62, 1.57, 72.96, 0.61, 8.11, 0.00, 0.00, 2
1.51674, 12.79, 3.52, 1.54, 73.36, 0.66, 7.90, 0.00, 0.00, 2
1.51690, 13.33, 3.54, 1.61, 72.54, 0.68, 8.11, 0.00, 0.00, 2
1.51851, 13.20, 3.63, 1.07, 72.83, 0.57, 8.41, 0.09, 0.17, 2
1.51662, 12.85, 3.51, 1.44, 73.01, 0.68, 8.23, 0.06, 0.25, 2
1.51709, 13.00, 3.47, 1.79, 72.72, 0.66, 8.18, 0.00, 0.00, 2
1.51660, 12.99, 3.18, 1.23, 72.97, 0.58, 8.81, 0.00, 0.24, 2
1.51839, 12.85, 3.67, 1.24, 72.57, 0.62, 8.68, 0.00, 0.35, 2
1.51769, 13.65, 3.66, 1.11, 72.77, 0.11, 8.60, 0.00, 0.00, 3
1.51610, 13.33, 3.53, 1.34, 72.67, 0.56, 8.33, 0.00, 0.00, 3
1.52127, 14.32, 3.90, 0.83, 71.50, 0.00, 9.49, 0.00, 0.00, 3
1.51694, 12.86, 3.58, 1.31, 72.61, 0.61, 8.79, 0.00, 0.00, 3
1.52121, 14.03, 3.76, 0.58, 71.79, 0.11, 9.65, 0.00, 0.00, 3
1.51776, 13.53, 3.41, 1.52, 72.04, 0.58, 8.79, 0.00, 0.00, 3
1.51796, 13.50, 3.36, 1.63, 71.94, 0.57, 8.81, 0.00, 0.09, 3
1.51832, 13.33, 3.34, 1.54, 72.14, 0.56, 8.99, 0.00, 0.00, 3
1.51934, 13.64, 3.54, 0.75, 72.65, 0.16, 8.89, 0.15, 0.24, 3
1.51969, 12.64, 0.00, 1.65, 73.75, 0.38, 11.53, 0.00, 0.00, 5
1.51994, 13.27, 0.00, 1.76, 73.03, 0.47, 11.32, 0.00, 0.00, 5
1.51321, 13.00, 0.00, 3.02, 70.70, 6.21, 6.93, 0.00, 0.00, 5
1.52043, 13.38, 0.00, 1.40, 72.25, 0.33, 12.50, 0.00, 0.00, 5
1.52058, 12.85, 1.61, 2.17, 72.18, 0.76, 9.70, 0.24, 0.51, 5
1.52119, 12.97, 0.33, 1.51, 73.39, 0.13, 11.27, 0.00, 0.28, 5
1.51852, 14.09, 2.19, 1.66, 72.67, 0.00, 9.32, 0.00, 0.00, 6
1.51299, 14.40, 1.74, 1.54, 74.55, 0.00, 7.59, 0.00, 0.00, 6
1.51916, 14.15, 0.00, 2.09, 72.74, 0.00, 10.88, 0.00, 0.00, 6
1.51969, 14.56, 0.00, 0.56, 73.48, 0.00, 11.22, 0.00, 0.00, 6
1.52247, 14.86, 2.20, 2.06, 70.26, 0.76, 9.76, 0.00, 0.00, 7
1.51613, 13.88, 1.78, 1.79, 73.10, 0.00, 8.67, 0.76, 0.00, 7
1.51623, 14.20, 0.00, 2.79, 73.46, 0.04, 9.04, 0.40, 0.09, 7
1.51531, 14.38, 0.00, 2.66, 73.10, 0.04, 9.08, 0.64, 0.00, 7
1.51508, 15.15, 0.00, 2.25, 73.50, 0.00, 8.34, 0.63, 0.00, 7
1.51514, 14.85, 0.00, 2.42, 73.72, 0.00, 8.39, 0.56, 0.00, 7
1.51732, 14.95, 0.00, 1.80, 72.99, 0.00, 8.61, 1.55, 0.00, 7
1.51645, 14.94, 0.00, 1.87, 73.11, 0.00, 8.67, 1.38, 0.00, 7
1.51831, 14.39, 0.00, 1.82, 72.86, 1.41, 6.47, 2.88, 0.00, 7
1.51640, 14.37, 0.00, 2.74, 72.85, 0.00, 9.45, 0.54, 0.00, 7
1.51623, 14.14, 0.00, 2.88, 72.61, 0.08, 9.18, 1.06, 0.00, 7
1.51685, 14.92, 0.00, 1.99, 73.06, 0.00, 8.40, 1.59, 0.00, 7
1.52065, 14.36, 0.00, 2.02, 73.42, 0.00, 8.44, 1.64, 0.00, 7
1.51651, 14.38, 0.00, 1.94, 73.61, 0.00, 8.48, 1.57, 0.00, 7
1.51711, 14.23, 0.00, 2.08, 73.36, 0.00, 8.62, 1.67, 0.00, 7
