@relation Glass_Identification_Database
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51627, 13.00, 3.58, 1.54, 72.83, 0.61, 8.04, 0.00, 0.00, 2
1.51613, 13.92, 3.52, 1.25, 72.88, 0.37, 7.94, 0.00, 0.14, 2
1.51593, 13.25, 3.45, 1.43, 73.17, 0.61, 7.86, 0.00, 0.00, 2
1.51646, 13.41, 3.55, 1.25, 72.81, 0.68, 8.10, 0.00, 0.00, 2
1.51409, 14.25, 3.09, 2.08, 72.28, 1.10, 7.08, 0.00, 0.00, 2
1.51625, 13.36, 3.58, 1.49, 72.72, 0.45, 8.21, 0.00, 0.00, 2
1.51569, 13.24, 3.49, 1.47, 73.25, 0.38, 8.03, 0.00, 0.00, 2
1.51640, 12.55, 3.48, 1.87, 73.23, 0.63, 8.08, 0.00, 0.09, 2
1.51841, 12.93, 3.74, 1.11, 72.28, 0.64, 8.96, 0.00, 0.22, 2
1.51588, 13.12, 3.41, 1.58, 73.26, 0.07, 8.39, 0.00, 0.19, 2
1.51629, 12.71, 3.33, 1.49, 73.28, 0.67, 8.24, 0.00, 0.00, 2
1.51860, 13.36, 3.43, 1.43, 72.26, 0.51, 8.60, 0.00, 0.00, 2
1.51743, 12.20, 3.25, 1.16, 73.55, 0.62, 8.90, 0.00, 0.24, 2
1.51811, 12.96, 2.96, 1.43, 72.92, 0.60, 8.79, 0.14, 0.00, 2
1.51820, 12.62, 2.76, 0.83, 73.81, 0.35, 9.42, 0.00, 0.20, 2
1.53393, 12.30, 0.00, 1.00, 70.16, 0.12, 16.19, 0.00, 0.24, 2
1.52664, 11.23, 0.00, 0.77, 73.21, 0.00, 14.68, 0.00, 0.00, 2
1.52777, 12.64, 0.00, 0.67, 72.02, 0.06, 14.40, 0.00, 0.00, 2
1.51847, 13.10, 3.97, 1.19, 72.44, 0.60, 8.43, 0.00, 0.00, 2
1.51829, 13.24, 3.90, 1.41, 72.33, 0.55, 8.31, 0.00, 0.10, 2
1.51708, 13.72, 3.68, 1.81, 72.06, 0.64, 7.88, 0.00, 0.00, 2
1.51673, 13.30, 3.64, 1.53, 72.53, 0.65, 8.03, 0.00, 0.29, 2
1.51652, 13.56, 3.57, 1.47, 72.45, 0.64, 7.96, 0.00, 0.00, 2
1.51844, 13.25, 3.76, 1.32, 72.40, 0.58, 8.42, 0.00, 0.00, 2
1.51687, 13.23, 3.54, 1.48, 72.84, 0.56, 8.10, 0.00, 0.00, 2
1.51707, 13.48, 3.48, 1.71, 72.52, 0.62, 7.99, 0.00, 0.00, 2
1.52177, 13.20, 3.68, 1.15, 72.75, 0.54, 8.52, 0.00, 0.00, 2
1.51872, 12.93, 3.66, 1.56, 72.51, 0.58, 8.55, 0.00, 0.12, 2
1.51667, 12.94, 3.61, 1.26, 72.75, 0.56, 8.60, 0.00, 0.00, 2
1.52020, 13.98, 1.35, 1.63, 71.76, 0.39, 10.56, 0.00, 0.18, 2
1.52614, 13.70, 0.00, 1.36, 71.24, 0.19, 13.44, 0.00, 0.10, 2
1.51811, 13.33, 3.85, 1.25, 72.78, 0.52, 8.12, 0.00, 0.00, 2
1.51789, 13.19, 3.90, 1.30, 72.33, 0.55, 8.44, 0.00, 0.28, 2
1.51806, 13.00, 3.80, 1.08, 73.07, 0.56, 8.38, 0.00, 0.12, 2
1.51674, 12.79, 3.52, 1.54, 73.36, 0.66, 7.90, 0.00, 0.00, 2
1.51674, 12.87, 3.56, 1.64, 73.14, 0.65, 7.99, 0.00, 0.00, 2
1.51670, 13.24, 3.57, 1.38, 72.70, 0.56, 8.44, 0.00, 0.10, 3
1.51643, 12.16, 3.52, 1.35, 72.89, 0.57, 8.53, 0.00, 0.00, 3
1.51665, 13.14, 3.45, 1.76, 72.48, 0.60, 8.38, 0.00, 0.17, 3
1.52127, 14.32, 3.90, 0.83, 71.50, 0.00, 9.49, 0.00, 0.00, 3
1.51610, 13.42, 3.40, 1.22, 72.69, 0.59, 8.32, 0.00, 0.00, 3
1.51694, 12.86, 3.58, 1.31, 72.61, 0.61, 8.79, 0.00, 0.00, 3
1.51776, 13.53, 3.41, 1.52, 72.04, 0.58, 8.79, 0.00, 0.00, 3
1.51796, 13.50, 3.36, 1.63, 71.94, 0.57, 8.81, 0.00, 0.09, 3
1.51934, 13.64, 3.54, 0.75, 72.65, 0.16, 8.89, 0.15, 0.24, 3
1.51514, 14.01, 2.68, 3.50, 69.89, 1.68, 5.87, 2.20, 0.00, 5
1.52171, 11.56, 1.88, 1.56, 72.86, 0.47, 11.41, 0.00, 0.00, 5
1.52151, 11.03, 1.71, 1.56, 73.44, 0.58, 11.62, 0.00, 0.00, 5
1.51666, 12.86, 0.00, 1.83, 73.88, 0.97, 10.17, 0.00, 0.00, 5
1.51994, 13.27, 0.00, 1.76, 73.03, 0.47, 11.32, 0.00, 0.00, 5
1.51316, 13.02, 0.00, 3.04, 70.48, 6.21, 6.96, 0.00, 0.00, 5
1.51905, 14.00, 2.39, 1.56, 72.37, 0.00, 9.57, 0.00, 0.00, 6
1.51937, 13.79, 2.41, 1.19, 72.76, 0.00, 9.77, 0.00, 0.00, 6
1.51299, 14.40, 1.74, 1.54, 74.55, 0.00, 7.59, 0.00, 0.00, 6
1.51888, 14.99, 0.78, 1.74, 72.50, 0.00, 9.95, 0.00, 0.00, 6
1.51969, 14.56, 0.00, 0.56, 73.48, 0.00, 11.22, 0.00, 0.00, 6
1.51131, 13.69, 3.20, 1.81, 72.81, 1.76, 5.43, 1.19, 0.00, 7
1.52315, 13.44, 3.34, 1.23, 72.38, 0.60, 8.83, 0.00, 0.00, 7
1.52247, 14.86, 2.20, 2.06, 70.26, 0.76, 9.76, 0.00, 0.00, 7
1.51719, 14.75, 0.00, 2.00, 73.02, 0.00, 8.53, 1.59, 0.08, 7
1.51683, 14.56, 0.00, 1.98, 73.29, 0.00, 8.52, 1.57, 0.07, 7
1.51609, 15.01, 0.00, 2.51, 73.05, 0.05, 8.83, 0.53, 0.00, 7
1.51514, 14.85, 0.00, 2.42, 73.72, 0.00, 8.39, 0.56, 0.00, 7
1.51658, 14.80, 0.00, 1.99, 73.11, 0.00, 8.28, 1.71, 0.00, 7
1.51617, 14.95, 0.00, 2.27, 73.30, 0.00, 8.71, 0.67, 0.00, 7
1.51831, 14.39, 0.00, 1.82, 72.86, 1.41, 6.47, 2.88, 0.00, 7
1.51685, 14.92, 0.00, 1.99, 73.06, 0.00, 8.40, 1.59, 0.00, 7
1.52065, 14.36, 0.00, 2.02, 73.42, 0.00, 8.44, 1.64, 0.00, 7
1.51651, 14.38, 0.00, 1.94, 73.61, 0.00, 8.48, 1.57, 0.00, 7
1.51711, 14.23, 0.00, 2.08, 73.36, 0.00, 8.62, 1.67, 0.00, 7
