@relation Glass_Identification_Database
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51797, 12.74, 3.48, 1.35, 72.96, 0.64, 8.68, 0.00, 0.00, 1
1.52213, 14.21, 3.82, 0.47, 71.77, 0.11, 9.57, 0.00, 0.00, 1
1.51793, 12.79, 3.50, 1.12, 73.03, 0.64, 8.77, 0.00, 0.00, 1
1.52210, 13.73, 3.84, 0.72, 71.76, 0.17, 9.74, 0.00, 0.00, 1
1.51869, 13.19, 3.37, 1.18, 72.72, 0.57, 8.83, 0.00, 0.16, 1
1.52667, 13.99, 3.70, 0.71, 71.57, 0.02, 9.82, 0.00, 0.10, 1
1.52223, 13.21, 3.77, 0.79, 71.99, 0.13, 10.02, 0.00, 0.00, 1
1.52320, 13.72, 3.72, 0.51, 71.75, 0.09, 10.06, 0.00, 0.16, 1
1.51926, 13.20, 3.33, 1.28, 72.36, 0.60, 9.14, 0.00, 0.11, 1
1.51837, 13.14, 2.84, 1.28, 72.85, 0.55, 9.07, 0.00, 0.00, 1
1.51778, 13.21, 2.81, 1.29, 72.98, 0.51, 9.02, 0.00, 0.09, 1
1.51824, 12.87, 3.48, 1.29, 72.95, 0.60, 8.43, 0.00, 0.00, 1
1.51905, 13.60, 3.62, 1.11, 72.64, 0.14, 8.76, 0.00, 0.00, 1
1.51977, 13.81, 3.58, 1.32, 71.72, 0.12, 8.67, 0.69, 0.00, 1
1.52172, 13.51, 3.86, 0.88, 71.79, 0.23, 9.54, 0.00, 0.11, 1
1.51574, 14.86, 3.67, 1.74, 71.87, 0.16, 7.36, 0.00, 0.12, 2
1.51848, 13.64, 3.87, 1.27, 71.96, 0.54, 8.32, 0.00, 0.32, 2
1.51593, 13.09, 3.59, 1.52, 73.10, 0.67, 7.83, 0.00, 0.00, 2
1.51631, 13.34, 3.57, 1.57, 72.87, 0.61, 7.89, 0.00, 0.00, 2
1.51596, 13.02, 3.56, 1.54, 73.11, 0.72, 7.90, 0.00, 0.00, 2
1.51590, 13.02, 3.58, 1.51, 73.12, 0.69, 7.96, 0.00, 0.00, 2
1.51645, 13.44, 3.61, 1.54, 72.39, 0.66, 8.03, 0.00, 0.00, 2
1.51613, 13.92, 3.52, 1.25, 72.88, 0.37, 7.94, 0.00, 0.14, 2
1.51590, 12.82, 3.52, 1.90, 72.86, 0.69, 7.97, 0.00, 0.00, 2
1.51593, 13.25, 3.45, 1.43, 73.17, 0.61, 7.86, 0.00, 0.00, 2
1.51646, 13.41, 3.55, 1.25, 72.81, 0.68, 8.10, 0.00, 0.00, 2
1.51409, 14.25, 3.09, 2.08, 72.28, 1.10, 7.08, 0.00, 0.00, 2
1.51618, 13.01, 3.50, 1.48, 72.89, 0.60, 8.12, 0.00, 0.00, 2
1.51640, 12.55, 3.48, 1.87, 73.23, 0.63, 8.08, 0.00, 0.09, 2
1.51605, 12.90, 3.44, 1.45, 73.06, 0.44, 8.27, 0.00, 0.00, 2
1.51588, 13.12, 3.41, 1.58, 73.26, 0.07, 8.39, 0.00, 0.19, 2
1.51841, 13.02, 3.62, 1.06, 72.34, 0.64, 9.13, 0.00, 0.15, 2
1.51743, 12.20, 3.25, 1.16, 73.55, 0.62, 8.90, 0.00, 0.24, 2
1.51811, 12.96, 2.96, 1.43, 72.92, 0.60, 8.79, 0.14, 0.00, 2
1.51730, 12.35, 2.72, 1.63, 72.87, 0.70, 9.23, 0.00, 0.00, 2
1.51820, 12.62, 2.76, 0.83, 73.81, 0.35, 9.42, 0.00, 0.20, 2
1.52725, 13.80, 3.15, 0.66, 70.57, 0.08, 11.64, 0.00, 0.00, 2
1.52410, 13.83, 2.90, 1.17, 71.15, 0.08, 10.79, 0.00, 0.00, 2
1.52475, 11.45, 0.00, 1.88, 72.19, 0.81, 13.24, 0.00, 0.34, 2
1.52222, 14.43, 0.00, 1.00, 72.67, 0.10, 11.52, 0.00, 0.08, 2
1.51818, 13.72, 0.00, 0.56, 74.45, 0.00, 10.99, 0.00, 0.00, 2
1.52664, 11.23, 0.00, 0.77, 73.21, 0.00, 14.68, 0.00, 0.00, 2
1.52739, 11.02, 0.00, 0.75, 73.08, 0.00, 14.96, 0.00, 0.00, 2
1.52777, 12.64, 0.00, 0.67, 72.02, 0.06, 14.40, 0.00, 0.00, 2
1.51892, 13.46, 3.83, 1.26, 72.55, 0.57, 8.21, 0.00, 0.14, 2
1.51829, 13.24, 3.90, 1.41, 72.33, 0.55, 8.31, 0.00, 0.10, 2
1.51663, 12.93, 3.54, 1.62, 72.96, 0.64, 8.03, 0.00, 0.21, 2
1.51687, 13.23, 3.54, 1.48, 72.84, 0.56, 8.10, 0.00, 0.00, 2
1.51872, 12.93, 3.66, 1.56, 72.51, 0.58, 8.55, 0.00, 0.12, 2
1.51667, 12.94, 3.61, 1.26, 72.75, 0.56, 8.60, 0.00, 0.00, 2
1.52081, 13.78, 2.28, 1.43, 71.99, 0.49, 9.85, 0.00, 0.17, 2
1.52068, 13.55, 2.09, 1.67, 72.18, 0.53, 9.57, 0.27, 0.17, 2
1.52020, 13.98, 1.35, 1.63, 71.76, 0.39, 10.56, 0.00, 0.18, 2
1.51769, 13.65, 3.66, 1.11, 72.77, 0.11, 8.60, 0.00, 0.00, 3
1.51670, 13.24, 3.57, 1.38, 72.70, 0.56, 8.44, 0.00, 0.10, 3
1.51779, 13.64, 3.65, 0.65, 73.00, 0.06, 8.93, 0.00, 0.00, 3
1.51694, 12.86, 3.58, 1.31, 72.61, 0.61, 8.79, 0.00, 0.00, 3
1.51655, 13.41, 3.39, 1.28, 72.64, 0.52, 8.65, 0.00, 0.00, 3
1.51832, 13.33, 3.34, 1.54, 72.14, 0.56, 8.99, 0.00, 0.00, 3
1.51934, 13.64, 3.54, 0.75, 72.65, 0.16, 8.89, 0.15, 0.24, 3
1.52211, 14.19, 3.78, 0.91, 71.36, 0.23, 9.14, 0.00, 0.37, 3
1.51915, 12.73, 1.85, 1.86, 72.69, 0.60, 10.09, 0.00, 0.00, 5
1.52151, 11.03, 1.71, 1.56, 73.44, 0.58, 11.62, 0.00, 0.00, 5
1.51969, 12.64, 0.00, 1.65, 73.75, 0.38, 11.53, 0.00, 0.00, 5
1.51994, 13.27, 0.00, 1.76, 73.03, 0.47, 11.32, 0.00, 0.00, 5
1.52369, 13.44, 0.00, 1.58, 72.22, 0.32, 12.24, 0.00, 0.00, 5
1.51316, 13.02, 0.00, 3.04, 70.48, 6.21, 6.96, 0.00, 0.00, 5
1.51321, 13.00, 0.00, 3.02, 70.70, 6.21, 6.93, 0.00, 0.00, 5
1.51905, 14.00, 2.39, 1.56, 72.37, 0.00, 9.57, 0.00, 0.00, 6
1.51937, 13.79, 2.41, 1.19, 72.76, 0.00, 9.77, 0.00, 0.00, 6
1.51852, 14.09, 2.19, 1.66, 72.67, 0.00, 9.32, 0.00, 0.00, 6
1.51299, 14.40, 1.74, 1.54, 74.55, 0.00, 7.59, 0.00, 0.00, 6
1.51888, 14.99, 0.78, 1.74, 72.50, 0.00, 9.95, 0.00, 0.00, 6
1.51131, 13.69, 3.20, 1.81, 72.81, 1.76, 5.43, 1.19, 0.00, 7
1.52315, 13.44, 3.34, 1.23, 72.38, 0.60, 8.83, 0.00, 0.00, 7
1.52365, 15.79, 1.83, 1.31, 70.43, 0.31, 8.61, 1.68, 0.00, 7
1.51613, 13.88, 1.78, 1.79, 73.10, 0.00, 8.67, 0.76, 0.00, 7
1.51683, 14.56, 0.00, 1.98, 73.29, 0.00, 8.52, 1.57, 0.07, 7
1.51508, 15.15, 0.00, 2.25, 73.50, 0.00, 8.34, 0.63, 0.00, 7
1.51658, 14.80, 0.00, 1.99, 73.11, 0.00, 8.28, 1.71, 0.00, 7
1.51831, 14.39, 0.00, 1.82, 72.86, 1.41, 6.47, 2.88, 0.00, 7
1.51640, 14.37, 0.00, 2.74, 72.85, 0.00, 9.45, 0.54, 0.00, 7
1.51623, 14.14, 0.00, 2.88, 72.61, 0.08, 9.18, 1.06, 0.00, 7
1.51685, 14.92, 0.00, 1.99, 73.06, 0.00, 8.40, 1.59, 0.00, 7
1.52065, 14.36, 0.00, 2.02, 73.42, 0.00, 8.44, 1.64, 0.00, 7
1.51651, 14.38, 0.00, 1.94, 73.61, 0.00, 8.48, 1.57, 0.00, 7
1.51711, 14.23, 0.00, 2.08, 73.36, 0.00, 8.62, 1.67, 0.00, 7
