@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, negative
F, 0.545, 0.405, 0.175, 0.98, 0.2585, 0.207, 0.38, positive
I, 0.485, 0.355, 0.12, 0.5085, 0.21, 0.122, 0.135, negative
M, 0.41, 0.3, 0.1, 0.301, 0.124, 0.069, 0.09, negative
M, 0.545, 0.41, 0.145, 0.873, 0.3035, 0.196, 0.31, positive
M, 0.49, 0.395, 0.12, 0.674, 0.3325, 0.1235, 0.185, negative
F, 0.56, 0.465, 0.16, 1.0315, 0.432, 0.2025, 0.337, negative
F, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, negative
F, 0.595, 0.47, 0.165, 1.0155, 0.491, 0.1905, 0.289, negative
M, 0.625, 0.47, 0.175, 1.179, 0.605, 0.258, 0.271, negative
F, 0.66, 0.5, 0.175, 1.3275, 0.556, 0.2805, 0.4085, negative
I, 0.535, 0.41, 0.13, 0.6075, 0.268, 0.1225, 0.1975, negative
M, 0.575, 0.45, 0.155, 0.886, 0.3605, 0.211, 0.2575, negative
M, 0.625, 0.48, 0.16, 1.1415, 0.5795, 0.2145, 0.29, negative
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.2235, 0.302, negative
F, 0.665, 0.5, 0.175, 1.4355, 0.643, 0.345, 0.37, negative
I, 0.475, 0.335, 0.1, 0.4425, 0.1895, 0.086, 0.135, negative
I, 0.55, 0.4, 0.135, 0.717, 0.3315, 0.1495, 0.221, negative
I, 0.575, 0.45, 0.145, 0.872, 0.4675, 0.18, 0.217, negative
F, 0.635, 0.505, 0.17, 1.2635, 0.512, 0.322, 0.355, negative
M, 0.53, 0.425, 0.155, 0.7905, 0.307, 0.171, 0.2595, negative
I, 0.58, 0.42, 0.14, 0.701, 0.3285, 0.102, 0.2255, negative
I, 0.59, 0.45, 0.125, 0.86, 0.437, 0.1515, 0.245, negative
F, 0.53, 0.41, 0.145, 0.8255, 0.375, 0.204, 0.245, negative
M, 0.445, 0.37, 0.125, 0.515, 0.2495, 0.087, 0.159, negative
F, 0.57, 0.465, 0.155, 0.9685, 0.446, 0.261, 0.255, negative
F, 0.655, 0.5, 0.18, 1.4155, 0.508, 0.314, 0.445, positive
F, 0.515, 0.4, 0.115, 0.578, 0.191, 0.1445, 0.17, negative
M, 0.585, 0.465, 0.15, 0.98, 0.4315, 0.2545, 0.247, negative
M, 0.625, 0.495, 0.175, 1.2935, 0.5805, 0.317, 0.355, negative
F, 0.64, 0.49, 0.18, 1.36, 0.653, 0.347, 0.305, negative
I, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, negative
F, 0.615, 0.495, 0.155, 1.0805, 0.52, 0.19, 0.32, negative
M, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, negative
