@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.6, 0.465, 0.2, 1.259, 0.6405, 0.1985, 0.357, negative
F, 0.605, 0.515, 0.17, 1.289, 0.6, 0.2945, 0.3315, negative
M, 0.63, 0.455, 0.15, 1.1315, 0.481, 0.2745, 0.305, negative
I, 0.54, 0.43, 0.14, 0.8195, 0.3935, 0.1725, 0.2295, negative
M, 0.57, 0.45, 0.14, 0.795, 0.3385, 0.148, 0.245, negative
I, 0.575, 0.45, 0.125, 0.78, 0.3275, 0.188, 0.235, negative
I, 0.575, 0.445, 0.17, 0.8015, 0.3475, 0.1465, 0.25, negative
M, 0.6, 0.47, 0.165, 1.059, 0.504, 0.241, 0.275, negative
M, 0.61, 0.47, 0.16, 1.022, 0.449, 0.2345, 0.2945, negative
I, 0.62, 0.47, 0.14, 0.8565, 0.3595, 0.16, 0.295, negative
M, 0.645, 0.485, 0.15, 1.2215, 0.5695, 0.2735, 0.33, negative
M, 0.665, 0.5, 0.175, 1.2975, 0.6075, 0.314, 0.315, negative
F, 0.545, 0.385, 0.15, 1.1185, 0.5425, 0.2445, 0.2845, negative
M, 0.625, 0.495, 0.175, 1.254, 0.5815, 0.286, 0.3185, negative
F, 0.72, 0.55, 0.195, 2.073, 1.0715, 0.4265, 0.5015, negative
I, 0.485, 0.37, 0.115, 0.457, 0.1885, 0.0965, 0.15, negative
F, 0.54, 0.425, 0.16, 0.9455, 0.3675, 0.2005, 0.295, negative
I, 0.56, 0.445, 0.165, 0.832, 0.3455, 0.179, 0.279, negative
M, 0.57, 0.44, 0.175, 0.9415, 0.3805, 0.2285, 0.283, negative
F, 0.605, 0.455, 0.145, 0.862, 0.334, 0.1985, 0.3, negative
M, 0.62, 0.47, 0.15, 1.309, 0.587, 0.4405, 0.325, negative
I, 0.51, 0.455, 0.135, 0.6855, 0.2875, 0.154, 0.2035, negative
M, 0.525, 0.41, 0.13, 0.6875, 0.3435, 0.1495, 0.1765, negative
F, 0.545, 0.43, 0.16, 0.844, 0.3945, 0.1855, 0.231, negative
F, 0.565, 0.44, 0.135, 0.83, 0.393, 0.1735, 0.238, negative
M, 0.595, 0.465, 0.15, 0.919, 0.4335, 0.1765, 0.262, negative
M, 0.645, 0.495, 0.15, 1.2095, 0.603, 0.2225, 0.339, negative
I, 0.41, 0.31, 0.11, 0.315, 0.124, 0.082, 0.095, negative
F, 0.56, 0.425, 0.125, 0.932, 0.361, 0.213, 0.335, negative
F, 0.415, 0.325, 0.115, 0.3455, 0.1405, 0.0765, 0.11, negative
M, 0.615, 0.48, 0.19, 1.36, 0.5305, 0.2375, 0.47, positive
I, 0.42, 0.345, 0.115, 0.3435, 0.1515, 0.0795, 0.115, negative
F, 0.515, 0.42, 0.135, 0.6295, 0.2815, 0.127, 0.215, negative
M, 0.7, 0.53, 0.19, 1.3185, 0.548, 0.233, 0.42, positive
F, 0.66, 0.525, 0.205, 1.3665, 0.5005, 0.291, 0.41, positive
I, 0.5, 0.395, 0.12, 0.537, 0.2165, 0.1085, 0.1785, negative
F, 0.33, 0.26, 0.08, 0.2, 0.0625, 0.05, 0.07, negative
M, 0.67, 0.52, 0.19, 1.6385, 0.8115, 0.369, 0.391, negative
I, 0.515, 0.4, 0.125, 0.5925, 0.265, 0.1175, 0.168, negative
F, 0.545, 0.4, 0.14, 0.778, 0.368, 0.215, 0.18, negative
F, 0.615, 0.47, 0.155, 1.084, 0.5885, 0.209, 0.246, negative
M, 0.65, 0.515, 0.125, 1.1805, 0.5235, 0.283, 0.3275, negative
I, 0.525, 0.375, 0.12, 0.6315, 0.3045, 0.114, 0.19, negative
F, 0.62, 0.465, 0.14, 1.1605, 0.6005, 0.2195, 0.307, negative
F, 0.675, 0.525, 0.17, 1.711, 0.8365, 0.352, 0.475, negative
F, 0.705, 0.54, 0.205, 1.757, 0.8265, 0.417, 0.461, negative
M, 0.52, 0.4, 0.105, 0.872, 0.4515, 0.1615, 0.1985, negative
M, 0.59, 0.485, 0.155, 1.0785, 0.4535, 0.2435, 0.31, negative
F, 0.58, 0.45, 0.15, 0.92, 0.393, 0.212, 0.2895, negative
M, 0.59, 0.5, 0.15, 1.142, 0.485, 0.265, 0.345, negative
I, 0.67, 0.485, 0.175, 1.2565, 0.5355, 0.322, 0.386, negative
M, 0.67, 0.525, 0.195, 1.4405, 0.6595, 0.2675, 0.425, negative
F, 0.51, 0.37, 0.21, 1.183, 0.508, 0.292, 0.343, negative
M, 0.56, 0.425, 0.135, 0.9415, 0.509, 0.2015, 0.1975, negative
F, 0.59, 0.44, 0.14, 1.007, 0.4775, 0.2105, 0.2925, negative
F, 0.625, 0.49, 0.11, 1.136, 0.5265, 0.1915, 0.2925, negative
M, 0.56, 0.45, 0.145, 0.894, 0.3885, 0.2095, 0.264, negative
F, 0.525, 0.4, 0.13, 0.6995, 0.3115, 0.131, 0.223, negative
F, 0.62, 0.485, 0.155, 1.1945, 0.5105, 0.271, 0.352, negative
M, 0.46, 0.35, 0.125, 0.5165, 0.1885, 0.1145, 0.185, negative
M, 0.335, 0.265, 0.095, 0.1975, 0.0795, 0.0375, 0.07, negative
I, 0.42, 0.325, 0.125, 0.3915, 0.1575, 0.1025, 0.115, negative
F, 0.435, 0.35, 0.125, 0.459, 0.197, 0.1145, 0.145, negative
I, 0.485, 0.355, 0.12, 0.5085, 0.21, 0.122, 0.135, negative
M, 0.41, 0.315, 0.095, 0.306, 0.121, 0.0735, 0.09, negative
M, 0.365, 0.285, 0.085, 0.2205, 0.0855, 0.0515, 0.07, negative
M, 0.48, 0.395, 0.15, 0.6815, 0.2145, 0.1405, 0.2495, positive
I, 0.35, 0.265, 0.11, 0.209, 0.066, 0.059, 0.075, negative
F, 0.49, 0.4, 0.115, 0.569, 0.256, 0.1325, 0.145, negative
I, 0.48, 0.355, 0.125, 0.494, 0.2385, 0.0835, 0.15, negative
I, 0.53, 0.405, 0.13, 0.6615, 0.2945, 0.1395, 0.19, negative
I, 0.535, 0.41, 0.13, 0.6075, 0.268, 0.1225, 0.1975, negative
M, 0.575, 0.45, 0.155, 0.886, 0.3605, 0.211, 0.2575, negative
M, 0.58, 0.47, 0.165, 1.041, 0.54, 0.166, 0.279, negative
M, 0.625, 0.48, 0.16, 1.1415, 0.5795, 0.2145, 0.29, negative
M, 0.58, 0.45, 0.16, 0.8675, 0.3935, 0.221, 0.215, negative
M, 0.62, 0.46, 0.16, 0.9505, 0.4915, 0.2, 0.228, negative
I, 0.53, 0.42, 0.14, 0.6765, 0.256, 0.1855, 0.208, negative
M, 0.545, 0.41, 0.14, 0.737, 0.349, 0.15, 0.212, negative
I, 0.555, 0.43, 0.15, 0.783, 0.345, 0.1755, 0.247, negative
F, 0.675, 0.53, 0.195, 1.4985, 0.62, 0.375, 0.425, negative
I, 0.465, 0.36, 0.105, 0.452, 0.22, 0.159, 0.1035, negative
F, 0.55, 0.415, 0.18, 1.1655, 0.502, 0.301, 0.311, negative
M, 0.615, 0.475, 0.15, 1.0375, 0.476, 0.2325, 0.283, negative
M, 0.625, 0.47, 0.15, 1.124, 0.556, 0.2315, 0.287, negative
F, 0.65, 0.525, 0.165, 1.238, 0.647, 0.2485, 0.3005, negative
M, 0.53, 0.425, 0.155, 0.7905, 0.307, 0.171, 0.2595, negative
I, 0.59, 0.45, 0.125, 0.86, 0.437, 0.1515, 0.245, negative
F, 0.605, 0.48, 0.175, 1.1685, 0.4815, 0.2305, 0.356, negative
M, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, negative
I, 0.335, 0.255, 0.085, 0.1785, 0.071, 0.0405, 0.055, negative
F, 0.49, 0.385, 0.16, 0.656, 0.2455, 0.171, 0.205, negative
F, 0.645, 0.49, 0.19, 1.3065, 0.479, 0.3565, 0.345, positive
I, 0.49, 0.385, 0.12, 0.591, 0.271, 0.1125, 0.1775, negative
M, 0.685, 0.51, 0.18, 1.4545, 0.6315, 0.3105, 0.3725, negative
M, 0.61, 0.475, 0.15, 1.142, 0.62, 0.237, 0.245, negative
M, 0.615, 0.53, 0.17, 1.12, 0.5775, 0.2095, 0.286, negative
F, 0.64, 0.525, 0.175, 1.382, 0.646, 0.3115, 0.37, negative
M, 0.625, 0.495, 0.175, 1.2935, 0.5805, 0.317, 0.355, negative
I, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, negative
M, 0.6, 0.47, 0.13, 1.0105, 0.423, 0.219, 0.298, negative
M, 0.51, 0.41, 0.155, 1.2825, 0.569, 0.291, 0.3795, negative
I, 0.455, 0.35, 0.13, 0.4725, 0.215, 0.0745, 0.15, negative
