@relation abalone9-18
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.52, 0.385, 0.14, 0.6595, 0.2485, 0.2035, 0.16, negative
M, 0.425, 0.33, 0.13, 0.4405, 0.152, 0.0935, 0.155, negative
M, 0.54, 0.405, 0.125, 0.891, 0.4815, 0.1915, 0.202, negative
M, 0.59, 0.475, 0.165, 1.077, 0.4545, 0.244, 0.3095, negative
M, 0.605, 0.455, 0.16, 1.1035, 0.421, 0.3015, 0.325, negative
F, 0.56, 0.455, 0.16, 0.967, 0.4525, 0.207, 0.274, negative
M, 0.595, 0.475, 0.165, 1.213, 0.621, 0.2435, 0.274, negative
F, 0.625, 0.485, 0.2, 1.38, 0.5845, 0.302, 0.401, negative
M, 0.545, 0.41, 0.12, 0.793, 0.434, 0.1405, 0.19, negative
M, 0.565, 0.455, 0.15, 0.9595, 0.4565, 0.2395, 0.23, negative
M, 0.575, 0.435, 0.14, 0.8455, 0.401, 0.191, 0.222, negative
M, 0.575, 0.445, 0.17, 1.0225, 0.549, 0.2175, 0.228, negative
F, 0.6, 0.475, 0.16, 1.0265, 0.485, 0.2495, 0.2565, negative
M, 0.61, 0.485, 0.145, 1.3305, 0.783, 0.2255, 0.2865, negative
F, 0.615, 0.465, 0.15, 0.923, 0.4615, 0.1825, 0.2415, negative
F, 0.65, 0.5, 0.19, 1.464, 0.6415, 0.339, 0.4245, negative
I, 0.665, 0.5, 0.17, 1.2975, 0.6035, 0.291, 0.3595, negative
M, 0.7, 0.565, 0.18, 1.751, 0.895, 0.3355, 0.446, negative
F, 0.705, 0.55, 0.17, 1.219, 0.6395, 0.236, 0.301, negative
I, 0.385, 0.29, 0.09, 0.2615, 0.111, 0.0595, 0.0745, negative
I, 0.44, 0.34, 0.12, 0.438, 0.2115, 0.083, 0.12, negative
I, 0.48, 0.37, 0.125, 0.5435, 0.244, 0.101, 0.165, negative
I, 0.535, 0.4, 0.135, 0.6025, 0.2895, 0.121, 0.154, negative
I, 0.55, 0.425, 0.135, 0.7305, 0.3325, 0.1545, 0.215, negative
M, 0.555, 0.44, 0.14, 0.8705, 0.407, 0.156, 0.255, negative
I, 0.555, 0.425, 0.145, 0.7905, 0.3485, 0.1765, 0.225, negative
F, 0.605, 0.475, 0.175, 1.076, 0.463, 0.2195, 0.335, negative
F, 0.605, 0.485, 0.16, 1.201, 0.417, 0.2875, 0.38, negative
M, 0.62, 0.48, 0.165, 1.0725, 0.4815, 0.235, 0.312, negative
M, 0.63, 0.47, 0.145, 1.1005, 0.52, 0.26, 0.276, negative
I, 0.515, 0.36, 0.125, 0.4725, 0.1815, 0.125, 0.138, negative
I, 0.54, 0.43, 0.17, 0.836, 0.3725, 0.1815, 0.24, negative
M, 0.565, 0.44, 0.125, 0.802, 0.3595, 0.1825, 0.215, negative
I, 0.57, 0.445, 0.155, 0.867, 0.3705, 0.1705, 0.28, negative
I, 0.605, 0.47, 0.145, 0.8025, 0.379, 0.2265, 0.22, negative
F, 0.645, 0.51, 0.16, 1.2415, 0.5815, 0.276, 0.315, negative
I, 0.485, 0.345, 0.16, 0.869, 0.3085, 0.185, 0.319, negative
M, 0.5, 0.37, 0.15, 1.0615, 0.494, 0.223, 0.296, negative
I, 0.535, 0.455, 0.14, 1.0015, 0.53, 0.1765, 0.244, negative
I, 0.545, 0.43, 0.14, 0.687, 0.2615, 0.1405, 0.25, negative
I, 0.555, 0.45, 0.175, 0.738, 0.304, 0.1755, 0.22, negative
M, 0.555, 0.455, 0.135, 0.837, 0.382, 0.171, 0.235, negative
F, 0.57, 0.44, 0.12, 0.803, 0.382, 0.1525, 0.234, negative
M, 0.575, 0.45, 0.155, 0.9765, 0.495, 0.2145, 0.235, negative
M, 0.615, 0.47, 0.15, 1.0875, 0.4975, 0.283, 0.2685, negative
M, 0.515, 0.4, 0.14, 0.6335, 0.288, 0.145, 0.168, negative
F, 0.56, 0.41, 0.16, 0.8215, 0.342, 0.184, 0.253, negative
I, 0.465, 0.355, 0.09, 0.4325, 0.2005, 0.074, 0.1275, negative
M, 0.55, 0.41, 0.13, 0.8705, 0.4455, 0.2115, 0.213, negative
F, 0.62, 0.49, 0.16, 1.056, 0.493, 0.244, 0.2725, negative
I, 0.455, 0.355, 0.08, 0.452, 0.2165, 0.0995, 0.125, negative
I, 0.475, 0.36, 0.11, 0.4555, 0.177, 0.0965, 0.145, negative
F, 0.745, 0.585, 0.19, 1.966, 0.8435, 0.437, 0.5855, positive
M, 0.66, 0.505, 0.2, 1.6305, 0.4865, 0.297, 0.61, positive
I, 0.405, 0.315, 0.105, 0.347, 0.1605, 0.0785, 0.1, negative
M, 0.46, 0.375, 0.13, 0.5735, 0.2505, 0.119, 0.195, negative
F, 0.45, 0.36, 0.105, 0.4715, 0.2035, 0.0935, 0.149, negative
F, 0.635, 0.5, 0.18, 1.312, 0.529, 0.2485, 0.485, positive
M, 0.425, 0.325, 0.12, 0.3755, 0.142, 0.1065, 0.105, negative
M, 0.59, 0.48, 0.16, 1.262, 0.5685, 0.2725, 0.335, negative
F, 0.6, 0.485, 0.165, 1.1405, 0.587, 0.2175, 0.288, negative
M, 0.465, 0.34, 0.105, 0.486, 0.231, 0.1035, 0.1225, negative
M, 0.515, 0.395, 0.12, 0.646, 0.285, 0.1365, 0.172, negative
F, 0.595, 0.465, 0.15, 1.0765, 0.491, 0.22, 0.287, negative
F, 0.63, 0.495, 0.145, 1.147, 0.5455, 0.266, 0.2885, negative
M, 0.5, 0.38, 0.12, 0.5765, 0.273, 0.135, 0.145, negative
I, 0.52, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, negative
M, 0.565, 0.43, 0.13, 0.784, 0.3495, 0.1885, 0.213, negative
M, 0.57, 0.45, 0.135, 1.02, 0.546, 0.204, 0.25, negative
M, 0.725, 0.55, 0.2, 1.51, 0.8735, 0.4265, 0.5085, negative
I, 0.505, 0.385, 0.125, 0.596, 0.245, 0.097, 0.21, negative
F, 0.515, 0.395, 0.135, 0.516, 0.2015, 0.132, 0.162, negative
I, 0.585, 0.42, 0.145, 0.6735, 0.2895, 0.1345, 0.22, negative
M, 0.59, 0.47, 0.145, 0.9235, 0.4545, 0.173, 0.254, negative
F, 0.66, 0.505, 0.19, 1.4045, 0.6255, 0.3375, 0.3745, negative
I, 0.46, 0.36, 0.14, 0.447, 0.161, 0.087, 0.16, negative
I, 0.575, 0.455, 0.16, 0.9895, 0.495, 0.195, 0.246, negative
I, 0.585, 0.45, 0.135, 0.855, 0.3795, 0.187, 0.26, negative
I, 0.59, 0.46, 0.125, 0.755, 0.334, 0.15, 0.238, negative
M, 0.63, 0.53, 0.18, 1.2795, 0.618, 0.256, 0.315, negative
M, 0.67, 0.525, 0.17, 1.4005, 0.715, 0.3025, 0.387, negative
F, 0.635, 0.51, 0.17, 1.2235, 0.532, 0.271, 0.354, negative
M, 0.64, 0.485, 0.16, 1.006, 0.456, 0.2245, 0.2835, negative
I, 0.44, 0.32, 0.105, 0.3875, 0.1755, 0.074, 0.12, negative
M, 0.59, 0.435, 0.165, 0.9765, 0.4525, 0.2395, 0.235, negative
F, 0.595, 0.46, 0.16, 0.921, 0.4005, 0.2025, 0.2875, negative
F, 0.635, 0.49, 0.155, 1.145, 0.4775, 0.3035, 0.3155, negative
F, 0.485, 0.39, 0.1, 0.5565, 0.2215, 0.1155, 0.185, negative
M, 0.505, 0.395, 0.125, 0.635, 0.29, 0.1555, 0.175, negative
F, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, negative
F, 0.49, 0.38, 0.155, 0.578, 0.2395, 0.1255, 0.18, negative
I, 0.32, 0.25, 0.08, 0.1565, 0.057, 0.034, 0.06, negative
M, 0.52, 0.435, 0.195, 0.973, 0.2985, 0.2135, 0.355, positive
F, 0.655, 0.53, 0.19, 1.428, 0.493, 0.318, 0.565, positive
F, 0.45, 0.325, 0.135, 0.438, 0.1805, 0.1165, 0.11, negative
M, 0.41, 0.3, 0.1, 0.301, 0.124, 0.069, 0.09, negative
M, 0.49, 0.395, 0.12, 0.674, 0.3325, 0.1235, 0.185, negative
F, 0.56, 0.465, 0.16, 1.0315, 0.432, 0.2025, 0.337, negative
M, 0.6, 0.475, 0.155, 1.1385, 0.502, 0.2295, 0.31, negative
F, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, negative
I, 0.57, 0.42, 0.13, 0.7745, 0.3535, 0.1505, 0.2365, negative
F, 0.585, 0.46, 0.165, 1.058, 0.486, 0.25, 0.294, negative
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.2235, 0.302, negative
F, 0.65, 0.475, 0.165, 1.3875, 0.58, 0.3485, 0.3095, negative
M, 0.615, 0.475, 0.19, 1.4335, 0.7315, 0.305, 0.3285, negative
F, 0.665, 0.5, 0.175, 1.4355, 0.643, 0.345, 0.37, negative
I, 0.585, 0.46, 0.14, 0.7635, 0.326, 0.153, 0.265, negative
F, 0.63, 0.505, 0.195, 1.306, 0.516, 0.3305, 0.375, negative
F, 0.635, 0.505, 0.17, 1.2635, 0.512, 0.322, 0.355, negative
I, 0.525, 0.4, 0.14, 0.6055, 0.2605, 0.108, 0.21, negative
M, 0.575, 0.465, 0.12, 1.0535, 0.516, 0.2185, 0.235, negative
F, 0.575, 0.46, 0.15, 0.927, 0.333, 0.207, 0.2985, negative
M, 0.585, 0.47, 0.145, 0.9565, 0.4025, 0.2365, 0.265, negative
M, 0.625, 0.495, 0.155, 1.177, 0.5055, 0.278, 0.345, negative
M, 0.425, 0.305, 0.11, 0.359, 0.173, 0.0875, 0.0975, negative
F, 0.53, 0.41, 0.145, 0.8255, 0.375, 0.204, 0.245, negative
F, 0.615, 0.475, 0.145, 0.9525, 0.3915, 0.195, 0.32, negative
I, 0.29, 0.225, 0.075, 0.152, 0.071, 0.059, 0.045, negative
I, 0.455, 0.365, 0.135, 0.441, 0.1515, 0.1165, 0.145, negative
I, 0.55, 0.435, 0.125, 0.741, 0.348, 0.1585, 0.206, negative
F, 0.65, 0.495, 0.16, 1.3105, 0.577, 0.3315, 0.355, negative
F, 0.64, 0.505, 0.175, 1.3185, 0.6185, 0.302, 0.3315, negative
F, 0.615, 0.495, 0.155, 1.0805, 0.52, 0.19, 0.32, negative
F, 0.56, 0.44, 0.135, 0.8025, 0.35, 0.1615, 0.259, negative
M, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, negative
M, 0.6, 0.475, 0.205, 1.176, 0.5255, 0.2875, 0.308, negative
