@relation ecoli
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Site {cp,im,imS,imL,imU,om,omL,pp, unlabeled}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@output Site
@data
7.0, 39.0, 1.0, 5.0, 51.0, 82.0, 84.0, imL
73.0, 84.0, 48.0, 5.0, 86.0, 58.0, 29.0, om
34.0, 45.00000000000001, 48.0, 5.0, 38.0, 24.0, 35.0, cp
4.0, 45.00000000000001, 48.0, 5.0, 38.0, 22.0, 0.0, cp
69.0, 39.0, 48.0, 5.0, 57.0, 76.0, 79.0, im
29.0, 39.0, 48.0, 5.0, 52.0, 4.0, 48.0, pp
6.0, 76.0, 1.0, 5.0, 77.0, 59.0, 52.00000000000001, om
69.0, 59.0, 48.0, 5.0, 77.0, 39.0, 21.0, om
67.0, 55.0, 1.0, 5.0, 66.0, 58.0, 16.0, omL
33.0, 56.0, 48.0, 5.0, 33.0, 78.0, 8.0, im
61.0, 51.99999999999999, 48.0, 5.0, 54.0, 67.0, 52.00000000000001, im
33.0, 45.00000000000001, 48.0, 5.0, 45.0, 88.0, 89.0, im
66.0, 71.0, 48.0, 5.0, 41.0, 5.0, 35.0, pp
5.0, 57.0, 48.0, 5.0, 71.0, 61.0, 66.0, im
12.0, 67.0, 48.0, 5.0, 74.0, 58.0, 63.0, im
62.99999999999999, 83.0, 48.0, 5.0, 4.0, 39.0, 19.0, pp
4.0, 31.000000000000004, 48.0, 5.0, 41.0, 29.0, 39.0, cp
31.0, 5.0, 48.0, 5.0, 57.0, 84.0, 85.0, im
49.0, 43.0, 48.0, 5.0, 48.99999999999999, 3.0, 4.0, cp
42.0, 38.0, 48.0, 5.0, 54.0, 34.0, 43.0, cp
17.0, 38.0, 48.0, 5.0, 45.0, 42.0, 5.0, cp
49.0, 29.0, 48.0, 5.0, 56.0, 24.0, 35.0, cp
62.0, 78.0, 48.0, 5.0, 47.0, 49.0, 53.99999999999999, pp
87.0, 49.0, 48.0, 5.0, 61.00000000000001, 76.0, 79.0, imU
4.0, 5.0, 48.0, 5.0, 45.0, 39.0, 47.0, cp
34.0, 51.0, 48.0, 5.0, 44.0, 37.0, 46.0, cp
64.0, 45.00000000000001, 48.0, 5.0, 67.0, 61.0, 66.0, imU
84.0, 49.0, 48.0, 5.0, 55.0, 78.0, 74.0, imU
33.0, 45.00000000000001, 48.0, 5.0, 52.0, 32.0, 41.0, cp
41.0, 43.0, 48.0, 5.0, 5.0, 24.0, 25.0, cp
21.0, 34.0, 48.0, 5.0, 51.0, 28.000000000000004, 39.0, cp
7.0, 61.00000000000001, 48.0, 5.0, 56.0, 51.99999999999999, 43.0, pp
53.0, 42.0, 48.0, 5.0, 16.0, 29.0, 39.0, cp
66.0, 53.00000000000001, 48.0, 5.0, 59.0, 66.0, 66.0, im
61.0, 36.0, 48.0, 5.0, 48.99999999999999, 35.0, 44.0, cp
16.0, 43.0, 48.0, 5.0, 54.0, 26.999999999999996, 37.0, cp
61.0, 45.00000000000001, 48.0, 5.0, 48.0, 35.0, 41.0, cp
27.0, 35.0, 48.0, 5.0, 51.0, 77.0, 79.0, im
52.0, 36.0, 48.0, 5.0, 41.0, 28.000000000000004, 38.0, cp
48.0, 49.0, 48.0, 5.0, 52.0, 77.0, 71.0, im
4.0, 5.0, 48.0, 5.0, 65.0, 82.0, 84.0, im
24.0, 57.0, 48.0, 5.0, 63.0, 34.0, 43.0, cp
78.0, 44.0, 48.0, 5.0, 45.0, 73.0, 68.0, imU
74.0, 78.0, 48.0, 5.0, 75.0, 54.00000000000001, 15.0, om
56.0, 51.0, 48.0, 5.0, 34.0, 37.0, 46.0, cp
67.0, 88.0, 48.0, 5.0, 73.0, 5.0, 25.0, om
31.0, 36.0, 48.0, 5.0, 58.0, 94.0, 94.0, im
73.0, 78.0, 48.0, 5.0, 58.0, 51.0, 31.0, pp
57.0, 59.0, 48.0, 5.0, 39.0, 47.0, 33.0, pp
32.0, 33.0, 48.0, 5.0, 6.0, 6.0, 2.0, cp
49.0, 61.00000000000001, 1.0, 5.0, 56.0, 71.0, 74.0, imU
66.0, 86.0, 48.0, 5.0, 34.0, 41.0, 36.0, pp
86.0, 39.0, 48.0, 5.0, 59.0, 89.0, 9.0, imU
64.0, 46.0, 48.0, 5.0, 48.0, 73.0, 76.0, imU
5.0, 37.0, 48.0, 5.0, 66.0, 63.99999999999999, 69.0, im
4.0, 46.0, 48.0, 5.0, 52.0, 49.0, 56.0, cp
6.0, 46.0, 48.0, 5.0, 45.0, 81.0, 83.0, im
21.0, 51.0, 48.0, 5.0, 5.0, 32.0, 41.0, cp
35.0, 37.0, 48.0, 5.0, 3.0, 34.0, 43.0, cp
29.0, 28.0, 48.0, 5.0, 44.0, 23.0, 34.0, cp
44.0, 28.0, 48.0, 5.0, 43.0, 26.999999999999996, 37.0, cp
4.0, 42.0, 48.0, 5.0, 37.0, 26.999999999999996, 26.999999999999996, cp
29.0, 41.0, 48.0, 5.0, 48.0, 38.0, 46.0, cp
68.0, 76.0, 48.0, 5.0, 84.0, 45.0, 26.999999999999996, om
79.0, 36.0, 48.0, 5.0, 46.0, 82.0, 7.0, imU
44.0, 49.0, 48.0, 5.0, 39.0, 38.0, 4.0, cp
68.0, 82.0, 48.0, 5.0, 38.0, 65.0, 56.0, pp
43.0, 59.0, 48.0, 5.0, 52.0, 49.0, 56.0, pp
66.0, 74.0, 48.0, 5.0, 31.0, 38.0, 43.0, pp
44.0, 56.0, 48.0, 5.0, 5.0, 46.0, 53.99999999999999, cp
36.0, 41.0, 48.0, 5.0, 48.0, 47.0, 53.99999999999999, cp
1.0, 49.0, 48.0, 5.0, 41.0, 67.0, 21.0, im
74.0, 49.0, 48.0, 5.0, 42.0, 54.00000000000001, 36.0, pp
79.0, 41.0, 48.0, 5.0, 66.0, 81.0, 83.0, imU
44.0, 27.000000000000004, 48.0, 5.0, 55.0, 51.99999999999999, 58.0, cp
6.0, 61.00000000000001, 48.0, 5.0, 48.99999999999999, 92.0, 37.0, im
58.0, 34.0, 48.0, 5.0, 56.0, 87.0, 81.0, im
74.0, 82.0, 48.0, 5.0, 48.99999999999999, 49.0, 41.0, pp
46.99999999999999, 46.0, 48.0, 5.0, 62.0, 74.0, 77.0, imU
29.0, 3.0, 48.0, 5.0, 45.0, 3.0, 17.0, cp
22.0, 34.0, 48.0, 5.0, 42.0, 29.0, 39.0, cp
7.0, 4.0, 48.0, 5.0, 54.0, 35.0, 44.0, cp
73.0, 36.0, 48.0, 5.0, 53.0, 91.0, 92.0, im
3.0, 16.0, 48.0, 5.0, 56.0, 11.0, 23.0, cp
23.000000000000004, 4.0, 48.0, 5.0, 39.0, 28.000000000000004, 38.0, cp
64.0, 57.0, 48.0, 5.0, 7.0, 33.0, 26.000000000000004, om
34.0, 46.0, 48.0, 5.0, 52.0, 35.0, 44.0, cp
64.0, 76.0, 48.0, 5.0, 45.0, 35.0, 38.0, cp
16.0, 51.0, 48.0, 5.0, 33.0, 39.0, 48.0, im
23.000000000000004, 32.0, 48.0, 5.0, 55.0, 25.0, 35.0, cp
34.0, 33.0, 48.0, 5.0, 38.0, 35.0, 44.0, cp
61.0, 75.0, 48.0, 5.0, 51.0, 33.0, 33.0, om
12.0, 43.0, 48.0, 5.0, 63.0, 7.0, 74.0, im
3.0, 37.0, 48.0, 5.0, 43.0, 18.0, 3.0, cp
50.99999999999999, 37.0, 48.0, 5.0, 35.0, 36.0, 45.0, cp
62.99999999999999, 47.0, 48.0, 5.0, 51.0, 82.0, 84.0, im
38.0, 46.0, 48.0, 5.0, 48.0, 22.0, 29.0, cp
6.0, 61.00000000000001, 48.0, 5.0, 54.0, 67.0, 71.0, im
39.0, 31.000000000000004, 48.0, 5.0, 38.0, 34.0, 43.0, cp
67.0, 84.0, 48.0, 5.0, 74.0, 54.00000000000001, 37.0, om
44.0, 35.0, 48.0, 5.0, 44.0, 51.99999999999999, 58.99999999999999, cp
52.0, 81.0, 48.0, 5.0, 72.0, 38.0, 38.0, om
62.99999999999999, 51.0, 48.0, 5.0, 64.0, 72.0, 76.0, imU
2.0, 44.0, 48.0, 5.0, 46.0, 51.0, 57.00000000000001, cp
48.0, 41.0, 48.0, 5.0, 51.0, 9.0, 88.0, im
25.0, 37.0, 48.0, 5.0, 41.0, 33.0, 42.0, cp
34.0, 35.0, 48.0, 5.0, 51.0, 49.0, 56.0, cp
41.0, 51.0, 48.0, 5.0, 53.0, 75.0, 78.0, im
66.0, 48.0, 48.0, 5.0, 54.0, 7.0, 74.0, imU
5.0, 49.0, 48.0, 5.0, 48.99999999999999, 46.0, 53.0, cp
65.0, 57.0, 48.0, 5.0, 47.0, 47.0, 51.0, pp
62.99999999999999, 65.0, 48.0, 5.0, 66.0, 67.0, 71.0, im
74.0, 7.0, 48.0, 5.0, 66.0, 65.0, 69.0, im
58.99999999999999, 49.0, 48.0, 5.0, 52.0, 45.0, 36.0, cp
69.0, 65.0, 48.0, 5.0, 63.0, 48.0, 41.0, pp
5.0, 66.0, 48.0, 5.0, 31.0, 92.0, 92.0, im
4.0, 35.0, 48.0, 5.0, 45.0, 33.0, 42.0, cp
83.0, 37.0, 48.0, 5.0, 61.00000000000001, 71.0, 74.0, im
74.0, 47.0, 48.0, 5.0, 5.0, 57.0, 42.0, pp
71.0, 51.99999999999999, 48.0, 5.0, 64.0, 1.0, 99.0, im
36.0, 56.0, 48.0, 5.0, 43.0, 45.0, 53.0, cp
24.0, 34.0, 48.0, 5.0, 38.0, 3.0, 4.0, cp
23.000000000000004, 34.0, 48.0, 5.0, 43.0, 26.0, 37.0, cp
62.99999999999999, 71.0, 48.0, 5.0, 6.0, 4.0, 39.0, pp
39.0, 32.0, 48.0, 5.0, 46.0, 24.0, 35.0, cp
62.99999999999999, 86.0, 48.0, 5.0, 39.0, 47.0, 34.0, pp
64.0, 81.0, 48.0, 5.0, 37.0, 39.0, 44.0, pp
44.0, 34.0, 48.0, 5.0, 3.0, 33.0, 43.0, cp
32.0, 42.0, 48.0, 5.0, 35.0, 28.000000000000004, 38.0, cp
56.0, 68.0, 48.0, 5.0, 77.0, 36.0, 45.0, om
37.0, 47.0, 48.0, 5.0, 39.0, 76.0, 79.0, im
38.0, 26.0, 48.0, 5.0, 54.0, 16.0, 28.0, cp
65.0, 55.0, 48.0, 5.0, 34.0, 37.0, 28.0, cp
68.0, 63.0, 48.0, 5.0, 73.0, 4.0, 3.0, om
33.0, 47.0, 48.0, 5.0, 53.0, 18.0, 29.0, cp
71.0, 86.0, 48.0, 5.0, 4.0, 54.00000000000001, 32.0, pp
52.0, 57.0, 48.0, 5.0, 42.0, 47.0, 53.99999999999999, cp
32.0, 39.0, 48.0, 5.0, 53.0, 28.000000000000004, 38.0, pp
38.0, 44.0, 48.0, 5.0, 43.0, 2.0, 31.0, cp
65.0, 51.0, 48.0, 5.0, 66.0, 54.00000000000001, 33.0, om
86.0, 55.0, 48.0, 5.0, 63.0, 81.0, 83.0, imU
58.99999999999999, 56.0, 48.0, 5.0, 55.0, 8.0, 82.0, im
26.0, 4.0, 48.0, 5.0, 36.0, 26.0, 37.0, cp
75.0, 84.0, 48.0, 5.0, 35.0, 51.99999999999999, 33.0, pp
68.0, 51.0, 48.0, 5.0, 71.0, 75.0, 78.0, im
50.99999999999999, 5.0, 48.0, 5.0, 46.0, 32.0, 35.0, cp
74.0, 74.0, 48.0, 5.0, 31.0, 52.99999999999999, 52.00000000000001, pp
69.0, 66.0, 48.0, 5.0, 41.0, 5.0, 25.0, pp
58.0, 6.0, 48.0, 5.0, 59.0, 73.0, 76.0, imU
76.0, 71.0, 48.0, 5.0, 5.0, 71.0, 75.0, imU
34.0, 67.0, 48.0, 5.0, 52.0, 76.0, 79.0, im
76.0, 41.0, 48.0, 5.0, 5.0, 59.0, 62.0, imU
34.0, 55.0, 48.0, 5.0, 58.0, 31.0, 41.0, cp
62.99999999999999, 8.0, 48.0, 5.0, 46.0, 31.0, 29.0, pp
29.0, 47.0, 48.0, 5.0, 71.0, 65.0, 69.0, im
36.0, 45.00000000000001, 48.0, 5.0, 38.0, 79.0, 17.0, im
74.0, 44.0, 48.0, 5.0, 55.0, 88.0, 89.0, im
62.99999999999999, 75.0, 48.0, 5.0, 64.0, 73.0, 66.0, im
34.0, 42.0, 48.0, 5.0, 41.0, 34.0, 43.0, cp
88.0, 42.0, 48.0, 5.0, 52.0, 73.0, 75.0, imU
49.0, 42.0, 48.0, 5.0, 53.0, 79.0, 81.0, im
25.0, 51.0, 48.0, 5.0, 37.0, 42.0, 5.0, cp
69.0, 67.0, 48.0, 5.0, 3.0, 39.0, 24.0, pp
45.0, 4.0, 48.0, 5.0, 61.00000000000001, 74.0, 77.0, im
41.0, 57.0, 48.0, 5.0, 39.0, 21.0, 32.0, cp
29.0, 28.0, 48.0, 5.0, 5.0, 42.0, 5.0, cp
74.0, 56.0, 48.0, 5.0, 47.0, 68.0, 3.0, pp
56.0, 4.0, 48.0, 5.0, 48.99999999999999, 37.0, 46.0, cp
77.0, 57.0, 48.0, 5.0, 88.0, 52.99999999999999, 2.0, om
7.0, 46.0, 48.0, 5.0, 56.0, 78.0, 73.0, im
48.0, 45.00000000000001, 48.0, 5.0, 6.0, 78.0, 8.0, im
67.0, 37.0, 48.0, 5.0, 54.0, 63.99999999999999, 68.0, imU
58.99999999999999, 29.0, 48.0, 5.0, 64.0, 75.0, 77.0, imU
77.0, 57.0, 1.0, 5.0, 37.0, 54.00000000000001, 1.0, omL
67.0, 39.0, 48.0, 5.0, 36.0, 38.0, 46.0, cp
28.0, 38.0, 48.0, 5.0, 5.0, 33.0, 42.0, cp
77.0, 55.0, 48.0, 5.0, 51.0, 78.0, 74.0, imU
81.0, 44.0, 48.0, 5.0, 42.0, 67.0, 68.0, imU
72.0, 86.0, 48.0, 5.0, 17.0, 55.00000000000001, 21.0, pp
41.0, 51.0, 48.0, 5.0, 58.0, 2.0, 31.0, cp
54.0, 49.0, 48.0, 5.0, 4.0, 87.0, 88.0, im
25.0, 4.0, 48.0, 5.0, 46.0, 44.0, 52.00000000000001, cp
50.99999999999999, 4.0, 48.0, 5.0, 57.0, 62.0, 67.0, im
81.0, 51.99999999999999, 48.0, 5.0, 57.0, 78.0, 8.0, imU
64.0, 72.0, 48.0, 5.0, 48.99999999999999, 42.0, 19.0, pp
84.0, 54.0, 48.0, 5.0, 75.0, 92.0, 7.0, imU
23.000000000000004, 58.0, 48.0, 5.0, 37.0, 52.99999999999999, 58.99999999999999, cp
0.0, 51.0, 48.0, 5.0, 35.0, 67.0, 44.0, im
4.0, 41.0, 48.0, 5.0, 55.0, 22.0, 33.0, cp
41.0, 48.0, 48.0, 5.0, 51.0, 44.0, 51.0, cp
43.0, 4.0, 48.0, 5.0, 58.0, 75.0, 78.0, im
64.0, 58.0, 48.0, 5.0, 48.0, 78.0, 73.0, im
3.0, 51.0, 48.0, 5.0, 42.0, 61.0, 34.0, im
62.99999999999999, 57.0, 48.0, 5.0, 48.99999999999999, 7.0, 2.0, pp
38.0, 3.0, 48.0, 5.0, 43.0, 29.0, 39.0, cp
75.0, 55.0, 1.0, 1.0, 4.0, 47.0, 3.0, imL
26.0, 5.0, 48.0, 5.0, 44.0, 32.0, 41.0, cp
