@relation segment0
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {positive,negative}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
167.0, 57.0, 9.0, 0.0, 0.0, 0.94444656, 0.37407315, 0.7777799, 0.6962966, 98.59259, 84.0, 121.55556, 90.22222, -43.77778, 68.888885, -25.11111, 121.55556, 0.3088128, -2.264402, negative
117.0, 137.0, 9.0, 0.0, 0.0, 0.27777776, 0.3896817, 0.38888887, 0.25092417, 0.7777778, 0.0, 2.2222223, 0.11111111, -2.3333333, 4.3333335, -2.0, 2.2222223, 1.0, -2.123254, negative
133.0, 182.0, 9.0, 0.0, 0.0, 2.5000012, 5.4555516, 8.666666, 71.24447, 29.777779, 27.222221, 35.444447, 26.666666, -7.6666665, 17.0, -9.333333, 35.88889, 0.25607783, -2.2177355, negative
198.0, 127.0, 9.0, 0.0, 0.0, 2.4444444, 4.385187, 8.555555, 59.54075, 40.74074, 38.0, 48.22222, 36.0, -8.222222, 22.444445, -14.222222, 48.22222, 0.24899939, -1.9083478, negative
37.0, 114.0, 9.0, 0.33333334, 0.0, 1.388889, 2.0185165, 3.8888884, 3.7629619, 17.222221, 19.0, 20.11111, 12.555555, 5.3333335, 8.666667, -14.0, 20.555555, 0.39369074, -1.1766617, positive
242.0, 81.0, 9.0, 0.0, 0.0, 22.388887, 189.44075, 15.166667, 110.8778, 41.925926, 33.11111, 55.555557, 37.11111, -26.444445, 40.88889, -14.444445, 55.555557, 0.42017567, -2.2744606, negative
55.0, 128.0, 9.0, 0.0, 0.0, 0.3333334, 0.044444483, 0.38888893, 0.1518518, 5.037037, 6.888889, 5.4444447, 2.7777777, 5.5555553, 1.2222222, -6.7777777, 6.888889, 0.59391534, -0.6886007, positive
189.0, 141.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, negative
20.0, 170.0, 9.0, 0.0, 0.0, 0.7777777, 0.7851843, 1.1111103, 0.56296223, 19.555555, 15.111111, 18.88889, 24.666666, -13.333333, -2.0, 15.333333, 24.666666, 0.38746688, 2.504391, negative
29.0, 195.0, 9.0, 0.0, 0.0, 0.44444433, 0.40368652, 0.61111087, 0.6804136, 16.037037, 14.444445, 13.333333, 20.333334, -4.7777777, -8.111111, 12.888889, 20.333334, 0.34230694, 1.9430399, negative
57.0, 119.0, 9.0, 0.0, 0.0, 2.2777774, 2.0266733, 1.7777777, 1.721326, 20.592592, 12.222222, 33.666668, 15.888889, -25.11111, 39.22222, -14.111111, 33.666668, 0.6356236, -2.2681484, negative
126.0, 80.0, 9.0, 0.0, 0.0, 21.055555, 530.5518, 34.61111, 409.39636, 68.77778, 60.333332, 79.55556, 66.44444, -25.333334, 32.333332, -7.0, 79.55556, 0.28962377, -2.4341934, negative
58.0, 58.0, 9.0, 0.0, 0.0, 0.555556, 0.40368605, 0.88889056, 0.8606633, 123.0, 112.55556, 137.44444, 119.0, -31.333334, 43.333332, -12.0, 137.44444, 0.1809723, -2.3653848, negative
83.0, 54.0, 9.0, 0.0, 0.0, 0.77777606, 0.72008145, 0.6666667, 0.55777204, 109.96296, 97.55556, 127.44444, 104.888885, -37.22222, 52.444443, -15.222222, 127.44444, 0.23450433, -2.3511817, negative
96.0, 94.0, 9.0, 0.0, 0.0, 0.7222226, 0.28518537, 0.44444466, 0.42963016, 20.222221, 16.0, 28.777779, 15.888889, -12.666667, 25.666666, -13.0, 28.777779, 0.45154575, -2.084893, negative
67.0, 71.0, 9.0, 0.0, 0.0, 1.6666666, 0.8888911, 1.4999987, 0.29999846, 125.96296, 115.55556, 140.88889, 121.44444, -31.222221, 44.77778, -13.555555, 140.88889, 0.17967218, -2.339758, negative
107.0, 191.0, 9.0, 0.0, 0.0, 3.722222, 2.999382, 2.8888874, 2.7862093, 62.037037, 54.444443, 78.111115, 53.555557, -22.777779, 48.22222, -25.444445, 78.111115, 0.3146827, -2.0561104, negative
165.0, 99.0, 9.0, 0.0, 0.0, 0.88889056, 0.47407392, 0.7777786, 0.47407353, 93.40741, 79.0, 118.0, 83.22222, -43.22222, 73.77778, -30.555555, 118.0, 0.33041757, -2.2077565, negative
177.0, 85.0, 9.0, 0.0, 0.0, 0.8333333, 0.16666768, 0.88888806, 0.429629, 93.55556, 79.22222, 118.0, 83.44444, -43.0, 73.333336, -30.333334, 118.0, 0.32860348, -2.2084136, negative
8.0, 79.0, 9.0, 0.0, 0.0, 1.2777778, 2.2851846, 2.111111, 0.51851857, 16.814816, 17.333334, 21.0, 12.111111, 1.5555556, 12.555555, -14.111111, 21.0, 0.42233688, -1.4531144, positive
19.0, 184.0, 9.0, 0.0, 0.0, 0.5555555, 0.34426498, 0.8333333, 0.62360954, 14.222222, 12.333333, 11.0, 19.333334, -5.6666665, -9.666667, 15.333333, 19.333334, 0.43115196, 1.9378915, negative
206.0, 30.0, 9.0, 0.0, 0.0, 0.7777774, 0.50184685, 0.83333206, 0.54772305, 123.333336, 112.77778, 139.66667, 117.55556, -31.666666, 49.0, -17.333334, 139.66667, 0.19250989, -2.2795098, negative
223.0, 141.0, 9.0, 0.11111111, 0.0, 2.111111, 1.8074076, 0.7777777, 0.16296323, 9.851851, 6.0, 16.555555, 7.0, -11.555555, 20.11111, -8.555555, 16.555555, 0.6402237, -2.191662, negative
88.0, 180.0, 9.0, 0.0, 0.0, 1.4999994, 0.93689823, 3.833332, 2.888675, 50.407406, 45.22222, 62.333332, 43.666668, -15.555555, 35.77778, -20.222221, 62.333332, 0.3009182, -2.0087192, negative
86.0, 193.0, 9.0, 0.0, 0.0, 3.2777793, 1.6521593, 2.222222, 1.8094397, 61.407406, 53.666668, 76.55556, 54.0, -23.222221, 45.444443, -22.222221, 76.55556, 0.29957896, -2.1093748, negative
35.0, 76.0, 9.0, 0.0, 0.11111111, 7.777778, 192.20744, 7.8333335, 201.72226, 13.518518, 8.444445, 19.444445, 12.666667, -15.222222, 17.777779, -2.5555556, 19.444445, 0.6374209, -2.5233247, negative
136.0, 216.0, 9.0, 0.11111111, 0.0, 2.7777774, 1.3277673, 2.7222226, 2.984528, 15.074074, 11.444445, 13.222222, 20.555555, -10.888889, -5.5555553, 16.444445, 20.555555, 0.44167453, 2.2845712, negative
2.0, 245.0, 9.0, 0.0, 0.0, 1.8888888, 2.162963, 3.1666667, 3.2777781, 6.4074073, 6.2222223, 6.0, 7.0, -0.5555556, -1.2222222, 1.7777778, 7.2222223, 0.19104938, 1.7566451, negative
183.0, 66.0, 9.0, 0.0, 0.0, 1.277778, 0.82775986, 2.555556, 1.8934586, 42.11111, 41.555557, 45.88889, 38.88889, -1.6666666, 11.333333, -9.666667, 45.88889, 0.15200906, -1.6838505, negative
101.0, 137.0, 9.0, 0.0, 0.0, 0.44444445, 0.50184834, 0.8333333, 0.8096638, 1.1481482, 0.22222222, 2.6666667, 0.5555556, -2.7777777, 4.5555553, -1.7777778, 2.6666667, 0.95, -2.2005885, negative
