@relation  vehicle
@attribute COMPACTNESS integer[73,119]
@attribute CIRCULARITY integer[33,59]
@attribute DISTANCECIRCULARITY integer[40,112]
@attribute RADIUSRATIO integer[104,333]
@attribute PRAXISASPECTRATIO integer[47,138]
@attribute MAXLENGTHASPECTRATIO integer[2,55]
@attribute SCATTERRATIO integer[112,265]
@attribute ELONGATEDNESS integer[26,61]
@attribute PRAXISRECTANGULAR integer[17,29]
@attribute LENGTHRECTANGULAR integer[118,188]
@attribute MAJORVARIANCE integer[130,320]
@attribute MINORVARIANCE integer[184,1018]
@attribute GYRATIONRADIUS integer[109,268]
@attribute MAJORSKEWNESS integer[59,135]
@attribute MINORSKEWNESS integer[0,22]
@attribute MINORKURTOSIS integer[0,41]
@attribute MAJORKURTOSIS integer[176,206]
@attribute HOLLOWSRATIO integer[181,211]
@attribute class{van,saab,bus,opel}
@inputs COMPACTNESS,CIRCULARITY,DISTANCECIRCULARITY,RADIUSRATIO,PRAXISASPECTRATIO,MAXLENGTHASPECTRATIO,SCATTERRATIO,ELONGATEDNESS,PRAXISRECTANGULAR,LENGTHRECTANGULAR,MAJORVARIANCE,MINORVARIANCE,GYRATIONRADIUS,MAJORSKEWNESS,MINORSKEWNESS,MINORKURTOSIS,MAJORKURTOSIS,HOLLOWSRATIO
@outputs class
@data
96, 46, 88, 160, 64, 9, 151, 44, 19, 148, 173, 339, 182, 70, 15, 11, 192, 199, van
88, 39, 76, 155, 62, 8, 137, 48, 18, 137, 156, 281, 124, 63, 3, 6, 201, 209, van
90, 44, 69, 152, 64, 7, 135, 49, 18, 145, 165, 272, 162, 75, 3, 2, 187, 191, van
87, 36, 53, 117, 58, 4, 118, 57, 17, 125, 138, 205, 138, 85, 9, 15, 180, 183, van
88, 41, 80, 147, 62, 8, 146, 45, 19, 144, 169, 318, 161, 71, 4, 16, 188, 197, van
93, 42, 64, 158, 68, 9, 134, 49, 18, 142, 163, 268, 170, 71, 7, 13, 192, 201, van
89, 41, 84, 141, 58, 9, 149, 45, 19, 145, 172, 330, 162, 72, 4, 18, 188, 200, van
88, 35, 60, 143, 59, 7, 128, 52, 18, 129, 147, 246, 109, 62, 1, 6, 202, 209, van
86, 36, 78, 146, 58, 7, 135, 50, 18, 124, 155, 270, 148, 66, 0, 25, 190, 195, saab
93, 43, 76, 149, 57, 7, 149, 44, 19, 143, 172, 335, 176, 69, 14, 0, 189, 194, saab
96, 50, 94, 215, 67, 9, 187, 35, 22, 158, 214, 525, 214, 67, 8, 6, 193, 201, saab
97, 41, 88, 184, 59, 9, 175, 38, 21, 140, 192, 459, 147, 63, 1, 5, 196, 205, saab
95, 37, 71, 171, 61, 9, 157, 43, 20, 134, 178, 365, 125, 63, 5, 40, 196, 208, saab
107, 51, 103, 182, 56, 11, 213, 31, 24, 162, 226, 673, 217, 72, 2, 4, 188, 198, saab
97, 55, 104, 219, 71, 9, 211, 32, 24, 171, 222, 658, 223, 74, 1, 24, 186, 196, saab
89, 48, 85, 189, 64, 8, 169, 39, 20, 153, 188, 427, 190, 64, 16, 5, 195, 201, saab
79, 38, 55, 120, 55, 5, 142, 48, 19, 128, 153, 295, 145, 81, 4, 2, 180, 183, saab
83, 36, 54, 119, 57, 6, 128, 53, 18, 125, 143, 238, 139, 82, 6, 3, 179, 183, saab
108, 53, 103, 202, 64, 10, 220, 30, 25, 168, 224, 711, 214, 73, 11, 10, 188, 199, saab
92, 45, 76, 162, 57, 7, 159, 41, 20, 147, 184, 381, 177, 69, 8, 10, 190, 195, saab
109, 47, 96, 206, 64, 9, 198, 33, 23, 150, 219, 586, 191, 70, 4, 13, 190, 198, saab
104, 51, 108, 193, 59, 11, 217, 31, 24, 163, 232, 694, 203, 72, 15, 22, 190, 201, saab
112, 50, 110, 186, 56, 11, 214, 31, 24, 159, 232, 676, 203, 71, 18, 27, 191, 202, saab
98, 55, 104, 213, 67, 9, 206, 32, 23, 167, 223, 629, 220, 72, 5, 19, 187, 196, saab
101, 52, 101, 197, 62, 9, 188, 35, 22, 162, 208, 527, 203, 67, 14, 15, 193, 202, saab
91, 39, 83, 170, 60, 8, 172, 38, 21, 134, 197, 445, 152, 72, 0, 10, 188, 194, saab
80, 38, 63, 129, 55, 7, 146, 46, 19, 130, 168, 314, 158, 83, 9, 20, 180, 185, saab
108, 53, 104, 181, 56, 11, 220, 31, 25, 167, 226, 712, 214, 72, 15, 18, 189, 199, saab
97, 53, 105, 225, 71, 12, 221, 30, 25, 167, 226, 713, 202, 70, 3, 20, 186, 200, saab
85, 33, 40, 115, 57, 3, 112, 61, 17, 119, 130, 184, 127, 86, 12, 21, 181, 183, saab
85, 44, 66, 125, 58, 6, 148, 45, 19, 145, 170, 323, 185, 84, 8, 1, 180, 183, bus
100, 41, 75, 205, 71, 5, 176, 36, 21, 138, 204, 479, 151, 72, 7, 19, 197, 197, bus
108, 57, 106, 177, 51, 5, 256, 26, 28, 170, 285, 966, 261, 87, 11, 2, 182, 181, bus
109, 52, 95, 189, 58, 4, 227, 29, 25, 158, 262, 776, 217, 82, 0, 19, 187, 186, bus
82, 41, 70, 155, 64, 7, 148, 45, 19, 138, 172, 328, 152, 72, 5, 17, 187, 195, bus
81, 45, 68, 154, 69, 22, 151, 45, 19, 147, 186, 335, 186, 88, 1, 10, 180, 185, bus
107, 55, 98, 199, 59, 7, 240, 27, 26, 168, 258, 866, 245, 80, 3, 1, 186, 184, bus
90, 42, 63, 126, 55, 7, 152, 45, 19, 142, 173, 336, 173, 81, 0, 15, 180, 184, bus
94, 44, 84, 216, 74, 6, 184, 35, 22, 145, 208, 525, 154, 73, 4, 22, 196, 197, bus
87, 44, 65, 124, 56, 6, 149, 46, 19, 144, 170, 321, 171, 87, 4, 12, 179, 182, bus
98, 38, 72, 192, 69, 5, 166, 38, 20, 131, 189, 427, 138, 70, 1, 3, 200, 202, bus
82, 44, 72, 150, 64, 7, 154, 44, 19, 144, 181, 350, 177, 80, 0, 16, 183, 187, bus
84, 45, 66, 154, 65, 6, 145, 46, 19, 144, 168, 312, 177, 73, 2, 3, 184, 188, bus
99, 47, 91, 226, 74, 5, 202, 32, 23, 148, 234, 629, 186, 79, 4, 11, 192, 191, bus
80, 43, 68, 123, 53, 7, 150, 46, 19, 147, 169, 327, 176, 81, 7, 14, 179, 184, bus
101, 42, 62, 175, 67, 6, 149, 43, 19, 139, 169, 341, 165, 65, 7, 11, 202, 209, bus
86, 47, 75, 165, 68, 6, 154, 43, 19, 146, 176, 356, 190, 74, 7, 3, 188, 194, bus
94, 37, 72, 193, 72, 6, 158, 41, 19, 133, 184, 385, 127, 70, 0, 14, 200, 204, bus
97, 38, 75, 188, 68, 6, 171, 37, 20, 129, 199, 450, 137, 74, 2, 6, 197, 199, bus
82, 43, 73, 158, 68, 7, 151, 44, 19, 145, 181, 337, 173, 80, 2, 17, 183, 188, bus
89, 42, 70, 148, 62, 7, 147, 45, 19, 143, 176, 323, 153, 76, 2, 6, 186, 189, bus
83, 41, 70, 155, 65, 7, 144, 46, 19, 141, 168, 309, 147, 71, 4, 12, 188, 195, bus
79, 40, 80, 133, 55, 7, 147, 47, 19, 135, 172, 311, 144, 76, 8, 30, 181, 193, opel
87, 49, 86, 190, 64, 9, 177, 37, 21, 153, 197, 471, 209, 67, 11, 7, 192, 199, opel
86, 44, 77, 155, 60, 7, 152, 44, 19, 141, 174, 345, 161, 72, 9, 0, 187, 192, opel
105, 55, 96, 181, 56, 9, 219, 30, 25, 175, 231, 713, 216, 74, 4, 5, 187, 194, opel
101, 49, 103, 212, 67, 10, 201, 33, 23, 156, 215, 601, 174, 69, 4, 11, 189, 196, opel
85, 38, 72, 130, 53, 9, 134, 51, 18, 132, 145, 261, 123, 65, 1, 24, 188, 198, opel
95, 57, 104, 228, 74, 10, 212, 31, 24, 175, 224, 670, 223, 74, 0, 4, 186, 193, opel
91, 35, 66, 159, 59, 7, 147, 45, 19, 131, 169, 322, 123, 64, 1, 1, 197, 203, opel
107, 52, 103, 186, 57, 11, 214, 31, 24, 162, 217, 676, 189, 66, 6, 5, 189, 198, opel
105, 52, 107, 207, 60, 11, 218, 31, 24, 167, 221, 701, 197, 66, 0, 20, 191, 203, opel
80, 36, 69, 127, 56, 7, 128, 53, 18, 124, 147, 240, 133, 70, 2, 21, 183, 191, opel
102, 54, 101, 190, 58, 10, 222, 30, 25, 171, 224, 728, 203, 71, 13, 6, 189, 198, opel
92, 46, 82, 170, 58, 8, 165, 40, 20, 149, 181, 409, 164, 61, 8, 11, 200, 208, opel
87, 38, 85, 177, 61, 8, 164, 40, 20, 129, 186, 402, 130, 63, 1, 25, 198, 205, opel
92, 43, 69, 158, 56, 7, 149, 44, 19, 143, 170, 333, 168, 63, 14, 18, 198, 203, opel
98, 55, 101, 228, 70, 9, 210, 31, 24, 168, 236, 661, 245, 72, 1, 6, 188, 197, opel
101, 53, 103, 203, 63, 9, 195, 34, 22, 162, 210, 571, 210, 68, 5, 5, 191, 198, opel
102, 43, 96, 197, 63, 10, 185, 36, 22, 142, 202, 513, 139, 65, 8, 12, 195, 204, opel
100, 52, 109, 225, 68, 10, 222, 30, 25, 165, 241, 731, 207, 73, 7, 28, 188, 199, opel
91, 52, 98, 196, 62, 9, 193, 34, 22, 161, 216, 562, 244, 69, 3, 1, 190, 199, opel
94, 39, 89, 194, 62, 9, 172, 38, 21, 135, 191, 444, 121, 63, 4, 23, 201, 209, opel
