@relation  vehicle
@attribute COMPACTNESS integer[73,119]
@attribute CIRCULARITY integer[33,59]
@attribute DISTANCECIRCULARITY integer[40,112]
@attribute RADIUSRATIO integer[104,333]
@attribute PRAXISASPECTRATIO integer[47,138]
@attribute MAXLENGTHASPECTRATIO integer[2,55]
@attribute SCATTERRATIO integer[112,265]
@attribute ELONGATEDNESS integer[26,61]
@attribute PRAXISRECTANGULAR integer[17,29]
@attribute LENGTHRECTANGULAR integer[118,188]
@attribute MAJORVARIANCE integer[130,320]
@attribute MINORVARIANCE integer[184,1018]
@attribute GYRATIONRADIUS integer[109,268]
@attribute MAJORSKEWNESS integer[59,135]
@attribute MINORSKEWNESS integer[0,22]
@attribute MINORKURTOSIS integer[0,41]
@attribute MAJORKURTOSIS integer[176,206]
@attribute HOLLOWSRATIO integer[181,211]
@attribute class{van,saab,bus,opel}
@inputs COMPACTNESS,CIRCULARITY,DISTANCECIRCULARITY,RADIUSRATIO,PRAXISASPECTRATIO,MAXLENGTHASPECTRATIO,SCATTERRATIO,ELONGATEDNESS,PRAXISRECTANGULAR,LENGTHRECTANGULAR,MAJORVARIANCE,MINORVARIANCE,GYRATIONRADIUS,MAJORSKEWNESS,MINORSKEWNESS,MINORKURTOSIS,MAJORKURTOSIS,HOLLOWSRATIO
@outputs class
@data
86, 39, 84, 149, 57, 8, 156, 43, 20, 133, 185, 358, 157, 74, 0, 23, 183, 190, opel
106, 53, 98, 203, 63, 11, 220, 30, 25, 167, 228, 710, 214, 71, 10, 24, 188, 197, opel
100, 45, 100, 209, 65, 8, 201, 32, 23, 147, 231, 611, 189, 72, 5, 5, 189, 195, opel
84, 38, 60, 128, 56, 5, 132, 50, 18, 130, 148, 261, 141, 75, 8, 4, 185, 188, opel
106, 55, 98, 224, 68, 11, 215, 31, 24, 170, 222, 679, 214, 68, 2, 29, 189, 201, opel
89, 38, 78, 153, 61, 7, 146, 46, 19, 127, 166, 314, 142, 69, 0, 9, 187, 194, opel
101, 52, 105, 162, 53, 10, 212, 31, 24, 163, 226, 669, 204, 74, 12, 11, 186, 194, opel
106, 53, 98, 192, 58, 11, 217, 31, 24, 166, 228, 693, 191, 71, 11, 24, 188, 198, opel
83, 39, 69, 127, 54, 5, 135, 49, 18, 131, 155, 274, 162, 69, 16, 6, 187, 190, opel
101, 55, 101, 183, 57, 13, 225, 30, 25, 177, 225, 741, 204, 71, 5, 10, 186, 198, opel
93, 47, 83, 165, 60, 7, 167, 40, 20, 147, 197, 417, 201, 73, 12, 4, 187, 192, opel
94, 37, 74, 169, 59, 7, 162, 41, 20, 133, 178, 394, 130, 63, 6, 6, 198, 204, opel
82, 39, 86, 140, 54, 7, 153, 45, 19, 134, 174, 338, 139, 71, 11, 18, 183, 189, opel
101, 56, 100, 215, 69, 10, 208, 32, 24, 169, 227, 651, 223, 74, 6, 5, 186, 193, opel
96, 52, 104, 222, 67, 9, 198, 33, 23, 163, 217, 589, 226, 67, 12, 20, 192, 201, opel
107, 45, 92, 197, 62, 10, 188, 35, 22, 148, 202, 526, 159, 64, 12, 20, 195, 203, opel
111, 54, 103, 171, 50, 11, 221, 30, 25, 172, 227, 727, 201, 69, 15, 6, 190, 198, opel
109, 48, 107, 215, 62, 10, 205, 32, 23, 158, 222, 624, 168, 65, 9, 32, 195, 206, opel
78, 36, 51, 116, 56, 4, 120, 57, 17, 124, 135, 209, 135, 84, 1, 12, 177, 184, opel
100, 57, 107, 207, 63, 11, 227, 30, 25, 180, 234, 756, 205, 72, 6, 19, 186, 198, opel
