@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
9, 47, 423, 5.222, 0.274, 0.747, 2.42, 116, 316, 48, negative
10, 152, 1520, 15.2, 0.297, 0.778, 2.17, 452, 1182, 208, negative
1, 27, 27, 27.0, 0.593, 1.0, 4.0, 16, 27, 4, negative
2, 17, 34, 8.5, 0.324, 1.0, 2.75, 11, 34, 4, negative
8, 23, 184, 2.875, 0.288, 1.0, 1.47, 53, 184, 36, negative
8, 83, 664, 10.375, 0.325, 0.908, 1.76, 216, 603, 123, negative
11, 84, 924, 7.636, 0.262, 0.82, 1.69, 242, 758, 143, negative
7, 14, 98, 2.0, 0.184, 0.612, 18.0, 18, 60, 1, negative
11, 26, 286, 2.364, 0.297, 0.941, 2.02, 85, 269, 42, negative
9, 64, 576, 7.111, 0.465, 0.899, 2.58, 268, 518, 104, negative
9, 46, 414, 5.111, 0.292, 0.676, 1.92, 121, 280, 63, negative
10, 130, 1300, 13.0, 0.425, 0.773, 2.79, 552, 1005, 198, negative
7, 122, 854, 17.429, 0.281, 0.626, 1.73, 240, 535, 139, negative
11, 8, 88, 0.727, 0.375, 0.602, 4.13, 33, 53, 8, negative
9, 20, 180, 2.222, 0.339, 0.872, 2.35, 61, 157, 26, negative
9, 82, 738, 9.111, 0.343, 0.913, 2.02, 253, 674, 125, negative
10, 81, 810, 8.1, 0.279, 0.81, 2.11, 226, 656, 107, negative
9, 20, 180, 2.222, 0.339, 0.772, 1.74, 61, 139, 35, negative
4, 8, 32, 2.0, 0.344, 0.781, 1.83, 11, 25, 6, negative
9, 86, 774, 9.556, 0.301, 0.647, 2.22, 233, 501, 105, negative
1, 19, 19, 19.0, 0.789, 1.0, 3.75, 15, 19, 4, positive
10, 123, 1230, 12.3, 0.362, 0.888, 2.99, 445, 1092, 149, negative
93, 4, 372, 0.043, 0.419, 0.565, 2.89, 156, 210, 54, positive
1, 61, 61, 61.0, 1.0, 1.0, 61.0, 61, 61, 1, positive
1, 9, 9, 9.0, 0.778, 1.0, 7.0, 7, 9, 1, negative
8, 2, 16, 0.25, 0.563, 0.563, 9.0, 9, 9, 1, negative
9, 33, 297, 3.667, 0.259, 0.774, 1.67, 77, 230, 46, negative
12, 118, 1416, 9.833, 0.253, 0.767, 1.95, 358, 1086, 184, negative
306, 465, 142290, 1.52, 0.055, 0.123, 2.69, 7861, 17452, 2925, positive
3, 7, 21, 2.333, 0.619, 0.619, 13.0, 13, 13, 1, negative
6, 17, 102, 2.833, 0.275, 0.824, 2.0, 28, 84, 14, negative
4, 16, 64, 4.0, 0.391, 0.938, 1.67, 25, 60, 15, negative
1, 52, 52, 52.0, 0.538, 1.0, 14.0, 28, 52, 2, positive
9, 21, 189, 2.333, 0.392, 0.899, 2.74, 74, 170, 27, negative
11, 67, 737, 6.091, 0.331, 0.844, 2.28, 244, 622, 107, negative
10, 79, 790, 7.9, 0.385, 0.88, 2.13, 304, 695, 143, negative
11, 97, 1067, 8.818, 0.297, 0.666, 2.4, 317, 711, 132, negative
11, 102, 1122, 9.273, 0.289, 0.829, 1.87, 324, 930, 173, negative
9, 81, 729, 9.0, 0.348, 0.927, 2.21, 254, 676, 115, negative
11, 8, 88, 0.727, 0.25, 1.0, 2.44, 22, 88, 9, negative
1, 124, 124, 124.0, 0.444, 1.0, 7.86, 55, 124, 7, positive
10, 64, 640, 6.4, 0.514, 0.966, 2.84, 329, 618, 116, negative
9, 36, 324, 4.0, 0.611, 0.926, 3.36, 198, 300, 59, negative
9, 47, 423, 5.222, 0.31, 0.78, 2.34, 131, 330, 56, negative
9, 41, 369, 4.556, 0.425, 0.962, 2.71, 157, 355, 58, negative
1, 55, 55, 55.0, 0.564, 1.0, 10.33, 31, 55, 3, positive
1, 115, 115, 115.0, 0.2, 1.0, 4.6, 23, 115, 5, positive
1, 46, 46, 46.0, 0.783, 1.0, 12.0, 36, 46, 3, positive
7, 17, 119, 2.429, 0.412, 0.933, 2.72, 49, 111, 18, negative
8, 32, 256, 4.0, 0.336, 0.789, 2.46, 86, 202, 35, negative
7, 100, 700, 14.286, 0.411, 0.849, 1.83, 288, 594, 157, negative
12, 8, 96, 0.667, 0.448, 0.656, 4.3, 43, 63, 10, negative
12, 23, 276, 1.917, 0.417, 0.623, 8.21, 115, 172, 14, negative
14, 18, 252, 1.286, 0.159, 0.607, 3.33, 40, 153, 12, negative
10, 51, 510, 5.1, 0.306, 0.855, 2.29, 156, 436, 68, negative
9, 37, 333, 4.111, 0.538, 0.901, 2.8, 179, 300, 64, negative
37, 101, 3737, 2.73, 0.282, 0.695, 2.44, 1053, 2596, 432, negative
10, 34, 340, 3.4, 0.421, 0.906, 2.01, 143, 308, 71, negative
12, 43, 516, 3.583, 0.357, 0.849, 2.71, 184, 438, 68, negative
11, 86, 946, 7.818, 0.332, 0.808, 2.2, 314, 764, 143, negative
9, 5, 45, 0.556, 0.711, 0.889, 10.67, 32, 40, 3, negative
9, 7, 63, 0.778, 0.349, 0.683, 2.2, 22, 43, 10, negative
10, 21, 210, 2.1, 0.362, 0.819, 2.11, 76, 172, 36, negative
9, 47, 423, 5.222, 0.371, 0.865, 2.75, 157, 366, 57, negative
9, 41, 369, 4.556, 0.507, 0.992, 3.28, 187, 366, 57, negative
1, 17, 17, 17.0, 0.412, 1.0, 1.75, 7, 17, 4, positive
8, 28, 224, 3.5, 0.259, 0.844, 1.93, 58, 189, 30, negative
11, 9, 99, 0.818, 0.465, 0.768, 3.83, 46, 76, 12, negative
11, 8, 88, 0.727, 0.602, 1.0, 4.08, 53, 88, 13, negative
212, 464, 98368, 2.189, 0.052, 0.07, 11.84, 5066, 6884, 428, positive
3, 286, 858, 95.333, 0.406, 0.427, 87.0, 348, 366, 4, positive
9, 37, 333, 4.111, 0.39, 0.811, 2.03, 130, 270, 64, negative
10, 80, 800, 8.0, 0.308, 0.838, 2.02, 246, 670, 122, negative
23, 26, 598, 1.13, 0.278, 0.96, 1.8, 166, 574, 92, negative
9, 99, 891, 11.0, 0.38, 0.93, 1.92, 339, 829, 177, negative
10, 65, 650, 6.5, 0.475, 0.971, 2.76, 309, 631, 112, negative
9, 36, 324, 4.0, 0.586, 0.948, 3.45, 190, 307, 55, negative
9, 7, 63, 0.778, 0.302, 0.603, 1.9, 19, 38, 10, negative
9, 22, 198, 2.444, 0.389, 0.843, 1.93, 77, 167, 40, negative
23, 118, 2714, 5.13, 0.293, 0.784, 2.06, 795, 2129, 385, negative
11, 125, 1375, 11.364, 0.432, 0.804, 3.03, 594, 1105, 196, negative
1, 18, 18, 18.0, 0.944, 1.0, 17.0, 17, 18, 1, positive
1, 117, 117, 117.0, 0.393, 1.0, 5.75, 46, 117, 8, positive
7, 42, 294, 6.0, 0.293, 0.857, 2.61, 86, 252, 33, negative
7, 16, 112, 2.286, 0.241, 0.634, 2.45, 27, 71, 11, negative
7, 2, 14, 0.286, 0.5, 0.929, 7.0, 7, 13, 1, negative
11, 9, 99, 0.818, 0.515, 0.768, 8.5, 51, 76, 6, negative
11, 7, 77, 0.636, 0.468, 0.481, 36.0, 36, 37, 1, negative
9, 20, 180, 2.222, 0.461, 1.0, 2.59, 83, 180, 32, negative
11, 98, 1078, 8.909, 0.397, 0.778, 2.61, 428, 839, 164, negative
1, 23, 23, 23.0, 0.826, 1.0, 19.0, 19, 23, 1, positive
9, 78, 702, 8.667, 0.329, 0.896, 2.1, 231, 629, 110, negative
21, 106, 2226, 5.048, 0.136, 0.396, 1.99, 302, 881, 152, negative
8, 12, 96, 1.5, 0.469, 1.0, 1.61, 45, 96, 28, negative
12, 102, 1224, 8.5, 0.257, 0.804, 1.77, 315, 984, 178, negative
9, 34, 306, 3.778, 0.363, 0.863, 1.76, 111, 264, 63, negative
8, 75, 600, 9.375, 0.373, 0.955, 1.95, 224, 573, 115, negative
11, 86, 946, 7.818, 0.289, 0.701, 1.98, 273, 663, 138, negative
9, 64, 576, 7.111, 0.491, 0.984, 2.57, 283, 567, 110, negative
11, 118, 1298, 10.727, 0.29, 0.798, 1.99, 376, 1036, 189, negative
8, 14, 112, 1.75, 0.268, 0.554, 3.0, 30, 62, 10, negative
8, 40, 320, 5.0, 0.409, 0.997, 2.22, 131, 319, 59, negative
8, 42, 336, 5.25, 0.39, 0.94, 2.43, 131, 316, 54, negative
13, 77, 1001, 5.923, 0.258, 0.564, 3.04, 258, 565, 85, negative
11, 9, 99, 0.818, 0.404, 0.717, 4.44, 40, 71, 9, negative
10, 8, 80, 0.8, 0.525, 0.875, 7.0, 42, 70, 6, negative
52, 461, 23972, 8.865, 0.192, 0.248, 11.52, 4607, 5938, 400, positive
9, 36, 324, 4.0, 0.506, 0.91, 2.93, 164, 295, 56, negative
9, 21, 189, 2.333, 0.317, 0.778, 2.61, 60, 147, 23, negative
9, 32, 288, 3.556, 0.354, 0.806, 1.7, 102, 232, 60, negative
9, 100, 900, 11.111, 0.276, 0.847, 1.91, 248, 762, 130, negative
9, 9, 81, 1.0, 0.16, 0.864, 1.63, 13, 70, 8, negative
12, 72, 864, 6.0, 0.281, 0.807, 2.15, 243, 697, 113, negative
9, 41, 369, 4.556, 0.374, 0.846, 2.06, 138, 312, 67, negative
11, 8, 88, 0.727, 0.261, 1.0, 2.09, 23, 88, 11, negative
9, 9, 81, 1.0, 0.383, 0.802, 2.38, 31, 65, 13, negative
8, 18, 144, 2.25, 0.472, 1.0, 2.52, 68, 144, 27, negative
7, 6, 42, 0.857, 0.5, 0.548, 21.0, 21, 23, 1, negative
10, 64, 640, 6.4, 0.477, 0.914, 2.8, 305, 585, 109, negative
10, 122, 1220, 12.2, 0.294, 0.689, 2.1, 359, 840, 171, negative
10, 125, 1250, 12.5, 0.456, 0.862, 2.92, 570, 1078, 195, negative
69, 3, 207, 0.043, 0.643, 0.952, 2.08, 133, 197, 64, positive
1, 14, 14, 14.0, 0.929, 1.0, 13.0, 13, 14, 1, positive
1, 36, 36, 36.0, 0.583, 1.0, 4.2, 21, 36, 5, positive
2, 52, 104, 26.0, 0.144, 0.702, 2.5, 15, 73, 6, negative
4, 17, 68, 4.25, 0.309, 0.559, 3.5, 21, 38, 6, negative
5, 44, 220, 8.8, 0.241, 0.791, 2.52, 53, 174, 21, negative
3, 183, 549, 61.0, 0.488, 0.577, 29.78, 268, 317, 9, positive
17, 77, 1309, 4.529, 0.314, 0.76, 2.94, 411, 995, 140, negative
11, 8, 88, 0.727, 0.705, 1.0, 8.86, 62, 88, 7, negative
25, 300, 7500, 12.0, 0.065, 0.071, 40.33, 484, 531, 12, positive
9, 12, 108, 1.333, 0.444, 1.0, 1.85, 48, 108, 26, negative
9, 64, 576, 7.111, 0.307, 0.842, 1.99, 177, 485, 89, negative
12, 83, 996, 6.917, 0.253, 0.756, 1.75, 252, 753, 144, negative
9, 64, 576, 7.111, 0.302, 0.92, 1.98, 174, 530, 88, negative
10, 98, 980, 9.8, 0.3, 0.781, 1.72, 294, 765, 171, negative
9, 36, 324, 4.0, 0.565, 0.944, 3.16, 183, 306, 58, negative
8, 46, 368, 5.75, 0.315, 0.938, 1.78, 116, 345, 65, negative
1, 35, 35, 35.0, 0.857, 1.0, 10.0, 30, 35, 3, positive
8, 43, 344, 5.375, 0.392, 0.927, 2.21, 135, 319, 61, negative
8, 5, 40, 0.625, 0.325, 0.9, 6.5, 13, 36, 2, negative
8, 50, 400, 6.25, 0.253, 0.8, 2.3, 101, 320, 44, negative
8, 21, 168, 2.625, 0.208, 0.762, 2.92, 35, 128, 12, negative
8, 59, 472, 7.375, 0.206, 0.691, 3.13, 97, 326, 31, negative
7, 121, 847, 17.286, 0.272, 0.646, 1.54, 230, 547, 149, negative
1, 148, 148, 148.0, 0.959, 1.0, 47.33, 142, 148, 3, positive
9, 36, 324, 4.0, 0.352, 0.806, 1.75, 114, 261, 65, negative
9, 12, 108, 1.333, 0.407, 0.898, 1.63, 44, 97, 27, negative
8, 82, 656, 10.25, 0.358, 0.84, 2.24, 235, 551, 105, negative
9, 46, 414, 5.111, 0.338, 0.872, 1.67, 140, 361, 84, negative
1, 84, 84, 84.0, 0.917, 1.0, 19.25, 77, 84, 4, positive
1, 73, 73, 73.0, 0.616, 1.0, 3.75, 45, 73, 12, positive
8, 46, 368, 5.75, 0.356, 0.927, 2.11, 131, 341, 62, negative
21, 2, 42, 0.095, 0.738, 0.738, 31.0, 31, 31, 1, positive
10, 31, 310, 3.1, 0.3, 0.813, 3.32, 93, 252, 28, negative
22, 72, 1584, 3.273, 0.469, 0.848, 8.64, 743, 1343, 86, negative
9, 76, 684, 8.444, 0.358, 0.795, 2.19, 245, 544, 112, negative
7, 190, 1330, 27.143, 0.293, 0.847, 1.79, 390, 1126, 218, negative
7, 49, 343, 7.0, 0.297, 0.641, 2.08, 102, 220, 49, negative
10, 35, 350, 3.5, 0.38, 0.829, 2.02, 133, 290, 66, negative
13, 65, 845, 5.0, 0.302, 0.677, 2.58, 255, 572, 99, negative
14, 1, 14, 0.071, 1.0, 1.0, 14.0, 14, 14, 1, positive
2, 6, 12, 3.0, 0.667, 1.0, 4.0, 8, 12, 2, positive
5, 39, 195, 7.8, 0.338, 0.882, 1.74, 66, 172, 38, negative
13, 1, 13, 0.077, 1.0, 1.0, 13.0, 13, 13, 1, positive
15, 1, 15, 0.067, 1.0, 1.0, 15.0, 15, 15, 1, positive
22, 72, 1584, 3.273, 0.52, 0.856, 10.04, 823, 1356, 82, negative
8, 72, 576, 9.0, 0.399, 0.811, 2.25, 230, 467, 102, negative
10, 94, 940, 9.4, 0.25, 0.721, 1.7, 235, 678, 138, negative
10, 108, 1080, 10.8, 0.297, 0.831, 1.84, 321, 897, 174, negative
13, 407, 5291, 31.308, 0.266, 0.649, 2.31, 1406, 3435, 609, negative
14, 410, 5740, 29.286, 0.241, 0.592, 2.4, 1382, 3400, 576, negative
12, 307, 3684, 25.583, 0.29, 0.771, 2.41, 1068, 2842, 444, negative
10, 34, 340, 3.4, 0.426, 0.656, 3.02, 145, 223, 48, negative
9, 33, 297, 3.667, 0.377, 0.842, 2.24, 112, 250, 50, negative
11, 79, 869, 7.182, 0.342, 0.841, 2.2, 297, 731, 135, negative
6, 114, 684, 19.0, 0.278, 0.741, 1.76, 190, 507, 108, negative
6, 90, 540, 15.0, 0.298, 0.77, 1.55, 161, 416, 104, negative
8, 46, 368, 5.75, 0.266, 0.886, 1.85, 98, 326, 53, negative
8, 17, 136, 2.125, 0.456, 0.824, 2.38, 62, 112, 26, negative
14, 217, 3038, 15.5, 0.268, 0.632, 2.12, 813, 1919, 383, negative
7, 71, 497, 10.143, 0.394, 0.958, 1.87, 196, 476, 105, negative
8, 133, 1064, 16.625, 0.272, 0.825, 1.78, 289, 878, 162, negative
6, 29, 174, 4.833, 0.333, 0.799, 1.53, 58, 139, 38, negative
12, 129, 1548, 10.75, 0.303, 0.711, 2.51, 469, 1100, 187, negative
9, 119, 1071, 13.222, 0.422, 0.965, 2.34, 452, 1033, 193, negative
7, 14, 98, 2.0, 0.49, 0.939, 2.53, 48, 92, 19, negative
12, 84, 1008, 7.0, 0.331, 0.792, 2.35, 334, 798, 142, negative
9, 107, 963, 11.889, 0.375, 0.861, 1.94, 361, 829, 186, negative
9, 45, 405, 5.0, 0.279, 0.785, 2.17, 113, 318, 52, negative
8, 190, 1520, 23.75, 0.326, 0.63, 2.22, 495, 957, 223, negative
8, 130, 1040, 16.25, 0.36, 0.876, 2.21, 374, 911, 169, negative
6, 50, 300, 8.333, 0.397, 0.713, 2.38, 119, 214, 50, negative
11, 35, 385, 3.182, 0.351, 0.652, 2.25, 135, 251, 60, negative
9, 42, 378, 4.667, 0.378, 0.841, 2.65, 143, 318, 54, negative
12, 410, 4920, 34.167, 0.324, 0.706, 2.47, 1595, 3474, 645, negative
13, 277, 3601, 21.308, 0.293, 0.636, 2.59, 1054, 2292, 407, negative
31, 71, 2201, 2.29, 0.159, 0.296, 10.29, 350, 651, 34, positive
9, 91, 819, 10.111, 0.321, 0.908, 1.95, 263, 744, 135, negative
8, 62, 496, 7.75, 0.363, 0.925, 2.12, 180, 459, 85, negative
9, 37, 333, 4.111, 0.517, 0.934, 2.82, 172, 311, 61, negative
3, 259, 777, 86.333, 0.411, 0.481, 13.29, 319, 374, 24, positive
12, 124, 1488, 10.333, 0.3, 0.869, 1.96, 447, 1293, 228, negative
9, 12, 108, 1.333, 0.62, 0.944, 4.79, 67, 102, 14, negative
9, 13, 117, 1.444, 0.53, 0.88, 3.26, 62, 103, 19, negative
9, 5, 45, 0.556, 0.467, 0.556, 10.5, 21, 25, 2, negative
13, 498, 6474, 38.308, 0.281, 0.688, 2.28, 1820, 4453, 799, negative
12, 497, 5964, 41.417, 0.269, 0.594, 2.44, 1605, 3544, 658, negative
9, 42, 378, 4.667, 0.384, 0.817, 2.38, 145, 309, 61, negative
8, 40, 320, 5.0, 0.463, 0.969, 2.47, 148, 310, 60, negative
12, 67, 804, 5.583, 0.35, 0.693, 2.84, 281, 557, 99, negative
6, 39, 234, 6.5, 0.303, 0.739, 1.58, 71, 173, 45, negative
5, 88, 440, 17.6, 0.364, 0.775, 1.67, 160, 341, 96, negative
22, 70, 1540, 3.182, 0.525, 0.838, 11.54, 808, 1290, 70, negative
7, 191, 1337, 27.286, 0.307, 0.748, 1.66, 411, 1000, 247, negative
8, 68, 544, 8.5, 0.336, 0.868, 1.91, 183, 472, 96, negative
8, 69, 552, 8.625, 0.312, 0.842, 1.91, 172, 465, 90, negative
10, 127, 1270, 12.7, 0.388, 0.798, 2.35, 493, 1014, 210, negative
9, 91, 819, 10.111, 0.233, 0.789, 1.71, 191, 646, 112, negative
8, 61, 488, 7.625, 0.316, 0.967, 2.03, 154, 472, 76, negative
5, 43, 215, 8.6, 0.405, 0.981, 1.61, 87, 211, 54, negative
38, 410, 15580, 10.789, 0.279, 0.696, 2.39, 4341, 10849, 1815, negative
11, 104, 1144, 9.455, 0.377, 0.779, 2.57, 431, 891, 168, negative
8, 185, 1480, 23.125, 0.265, 0.611, 1.97, 392, 905, 199, negative
27, 115, 3105, 4.259, 0.293, 0.672, 2.35, 910, 2087, 388, negative
8, 132, 1056, 16.5, 0.36, 0.921, 2.1, 380, 973, 181, negative
6, 101, 606, 16.833, 0.393, 0.752, 1.98, 238, 456, 120, negative
13, 348, 4524, 26.769, 0.308, 0.721, 2.57, 1395, 3262, 543, negative
10, 20, 200, 2.0, 0.4, 0.605, 3.48, 80, 121, 23, negative
12, 69, 828, 5.75, 0.4, 0.74, 3.48, 331, 613, 95, negative
10, 33, 330, 3.3, 0.282, 0.839, 1.82, 93, 277, 51, negative
7, 389, 2723, 55.571, 0.167, 0.584, 1.19, 455, 1591, 381, negative
18, 79, 1422, 4.389, 0.257, 0.616, 3.17, 365, 876, 115, negative
9, 23, 207, 2.556, 0.169, 0.319, 2.92, 35, 66, 12, negative
10, 26, 260, 2.6, 0.312, 0.577, 2.03, 81, 150, 40, negative
85, 69, 5865, 0.812, 0.165, 0.441, 1.44, 969, 2588, 674, positive
8, 67, 536, 8.375, 0.392, 0.724, 2.31, 210, 388, 91, negative
7, 12, 84, 1.714, 0.476, 0.762, 2.86, 40, 64, 14, negative
7, 26, 182, 3.714, 0.33, 0.786, 2.07, 60, 143, 29, negative
9, 272, 2448, 30.222, 0.269, 0.696, 1.93, 659, 1704, 342, negative
10, 272, 2720, 27.2, 0.232, 0.65, 1.98, 631, 1767, 319, negative
5, 12, 60, 2.4, 0.133, 0.267, 4.0, 8, 16, 2, positive
9, 198, 1782, 22.0, 0.289, 0.681, 1.88, 515, 1213, 274, negative
7, 22, 154, 3.143, 0.156, 0.519, 1.6, 24, 80, 15, negative
8, 21, 168, 2.625, 0.28, 0.923, 1.38, 47, 155, 34, negative
7, 7, 49, 1.0, 0.367, 1.0, 1.38, 18, 49, 13, negative
100, 49, 4900, 0.49, 0.093, 0.4, 1.77, 458, 1958, 259, positive
10, 7, 70, 0.7, 0.157, 0.6, 1.57, 11, 42, 7, positive
81, 49, 3969, 0.605, 0.113, 0.398, 2.26, 449, 1580, 199, positive
7, 47, 329, 6.714, 0.158, 0.289, 5.78, 52, 95, 9, positive
8, 9, 72, 1.125, 0.125, 0.319, 4.5, 9, 23, 2, positive
10, 272, 2720, 27.2, 0.206, 0.786, 1.4, 559, 2139, 399, negative
2, 49, 98, 24.5, 0.51, 0.51, 50.0, 50, 50, 1, positive
10, 100, 1000, 10.0, 0.212, 0.702, 1.45, 212, 702, 146, negative
8, 135, 1080, 16.875, 0.077, 0.294, 1.54, 83, 317, 54, negative
10, 261, 2610, 26.1, 0.183, 0.515, 1.49, 477, 1343, 321, negative
11, 272, 2992, 24.727, 0.171, 0.61, 1.47, 511, 1824, 348, negative
10, 93, 930, 9.3, 0.206, 0.794, 1.48, 192, 738, 130, negative
11, 271, 2981, 24.636, 0.162, 0.542, 1.36, 483, 1616, 355, negative
11, 189, 2079, 17.182, 0.174, 0.613, 1.41, 361, 1275, 256, negative
8, 65, 520, 8.125, 0.269, 0.725, 1.4, 140, 377, 100, negative
10, 147, 1470, 14.7, 0.168, 0.55, 1.29, 247, 809, 191, negative
10, 173, 1730, 17.3, 0.09, 0.375, 1.52, 155, 649, 102, negative
9, 258, 2322, 28.667, 0.173, 0.581, 1.28, 401, 1350, 313, negative
11, 243, 2673, 22.091, 0.117, 0.342, 1.41, 314, 914, 223, negative
7, 14, 98, 2.0, 0.357, 0.959, 1.84, 35, 94, 19, negative
8, 46, 368, 5.75, 0.285, 0.791, 1.42, 105, 291, 74, negative
8, 71, 568, 8.875, 0.136, 0.384, 1.31, 77, 218, 59, negative
6, 187, 1122, 31.167, 0.188, 0.591, 1.26, 211, 663, 168, negative
6, 15, 90, 2.5, 0.278, 0.744, 1.92, 25, 67, 13, negative
10, 215, 2150, 21.5, 0.133, 0.464, 1.2, 287, 997, 239, negative
8, 15, 120, 1.875, 0.3, 0.642, 1.57, 36, 77, 23, negative
2, 7, 14, 3.5, 0.5, 0.929, 3.5, 7, 13, 2, negative
7, 18, 126, 2.571, 0.31, 0.96, 1.39, 39, 121, 28, negative
1, 10, 10, 10.0, 0.8, 1.0, 4.0, 8, 10, 2, negative
5, 12, 60, 2.4, 0.317, 0.75, 1.46, 19, 45, 13, negative
5, 21, 105, 4.2, 0.295, 0.733, 1.48, 31, 77, 21, negative
5, 6, 30, 1.2, 0.333, 0.967, 2.5, 10, 29, 4, negative
5, 6, 30, 1.2, 0.367, 0.767, 3.67, 11, 23, 3, negative
5, 34, 170, 6.8, 0.224, 0.606, 1.31, 38, 103, 29, negative
5, 30, 150, 6.0, 0.36, 0.947, 1.26, 54, 142, 43, negative
7, 14, 98, 2.0, 0.337, 0.99, 1.65, 33, 97, 20, negative
7, 32, 224, 4.571, 0.339, 0.786, 1.46, 76, 176, 52, negative
9, 29, 261, 3.222, 0.234, 0.709, 1.3, 61, 185, 47, negative
4, 18, 72, 4.5, 0.333, 0.667, 1.71, 24, 48, 14, negative
9, 16, 144, 1.778, 0.222, 0.479, 1.33, 32, 69, 24, negative
7, 41, 287, 5.857, 0.209, 0.652, 1.36, 60, 187, 44, negative
6, 7, 42, 1.167, 0.405, 0.833, 1.89, 17, 35, 9, negative
6, 41, 246, 6.833, 0.232, 0.927, 1.3, 57, 228, 44, negative
7, 40, 280, 5.714, 0.229, 0.686, 1.28, 64, 192, 50, negative
7, 54, 378, 7.714, 0.267, 0.619, 1.42, 101, 234, 71, negative
5, 32, 160, 6.4, 0.431, 0.988, 1.47, 69, 158, 47, negative
5, 13, 65, 2.6, 0.262, 0.692, 1.42, 17, 45, 12, negative
6, 24, 144, 4.0, 0.257, 0.771, 1.42, 37, 111, 26, negative
6, 13, 78, 2.167, 0.282, 0.936, 1.57, 22, 73, 14, negative
1, 41, 41, 41.0, 0.78, 1.0, 4.57, 32, 41, 7, positive
10, 12, 120, 1.2, 0.225, 0.558, 2.7, 27, 67, 10, negative
10, 19, 190, 1.9, 0.142, 0.326, 3.0, 27, 62, 9, negative
1, 22, 22, 22.0, 0.5, 1.0, 1.83, 11, 22, 6, positive
10, 53, 530, 5.3, 0.215, 0.781, 1.44, 114, 414, 79, negative
8, 43, 344, 5.375, 0.212, 0.721, 1.4, 73, 248, 52, negative
7, 8, 56, 1.143, 0.375, 0.964, 1.62, 21, 54, 13, negative
7, 17, 119, 2.429, 0.395, 0.782, 1.81, 47, 93, 26, negative
