@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
9, 46, 414, 5.111, 0.29, 0.838, 2.18, 120, 347, 55, negative
15, 300, 4500, 20.0, 0.252, 0.576, 2.36, 1136, 2594, 481, negative
1, 39, 39, 39.0, 0.897, 1.0, 8.75, 35, 39, 4, positive
1, 17, 17, 17.0, 0.765, 1.0, 6.5, 13, 17, 2, positive
3, 56, 168, 18.667, 0.065, 0.5, 1.38, 11, 84, 8, negative
4, 32, 128, 8.0, 0.313, 1.0, 2.11, 40, 128, 19, negative
12, 9, 108, 0.75, 0.509, 0.657, 9.17, 55, 71, 6, negative
11, 9, 99, 0.818, 0.384, 0.727, 3.8, 38, 72, 10, negative
1, 45, 45, 45.0, 0.933, 1.0, 21.0, 42, 45, 2, positive
9, 39, 351, 4.333, 0.444, 0.923, 2.74, 156, 324, 57, negative
10, 97, 970, 9.7, 0.423, 0.832, 2.48, 410, 807, 165, negative
9, 36, 324, 4.0, 0.577, 0.948, 3.02, 187, 307, 62, negative
9, 37, 333, 4.111, 0.444, 0.898, 2.08, 148, 299, 71, negative
9, 21, 189, 2.333, 0.365, 0.905, 2.3, 69, 171, 30, negative
10, 67, 670, 6.7, 0.3, 0.745, 2.14, 201, 499, 94, negative
7, 11, 77, 1.571, 0.143, 0.558, 1.57, 11, 43, 7, negative
11, 94, 1034, 8.545, 0.257, 0.604, 2.18, 266, 625, 122, negative
9, 99, 891, 11.0, 0.312, 0.826, 2.16, 278, 736, 129, negative
11, 82, 902, 7.455, 0.236, 0.814, 1.97, 213, 734, 108, negative
9, 81, 729, 9.0, 0.322, 0.819, 2.22, 235, 597, 106, negative
9, 75, 675, 8.333, 0.369, 0.936, 2.09, 249, 632, 119, negative
12, 27, 324, 2.25, 0.318, 0.898, 2.64, 103, 291, 39, negative
10, 19, 190, 1.9, 0.363, 0.837, 2.46, 69, 159, 28, negative
9, 32, 288, 3.556, 0.299, 0.691, 2.1, 86, 199, 41, negative
7, 35, 245, 5.0, 0.494, 0.902, 2.57, 121, 221, 47, negative
8, 3, 24, 0.375, 0.5, 0.667, 3.0, 12, 16, 4, negative
8, 15, 120, 1.875, 0.258, 0.683, 3.88, 31, 82, 8, negative
8, 14, 112, 1.75, 0.277, 0.643, 2.82, 31, 72, 11, negative
7, 2, 14, 0.286, 0.643, 0.929, 2.25, 9, 13, 4, negative
8, 3, 24, 0.375, 0.458, 0.708, 2.75, 11, 17, 4, negative
10, 38, 380, 3.8, 0.397, 0.887, 2.7, 151, 337, 56, negative
10, 97, 970, 9.7, 0.425, 0.825, 2.71, 412, 800, 152, negative
8, 21, 168, 2.625, 0.548, 1.0, 3.54, 92, 168, 26, negative
9, 11, 99, 1.222, 0.343, 1.0, 1.42, 34, 99, 24, negative
8, 11, 88, 1.375, 0.443, 1.0, 1.63, 39, 88, 24, negative
9, 63, 567, 7.0, 0.289, 0.778, 1.98, 164, 441, 83, negative
12, 72, 864, 6.0, 0.228, 0.78, 1.79, 197, 674, 110, negative
8, 21, 168, 2.625, 0.363, 0.774, 1.69, 61, 130, 36, negative
9, 83, 747, 9.222, 0.289, 0.751, 1.93, 216, 561, 112, negative
9, 32, 288, 3.556, 0.302, 0.674, 2.17, 87, 194, 40, negative
9, 126, 1134, 14.0, 0.484, 0.953, 2.83, 549, 1081, 194, negative
9, 86, 774, 9.556, 0.3, 0.677, 2.13, 232, 524, 109, negative
8, 40, 320, 5.0, 0.456, 0.997, 2.7, 146, 319, 54, negative
8, 42, 336, 5.25, 0.423, 0.979, 2.37, 142, 329, 60, negative
15, 342, 5130, 22.8, 0.24, 0.548, 2.49, 1232, 2810, 495, negative
1, 17, 17, 17.0, 0.941, 1.0, 16.0, 16, 17, 1, positive
36, 172, 6192, 4.778, 0.128, 0.337, 4.84, 793, 2086, 164, positive
9, 93, 837, 10.333, 0.259, 0.895, 1.74, 217, 749, 125, negative
13, 217, 2821, 16.692, 0.361, 0.686, 3.05, 1019, 1934, 334, negative
13, 487, 6331, 37.462, 0.247, 0.63, 2.1, 1564, 3988, 745, negative
12, 168, 2016, 14.0, 0.255, 0.719, 2.1, 515, 1449, 245, negative
26, 1, 26, 0.038, 1.0, 1.0, 26.0, 26, 26, 1, positive
13, 1, 13, 0.077, 1.0, 1.0, 13.0, 13, 13, 1, positive
11, 1, 11, 0.091, 1.0, 1.0, 11.0, 11, 11, 1, positive
13, 106, 1378, 8.154, 0.306, 0.688, 2.37, 422, 948, 178, negative
7, 9, 63, 1.286, 0.143, 0.238, 9.0, 9, 15, 1, positive
6, 89, 534, 14.833, 0.303, 0.79, 1.82, 162, 422, 89, negative
8, 76, 608, 9.5, 0.475, 0.87, 2.73, 289, 529, 106, negative
11, 71, 781, 6.455, 0.37, 0.726, 2.41, 289, 567, 120, negative
8, 64, 512, 8.0, 0.336, 0.846, 2.12, 172, 433, 81, negative
10, 33, 330, 3.3, 0.394, 0.645, 3.25, 130, 213, 40, negative
15, 61, 915, 4.067, 0.247, 0.515, 1.87, 226, 471, 121, negative
9, 117, 1053, 13.0, 0.419, 0.947, 2.48, 441, 997, 178, negative
8, 14, 112, 1.75, 0.518, 0.964, 3.22, 58, 108, 18, negative
7, 114, 798, 16.286, 0.253, 0.741, 1.77, 202, 591, 114, negative
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, positive
22, 71, 1562, 3.227, 0.487, 0.834, 10.13, 760, 1302, 75, negative
10, 107, 1070, 10.7, 0.273, 0.738, 1.81, 292, 790, 161, negative
8, 62, 496, 7.75, 0.357, 0.968, 1.79, 177, 480, 99, negative
10, 128, 1280, 12.8, 0.355, 0.751, 2.25, 455, 961, 202, negative
3, 90, 270, 30.0, 0.511, 0.907, 2.34, 138, 245, 59, negative
9, 172, 1548, 19.111, 0.353, 0.799, 2.43, 546, 1237, 225, negative
10, 76, 760, 7.6, 0.474, 0.799, 3.03, 360, 607, 119, negative
8, 70, 560, 8.75, 0.463, 0.986, 2.31, 259, 552, 112, negative
10, 77, 770, 7.7, 0.469, 0.905, 2.64, 361, 697, 137, negative
6, 44, 264, 7.333, 0.447, 0.811, 2.11, 118, 214, 56, negative
13, 409, 5317, 31.462, 0.312, 0.602, 3.03, 1657, 3200, 547, negative
10, 124, 1240, 12.4, 0.473, 0.814, 3.43, 587, 1009, 171, negative
12, 128, 1536, 10.667, 0.339, 0.737, 2.91, 520, 1132, 179, negative
10, 119, 1190, 11.9, 0.39, 0.81, 2.75, 464, 964, 169, negative
3, 11, 33, 3.667, 0.364, 0.667, 3.0, 12, 22, 4, positive
7, 189, 1323, 27.0, 0.339, 0.704, 1.89, 449, 932, 237, negative
8, 70, 560, 8.75, 0.388, 0.841, 2.21, 217, 471, 98, negative
9, 77, 693, 8.556, 0.486, 0.97, 2.63, 337, 672, 128, negative
9, 106, 954, 11.778, 0.309, 0.791, 1.97, 295, 755, 150, negative
9, 43, 387, 4.778, 0.388, 0.886, 2.73, 150, 343, 55, negative
12, 84, 1008, 7.0, 0.43, 0.703, 3.52, 433, 709, 123, negative
12, 122, 1464, 10.167, 0.26, 0.881, 2.3, 381, 1290, 166, negative
11, 38, 418, 3.455, 0.328, 0.852, 1.96, 137, 356, 70, negative
12, 37, 444, 3.083, 0.41, 0.748, 3.87, 182, 332, 47, negative
12, 50, 600, 4.167, 0.345, 0.627, 2.72, 207, 376, 76, negative
10, 61, 610, 6.1, 0.487, 0.834, 3.13, 297, 509, 95, negative
7, 46, 322, 6.571, 0.298, 0.994, 2.18, 96, 320, 44, negative
7, 172, 1204, 24.571, 0.294, 0.967, 2.07, 354, 1164, 171, negative
7, 17, 119, 2.429, 0.412, 0.807, 2.58, 49, 96, 19, negative
8, 75, 600, 9.375, 0.375, 0.86, 2.05, 225, 516, 110, negative
6, 189, 1134, 31.5, 0.324, 0.83, 1.62, 367, 941, 227, negative
9, 76, 684, 8.444, 0.436, 0.955, 2.37, 298, 653, 126, negative
8, 108, 864, 13.5, 0.293, 0.897, 1.69, 253, 775, 150, negative
11, 34, 374, 3.091, 0.364, 0.642, 2.78, 136, 240, 49, negative
8, 123, 984, 15.375, 0.255, 0.827, 1.71, 251, 814, 147, negative
25, 115, 2875, 4.6, 0.296, 0.65, 2.56, 851, 1868, 333, negative
8, 74, 592, 9.25, 0.412, 0.845, 2.14, 244, 500, 114, negative
10, 105, 1050, 10.5, 0.234, 0.811, 1.7, 246, 852, 145, negative
6, 50, 300, 8.333, 0.327, 0.777, 2.0, 98, 233, 49, negative
10, 35, 350, 3.5, 0.434, 0.803, 2.34, 152, 281, 65, negative
12, 67, 804, 5.583, 0.376, 0.751, 2.99, 302, 604, 101, negative
10, 119, 1190, 11.9, 0.392, 0.891, 2.46, 467, 1060, 190, negative
9, 108, 972, 12.0, 0.364, 0.794, 2.15, 354, 772, 165, negative
10, 75, 750, 7.5, 0.451, 0.86, 2.84, 338, 645, 119, negative
8, 70, 560, 8.75, 0.464, 0.988, 2.36, 260, 553, 110, negative
10, 83, 830, 8.3, 0.425, 0.86, 2.92, 353, 714, 121, negative
6, 45, 270, 7.5, 0.456, 0.967, 1.64, 123, 261, 75, negative
10, 51, 510, 5.1, 0.41, 0.667, 3.12, 209, 340, 67, negative
33, 28, 924, 0.848, 0.098, 0.271, 5.69, 91, 250, 16, positive
10, 50, 500, 5.0, 0.472, 0.812, 2.74, 236, 406, 86, negative
6, 89, 534, 14.833, 0.403, 0.82, 2.03, 215, 438, 106, negative
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, negative
9, 17, 153, 1.889, 0.144, 0.458, 3.14, 22, 70, 7, positive
13, 13, 169, 1.0, 0.124, 0.45, 3.5, 21, 76, 6, positive
10, 271, 2710, 27.1, 0.249, 0.704, 1.89, 675, 1908, 358, negative
9, 271, 2439, 30.111, 0.285, 0.707, 1.82, 696, 1724, 382, negative
9, 272, 2448, 30.222, 0.277, 0.67, 1.86, 679, 1640, 365, negative
4, 7, 28, 1.75, 0.286, 1.0, 2.0, 8, 28, 4, positive
8, 55, 440, 6.875, 0.243, 0.657, 1.39, 107, 289, 77, negative
8, 240, 1920, 30.0, 0.194, 0.515, 1.34, 373, 988, 279, negative
8, 272, 2176, 34.0, 0.189, 0.688, 1.32, 411, 1497, 311, negative
7, 213, 1491, 30.429, 0.199, 0.733, 1.25, 296, 1093, 237, negative
11, 272, 2992, 24.727, 0.168, 0.595, 1.43, 504, 1781, 352, negative
5, 9, 45, 1.8, 0.178, 0.533, 1.6, 8, 24, 5, positive
8, 7, 56, 0.875, 0.393, 0.946, 2.0, 22, 53, 11, negative
7, 12, 84, 1.714, 0.369, 0.857, 1.55, 31, 72, 20, negative
7, 6, 42, 0.857, 0.214, 0.286, 9.0, 9, 12, 1, negative
6, 17, 102, 2.833, 0.343, 0.873, 1.3, 35, 89, 27, negative
16, 30, 480, 1.875, 0.133, 0.471, 2.29, 64, 226, 28, positive
6, 12, 72, 2.0, 0.139, 0.514, 1.43, 10, 37, 7, positive
6, 9, 54, 1.5, 0.148, 0.296, 4.0, 8, 16, 2, positive
8, 1, 8, 0.125, 0.875, 1.0, 7.0, 7, 8, 1, positive
6, 9, 54, 1.5, 0.352, 0.87, 1.58, 19, 47, 12, negative
8, 10, 80, 1.25, 0.313, 0.675, 1.92, 25, 54, 13, negative
10, 51, 510, 5.1, 0.22, 0.841, 1.29, 112, 429, 87, negative
8, 272, 2176, 34.0, 0.187, 0.568, 1.41, 407, 1236, 288, negative
8, 37, 296, 4.625, 0.182, 0.649, 1.35, 54, 192, 40, negative
8, 98, 784, 12.25, 0.282, 0.864, 1.42, 221, 677, 156, negative
10, 47, 470, 4.7, 0.223, 0.706, 1.62, 105, 332, 65, negative
11, 271, 2981, 24.636, 0.168, 0.598, 1.35, 502, 1784, 371, negative
8, 261, 2088, 32.625, 0.218, 0.773, 1.34, 455, 1615, 340, negative
10, 271, 2710, 27.1, 0.176, 0.574, 1.39, 476, 1556, 342, negative
9, 175, 1575, 19.444, 0.19, 0.568, 1.35, 299, 894, 221, negative
7, 17, 119, 2.429, 0.328, 0.731, 1.44, 39, 87, 27, negative
7, 8, 56, 1.143, 0.25, 0.768, 1.56, 14, 43, 9, negative
10, 271, 2710, 27.1, 0.168, 0.612, 1.29, 454, 1659, 351, negative
11, 103, 1133, 9.364, 0.156, 0.576, 1.44, 177, 653, 123, negative
8, 99, 792, 12.375, 0.199, 0.662, 1.39, 158, 524, 114, negative
7, 128, 896, 18.286, 0.203, 0.663, 1.33, 182, 594, 137, negative
5, 13, 65, 2.6, 0.308, 0.831, 1.82, 20, 54, 11, negative
5, 15, 75, 3.0, 0.4, 0.947, 1.67, 30, 71, 18, negative
7, 4, 28, 0.571, 0.357, 0.571, 5.0, 10, 16, 2, negative
4, 11, 44, 2.75, 0.364, 0.955, 1.33, 16, 42, 12, negative
5, 43, 215, 8.6, 0.233, 0.8, 1.35, 50, 172, 37, negative
10, 79, 790, 7.9, 0.163, 0.42, 1.25, 129, 332, 103, negative
6, 32, 192, 5.333, 0.292, 0.698, 1.37, 56, 134, 41, negative
7, 37, 259, 5.286, 0.243, 0.71, 1.34, 63, 184, 47, negative
1, 33, 33, 33.0, 0.667, 1.0, 3.67, 22, 33, 6, positive
14, 29, 406, 2.071, 0.14, 0.502, 1.63, 57, 204, 35, negative
9, 16, 144, 1.778, 0.208, 0.542, 2.14, 30, 78, 14, negative
6, 6, 36, 1.0, 0.306, 0.556, 3.67, 11, 20, 3, negative
6, 40, 240, 6.667, 0.221, 0.983, 1.26, 53, 236, 42, negative
4, 12, 48, 3.0, 0.146, 1.0, 1.0, 7, 48, 7, negative
9, 23, 207, 2.556, 0.246, 0.57, 1.82, 51, 118, 28, negative
6, 14, 84, 2.333, 0.274, 0.893, 1.64, 23, 75, 14, negative
6, 17, 102, 2.833, 0.382, 0.951, 1.63, 39, 97, 24, negative
7, 41, 287, 5.857, 0.185, 0.638, 1.51, 53, 183, 35, negative
9, 21, 189, 2.333, 0.175, 0.513, 1.65, 33, 97, 20, negative
10, 12, 120, 1.2, 0.142, 0.317, 2.83, 17, 38, 6, negative
10, 58, 580, 5.8, 0.081, 0.224, 1.62, 47, 130, 29, negative
7, 182, 1274, 26.0, 0.203, 0.62, 1.27, 259, 790, 204, negative
9, 107, 963, 11.889, 0.204, 0.683, 1.42, 196, 658, 138, negative
6, 7, 42, 1.167, 0.262, 0.786, 1.83, 11, 33, 6, negative
7, 6, 42, 0.857, 0.476, 0.881, 1.82, 20, 37, 11, negative
7, 19, 133, 2.714, 0.406, 1.0, 1.69, 54, 133, 32, negative
7, 16, 112, 2.286, 0.304, 0.696, 1.36, 34, 78, 25, negative
5, 8, 40, 1.6, 0.6, 0.975, 2.18, 24, 39, 11, negative
7, 49, 343, 7.0, 0.318, 0.735, 1.54, 109, 252, 71, negative
5, 17, 85, 3.4, 0.412, 0.941, 1.75, 35, 80, 20, negative
7, 14, 98, 2.0, 0.296, 0.898, 1.61, 29, 88, 18, negative
7, 4, 28, 0.571, 0.321, 1.0, 3.0, 9, 28, 3, negative
7, 38, 266, 5.429, 0.301, 0.85, 1.45, 80, 226, 55, negative
7, 30, 210, 4.286, 0.352, 0.79, 1.54, 74, 166, 48, negative
9, 46, 414, 5.111, 0.242, 0.575, 1.43, 100, 238, 70, negative
8, 38, 304, 4.75, 0.25, 0.73, 1.38, 76, 222, 55, negative
7, 29, 203, 4.143, 0.305, 0.837, 1.48, 62, 170, 42, negative
7, 19, 133, 2.714, 0.346, 1.0, 1.44, 46, 133, 32, negative
5, 15, 75, 3.0, 0.36, 0.933, 1.35, 27, 70, 20, negative
5, 5, 25, 1.0, 0.44, 1.0, 1.57, 11, 25, 7, negative
