@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.585, 0.465, 0.17, 0.9915, 0.3865, 0.224, 0.265, negative
I, 0.255, 0.195, 0.07, 0.0735, 0.0255, 0.02, 0.025, negative
I, 0.175, 0.125, 0.05, 0.0235, 0.0080, 0.0035, 0.0080, negative
M, 0.675, 0.555, 0.2, 1.4385, 0.545, 0.2665, 0.465, negative
F, 0.515, 0.405, 0.12, 0.646, 0.2895, 0.1405, 0.177, negative
I, 0.43, 0.34, 0.12, 0.3575, 0.151, 0.0645, 0.1045, negative
F, 0.545, 0.415, 0.16, 0.7715, 0.272, 0.1455, 0.2765, negative
M, 0.57, 0.465, 0.125, 0.849, 0.3785, 0.1765, 0.24, negative
F, 0.58, 0.46, 0.15, 0.9955, 0.429, 0.212, 0.26, positive
F, 0.57, 0.455, 0.165, 1.0595, 0.44, 0.2195, 0.285, negative
F, 0.64, 0.52, 0.175, 1.248, 0.4245, 0.2595, 0.48, negative
M, 0.31, 0.22, 0.085, 0.146, 0.061, 0.0365, 0.045, negative
M, 0.4, 0.29, 0.115, 0.2795, 0.1115, 0.0575, 0.075, negative
F, 0.345, 0.25, 0.09, 0.203, 0.078, 0.059, 0.055, negative
I, 0.53, 0.42, 0.185, 0.752, 0.299, 0.156, 0.205, negative
F, 0.46, 0.355, 0.13, 0.458, 0.192, 0.1055, 0.13, negative
I, 0.465, 0.38, 0.13, 0.454, 0.1895, 0.08, 0.155, negative
M, 0.255, 0.195, 0.065, 0.08, 0.0315, 0.018, 0.027, negative
F, 0.565, 0.45, 0.16, 0.795, 0.3605, 0.1555, 0.23, negative
I, 0.56, 0.44, 0.165, 0.8, 0.335, 0.1735, 0.25, negative
I, 0.52, 0.4, 0.145, 0.66, 0.267, 0.1055, 0.22, negative
F, 0.475, 0.35, 0.115, 0.452, 0.1715, 0.092, 0.155, negative
F, 0.545, 0.415, 0.15, 0.7335, 0.2795, 0.163, 0.2185, negative
F, 0.47, 0.355, 0.13, 0.5465, 0.2005, 0.126, 0.185, negative
F, 0.625, 0.49, 0.175, 1.233, 0.5565, 0.247, 0.365, negative
F, 0.41, 0.305, 0.1, 0.363, 0.1735, 0.065, 0.11, negative
I, 0.51, 0.4, 0.15, 0.745, 0.2865, 0.1675, 0.235, negative
I, 0.525, 0.41, 0.175, 0.874, 0.3585, 0.207, 0.205, negative
I, 0.575, 0.455, 0.18, 0.8525, 0.3015, 0.1825, 0.3, negative
I, 0.535, 0.42, 0.145, 0.926, 0.398, 0.1965, 0.25, negative
I, 0.47, 0.345, 0.115, 0.4885, 0.2005, 0.108, 0.166, negative
M, 0.37, 0.285, 0.1, 0.228, 0.0675, 0.0675, 0.081, negative
M, 0.35, 0.265, 0.09, 0.1775, 0.0575, 0.042, 0.068, negative
M, 0.415, 0.345, 0.135, 0.3865, 0.128, 0.07, 0.148, negative
F, 0.47, 0.355, 0.14, 0.433, 0.1525, 0.095, 0.152, negative
M, 0.32, 0.24, 0.085, 0.17, 0.0655, 0.047, 0.049, negative
M, 0.31, 0.225, 0.075, 0.1295, 0.0455, 0.0335, 0.044, negative
M, 0.345, 0.255, 0.08, 0.169, 0.06, 0.0425, 0.054, negative
I, 0.485, 0.38, 0.14, 0.673, 0.2175, 0.13, 0.195, negative
F, 0.5, 0.385, 0.115, 0.6785, 0.2945, 0.138, 0.195, negative
I, 0.53, 0.415, 0.145, 0.944, 0.3845, 0.185, 0.265, negative
M, 0.34, 0.265, 0.085, 0.1835, 0.077, 0.046, 0.065, negative
F, 0.43, 0.34, 0.12, 0.391, 0.1555, 0.095, 0.1405, negative
M, 0.36, 0.295, 0.1, 0.2105, 0.066, 0.0525, 0.075, negative
M, 0.355, 0.265, 0.09, 0.168, 0.05, 0.041, 0.063, negative
I, 0.62, 0.485, 0.18, 1.1785, 0.4675, 0.2655, 0.39, negative
M, 0.45, 0.34, 0.13, 0.3715, 0.1605, 0.0795, 0.105, negative
I, 0.46, 0.35, 0.12, 0.4885, 0.193, 0.105, 0.155, negative
M, 0.295, 0.215, 0.075, 0.129, 0.05, 0.0295, 0.04, negative
F, 0.555, 0.435, 0.165, 0.97, 0.336, 0.2315, 0.295, negative
F, 0.45, 0.35, 0.145, 0.5425, 0.1765, 0.123, 0.175, negative
M, 0.535, 0.405, 0.185, 0.8345, 0.3175, 0.1725, 0.29, negative
M, 0.51, 0.4, 0.14, 0.6515, 0.2455, 0.1665, 0.185, negative
M, 0.565, 0.44, 0.185, 0.909, 0.344, 0.2325, 0.255, negative
I, 0.165, 0.11, 0.02, 0.019, 0.0065, 0.0025, 0.0050, negative
F, 0.395, 0.315, 0.105, 0.3515, 0.1185, 0.091, 0.1195, negative
M, 0.385, 0.285, 0.105, 0.2905, 0.1215, 0.0685, 0.0875, negative
M, 0.415, 0.325, 0.14, 0.417, 0.1535, 0.1015, 0.144, negative
F, 0.345, 0.26, 0.09, 0.207, 0.0775, 0.0435, 0.0765, negative
M, 0.375, 0.3, 0.1, 0.2465, 0.104, 0.0475, 0.083, negative
I, 0.15, 0.1, 0.025, 0.015, 0.0045, 0.0040, 0.0050, negative
M, 0.555, 0.44, 0.15, 1.092, 0.416, 0.212, 0.4405, negative
M, 0.465, 0.36, 0.08, 0.488, 0.191, 0.125, 0.155, negative
F, 0.48, 0.375, 0.105, 0.525, 0.2185, 0.1195, 0.155, negative
M, 0.525, 0.4, 0.13, 0.8295, 0.2405, 0.1825, 0.275, negative
M, 0.52, 0.385, 0.115, 0.669, 0.2385, 0.172, 0.205, negative
F, 0.66, 0.52, 0.2, 1.676, 0.673, 0.4805, 0.45, negative
M, 0.485, 0.355, 0.12, 0.547, 0.215, 0.1615, 0.14, negative
F, 0.605, 0.46, 0.17, 1.122, 0.347, 0.3045, 0.315, negative
M, 0.65, 0.515, 0.175, 1.4805, 0.5295, 0.272, 0.525, negative
M, 0.615, 0.525, 0.155, 1.1375, 0.367, 0.236, 0.37, negative
F, 0.59, 0.445, 0.13, 1.1325, 0.3825, 0.234, 0.32, negative
F, 0.53, 0.455, 0.165, 0.9805, 0.3155, 0.2815, 0.2965, negative
M, 0.385, 0.275, 0.115, 0.2685, 0.0975, 0.0825, 0.085, negative
M, 0.49, 0.38, 0.14, 0.7605, 0.245, 0.167, 0.185, negative
M, 0.49, 0.38, 0.14, 0.6385, 0.2305, 0.142, 0.195, negative
M, 0.465, 0.35, 0.14, 0.5755, 0.2015, 0.1505, 0.19, negative
M, 0.56, 0.41, 0.165, 0.93, 0.3505, 0.237, 0.3, negative
M, 0.505, 0.385, 0.15, 0.6415, 0.246, 0.152, 0.215, negative
F, 0.6, 0.465, 0.165, 0.8875, 0.309, 0.246, 0.262, negative
F, 0.485, 0.375, 0.135, 0.556, 0.1925, 0.1315, 0.1685, negative
M, 0.58, 0.465, 0.16, 1.0345, 0.315, 0.26, 0.3635, negative
M, 0.53, 0.41, 0.155, 0.7155, 0.2805, 0.1685, 0.214, negative
M, 0.52, 0.42, 0.16, 0.745, 0.255, 0.157, 0.2885, negative
I, 0.335, 0.25, 0.08, 0.183, 0.0735, 0.04, 0.0575, negative
I, 0.35, 0.27, 0.09, 0.2055, 0.075, 0.0575, 0.062, negative
M, 0.415, 0.305, 0.1, 0.325, 0.156, 0.0505, 0.091, negative
I, 0.425, 0.325, 0.1, 0.398, 0.1185, 0.0645, 0.0945, negative
M, 0.47, 0.375, 0.12, 0.5805, 0.266, 0.0935, 0.169, negative
I, 0.485, 0.355, 0.105, 0.498, 0.2175, 0.096, 0.1525, negative
M, 0.505, 0.44, 0.14, 0.8275, 0.3415, 0.1855, 0.239, negative
M, 0.55, 0.45, 0.15, 1.0145, 0.407, 0.2015, 0.2875, negative
M, 0.57, 0.455, 0.15, 0.952, 0.3895, 0.2155, 0.2745, negative
F, 0.595, 0.465, 0.14, 1.113, 0.5175, 0.244, 0.305, negative
M, 0.6, 0.495, 0.175, 1.29, 0.606, 0.276, 0.3445, negative
M, 0.605, 0.455, 0.16, 1.1035, 0.421, 0.3015, 0.325, negative
F, 0.615, 0.5, 0.175, 1.377, 0.5585, 0.33, 0.292, negative
F, 0.625, 0.49, 0.155, 1.2085, 0.465, 0.162, 0.411, negative
M, 0.655, 0.58, 0.205, 2.0805, 0.959, 0.3415, 0.601, negative
M, 0.66, 0.53, 0.17, 1.3905, 0.5905, 0.212, 0.453, negative
M, 0.66, 0.52, 0.19, 1.558, 0.755, 0.298, 0.4, negative
I, 0.3, 0.235, 0.08, 0.131, 0.05, 0.0265, 0.043, negative
I, 0.33, 0.265, 0.085, 0.196, 0.0775, 0.0305, 0.0445, negative
I, 0.34, 0.25, 0.075, 0.1785, 0.0665, 0.0455, 0.045, negative
I, 0.37, 0.29, 0.095, 0.249, 0.1045, 0.058, 0.067, negative
I, 0.41, 0.305, 0.09, 0.3535, 0.157, 0.0745, 0.1, negative
I, 0.425, 0.315, 0.1, 0.377, 0.1645, 0.072, 0.105, negative
I, 0.445, 0.35, 0.13, 0.4195, 0.1695, 0.0945, 0.1195, negative
I, 0.455, 0.355, 0.125, 0.5325, 0.225, 0.126, 0.1465, negative
I, 0.465, 0.345, 0.11, 0.4415, 0.1755, 0.0905, 0.12, negative
F, 0.465, 0.35, 0.125, 0.482, 0.23, 0.106, 0.1095, negative
M, 0.47, 0.365, 0.12, 0.612, 0.327, 0.15, 0.14, negative
F, 0.47, 0.365, 0.12, 0.582, 0.29, 0.092, 0.146, negative
M, 0.48, 0.385, 0.145, 0.64, 0.2925, 0.1405, 0.1575, negative
M, 0.48, 0.36, 0.1, 0.439, 0.194, 0.099, 0.115, negative
M, 0.51, 0.39, 0.135, 0.769, 0.3935, 0.1455, 0.19, negative
M, 0.51, 0.41, 0.145, 0.796, 0.3865, 0.1815, 0.1955, negative
M, 0.57, 0.445, 0.14, 1.0635, 0.5265, 0.2195, 0.24, negative
F, 0.58, 0.45, 0.145, 1.137, 0.5585, 0.22, 0.29, negative
F, 0.595, 0.47, 0.155, 1.121, 0.4515, 0.178, 0.155, negative
M, 0.605, 0.475, 0.155, 1.161, 0.572, 0.2455, 0.275, negative
M, 0.63, 0.48, 0.15, 1.1785, 0.5185, 0.248, 0.3235, negative
M, 0.64, 0.505, 0.155, 1.4025, 0.705, 0.2655, 0.335, negative
F, 0.645, 0.505, 0.165, 1.4325, 0.684, 0.308, 0.336, negative
F, 0.655, 0.46, 0.16, 1.494, 0.6895, 0.331, 0.1825, negative
M, 0.66, 0.495, 0.195, 1.6275, 0.594, 0.3595, 0.485, negative
F, 0.675, 0.57, 0.225, 1.587, 0.739, 0.2995, 0.435, negative
I, 0.195, 0.15, 0.045, 0.0375, 0.018, 0.0060, 0.011, negative
I, 0.405, 0.3, 0.11, 0.32, 0.172, 0.044, 0.093, negative
I, 0.445, 0.335, 0.11, 0.411, 0.1985, 0.0935, 0.109, negative
I, 0.45, 0.34, 0.12, 0.4925, 0.241, 0.1075, 0.12, negative
I, 0.45, 0.33, 0.105, 0.3715, 0.1865, 0.0785, 0.0975, negative
I, 0.48, 0.38, 0.125, 0.6245, 0.3395, 0.1085, 0.1665, negative
M, 0.49, 0.465, 0.125, 0.5225, 0.235, 0.13, 0.141, negative
I, 0.525, 0.4, 0.14, 0.601, 0.2625, 0.1285, 0.1835, negative
I, 0.54, 0.42, 0.14, 0.6665, 0.3125, 0.138, 0.1895, negative
M, 0.545, 0.41, 0.12, 0.793, 0.434, 0.1405, 0.19, negative
M, 0.545, 0.415, 0.14, 0.82, 0.4615, 0.127, 0.218, negative
F, 0.55, 0.43, 0.15, 0.84, 0.395, 0.195, 0.223, negative
M, 0.58, 0.455, 0.15, 1.114, 0.4765, 0.2155, 0.265, negative
M, 0.58, 0.45, 0.14, 0.9615, 0.486, 0.1815, 0.253, negative
F, 0.58, 0.45, 0.155, 0.93, 0.385, 0.246, 0.265, negative
M, 0.6, 0.455, 0.17, 1.1915, 0.696, 0.2395, 0.24, negative
F, 0.6, 0.465, 0.15, 1.1025, 0.5455, 0.262, 0.25, negative
M, 0.61, 0.485, 0.16, 1.0145, 0.5315, 0.212, 0.2415, negative
M, 0.62, 0.47, 0.135, 1.0195, 0.5315, 0.2005, 0.2475, negative
M, 0.655, 0.515, 0.16, 1.31, 0.553, 0.369, 0.345, negative
F, 0.685, 0.54, 0.215, 1.7025, 0.664, 0.3655, 0.4735, negative
F, 0.72, 0.58, 0.195, 2.103, 1.0265, 0.48, 0.5375, negative
M, 0.735, 0.585, 0.185, 2.124, 0.952, 0.55, 0.5, negative
M, 0.755, 0.58, 0.205, 2.0065, 0.8295, 0.4015, 0.595, negative
I, 0.25, 0.19, 0.065, 0.0835, 0.039, 0.015, 0.025, negative
I, 0.33, 0.205, 0.095, 0.1595, 0.077, 0.032, 0.0435, negative
I, 0.35, 0.27, 0.075, 0.215, 0.1, 0.036, 0.065, negative
I, 0.36, 0.27, 0.085, 0.196, 0.0875, 0.035, 0.064, negative
I, 0.365, 0.27, 0.085, 0.1875, 0.081, 0.042, 0.058, negative
I, 0.375, 0.29, 0.095, 0.213, 0.096, 0.041, 0.061, negative
I, 0.375, 0.29, 0.085, 0.2385, 0.118, 0.045, 0.0695, negative
I, 0.375, 0.28, 0.08, 0.2025, 0.0825, 0.048, 0.065, negative
I, 0.375, 0.27, 0.085, 0.218, 0.0945, 0.039, 0.07, negative
I, 0.385, 0.3, 0.095, 0.302, 0.152, 0.0615, 0.0735, negative
I, 0.45, 0.33, 0.105, 0.448, 0.208, 0.089, 0.12, negative
I, 0.47, 0.365, 0.1, 0.411, 0.175, 0.0855, 0.135, negative
I, 0.495, 0.38, 0.13, 0.5125, 0.2185, 0.116, 0.16, negative
I, 0.5, 0.375, 0.145, 0.5795, 0.239, 0.1375, 0.185, negative
I, 0.5, 0.41, 0.14, 0.6615, 0.2585, 0.1625, 0.196, negative
I, 0.505, 0.405, 0.13, 0.6015, 0.3015, 0.11, 0.18, negative
I, 0.505, 0.395, 0.105, 0.551, 0.248, 0.103, 0.171, negative
I, 0.515, 0.42, 0.135, 0.711, 0.337, 0.144, 0.205, negative
I, 0.525, 0.4, 0.125, 0.6965, 0.369, 0.1385, 0.164, negative
I, 0.545, 0.435, 0.135, 0.7715, 0.372, 0.148, 0.227, negative
I, 0.545, 0.405, 0.135, 0.5945, 0.27, 0.1185, 0.185, negative
F, 0.55, 0.405, 0.125, 0.651, 0.2965, 0.137, 0.2, negative
I, 0.555, 0.43, 0.14, 0.7665, 0.341, 0.165, 0.23, negative
I, 0.57, 0.44, 0.13, 0.7665, 0.347, 0.1785, 0.202, negative
M, 0.585, 0.49, 0.185, 1.171, 0.522, 0.2535, 0.335, negative
M, 0.585, 0.475, 0.15, 1.065, 0.5315, 0.199, 0.2885, negative
F, 0.595, 0.465, 0.15, 0.98, 0.4115, 0.196, 0.2255, negative
M, 0.6, 0.48, 0.155, 1.014, 0.451, 0.1885, 0.325, negative
I, 0.6, 0.475, 0.15, 1.12, 0.565, 0.2465, 0.27, negative
M, 0.6, 0.46, 0.155, 0.9595, 0.4455, 0.189, 0.295, negative
F, 0.605, 0.475, 0.175, 1.076, 0.463, 0.2195, 0.335, negative
F, 0.605, 0.47, 0.16, 1.0835, 0.5405, 0.2215, 0.275, negative
M, 0.61, 0.45, 0.15, 0.871, 0.407, 0.1835, 0.25, negative
M, 0.61, 0.475, 0.17, 1.0265, 0.435, 0.2335, 0.3035, negative
M, 0.615, 0.47, 0.165, 1.128, 0.4465, 0.2195, 0.34, negative
M, 0.625, 0.455, 0.17, 1.082, 0.4955, 0.2345, 0.315, negative
I, 0.63, 0.505, 0.18, 1.272, 0.6025, 0.295, 0.315, negative
M, 0.64, 0.565, 0.23, 1.521, 0.644, 0.372, 0.406, negative
M, 0.655, 0.535, 0.205, 1.6445, 0.7305, 0.3595, 0.46, negative
F, 0.66, 0.495, 0.21, 1.548, 0.724, 0.3525, 0.3925, negative
F, 0.66, 0.515, 0.17, 1.337, 0.615, 0.3125, 0.3575, negative
F, 0.67, 0.53, 0.225, 1.5615, 0.63, 0.487, 0.3725, negative
M, 0.705, 0.565, 0.515, 2.21, 1.1075, 0.4865, 0.512, negative
F, 0.73, 0.58, 0.19, 1.7375, 0.6785, 0.4345, 0.52, negative
I, 0.365, 0.265, 0.135, 0.2215, 0.105, 0.047, 0.0605, negative
I, 0.37, 0.27, 0.095, 0.232, 0.1325, 0.041, 0.0615, negative
I, 0.375, 0.28, 0.085, 0.3155, 0.187, 0.046, 0.067, negative
I, 0.405, 0.31, 0.095, 0.3425, 0.1785, 0.064, 0.0855, negative
I, 0.44, 0.34, 0.105, 0.369, 0.164, 0.08, 0.1015, negative
I, 0.46, 0.355, 0.11, 0.436, 0.1975, 0.096, 0.125, negative
I, 0.47, 0.345, 0.14, 0.4615, 0.229, 0.1105, 0.116, negative
I, 0.47, 0.35, 0.125, 0.4315, 0.19, 0.1165, 0.1175, negative
I, 0.53, 0.43, 0.13, 0.7045, 0.346, 0.1415, 0.189, negative
M, 0.575, 0.465, 0.15, 1.08, 0.595, 0.2065, 0.238, negative
F, 0.58, 0.46, 0.175, 1.165, 0.65, 0.2205, 0.3055, negative
M, 0.59, 0.44, 0.15, 0.8725, 0.387, 0.215, 0.245, negative
M, 0.6, 0.455, 0.155, 0.945, 0.4365, 0.2085, 0.25, negative
F, 0.605, 0.515, 0.17, 1.289, 0.6, 0.2945, 0.3315, negative
I, 0.615, 0.475, 0.13, 0.8425, 0.353, 0.1915, 0.251, negative
M, 0.63, 0.47, 0.145, 1.1005, 0.52, 0.26, 0.276, negative
M, 0.63, 0.455, 0.15, 1.1315, 0.481, 0.2745, 0.305, negative
F, 0.645, 0.505, 0.165, 1.318, 0.55, 0.3015, 0.335, negative
F, 0.65, 0.5, 0.16, 1.3825, 0.702, 0.304, 0.3195, negative
M, 0.65, 0.485, 0.14, 1.175, 0.475, 0.2435, 0.215, negative
M, 0.66, 0.505, 0.165, 1.374, 0.589, 0.351, 0.345, negative
M, 0.67, 0.51, 0.175, 1.5265, 0.651, 0.4475, 0.345, negative
M, 0.67, 0.5, 0.19, 1.519, 0.616, 0.388, 0.415, negative
M, 0.68, 0.515, 0.17, 1.6115, 0.8415, 0.306, 0.395, negative
M, 0.72, 0.565, 0.2, 2.1055, 1.017, 0.363, 0.494, negative
M, 0.74, 0.57, 0.18, 1.8725, 0.9115, 0.427, 0.446, negative
M, 0.75, 0.55, 0.18, 1.893, 0.942, 0.397, 0.445, negative
I, 0.365, 0.27, 0.085, 0.2225, 0.0935, 0.0525, 0.066, negative
I, 0.38, 0.29, 0.1, 0.237, 0.108, 0.0395, 0.082, negative
I, 0.425, 0.315, 0.08, 0.303, 0.131, 0.0585, 0.095, negative
I, 0.455, 0.36, 0.115, 0.457, 0.2085, 0.0855, 0.147, negative
I, 0.46, 0.35, 0.11, 0.4, 0.176, 0.083, 0.1205, negative
I, 0.465, 0.37, 0.12, 0.4365, 0.188, 0.0815, 0.147, negative
I, 0.47, 0.355, 0.125, 0.499, 0.21, 0.0985, 0.155, negative
M, 0.475, 0.36, 0.1, 0.4285, 0.1965, 0.099, 0.112, negative
M, 0.48, 0.355, 0.16, 0.464, 0.221, 0.106, 0.239, negative
I, 0.495, 0.37, 0.125, 0.4715, 0.2075, 0.091, 0.15, negative
I, 0.54, 0.425, 0.13, 0.7205, 0.2955, 0.169, 0.225, negative
I, 0.545, 0.4, 0.13, 0.686, 0.3285, 0.1455, 0.18, negative
