@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.495, 0.395, 0.135, 0.6335, 0.3035, 0.1295, 0.1495, negative
F, 0.53, 0.425, 0.15, 0.8495, 0.328, 0.232, 0.202, negative
F, 0.535, 0.4, 0.135, 0.8215, 0.3935, 0.196, 0.205, negative
M, 0.535, 0.43, 0.14, 0.7165, 0.2855, 0.1595, 0.2155, negative
M, 0.535, 0.435, 0.14, 0.874, 0.3735, 0.229, 0.2195, negative
F, 0.55, 0.43, 0.14, 0.8105, 0.368, 0.161, 0.275, negative
F, 0.56, 0.455, 0.16, 0.967, 0.4525, 0.207, 0.274, negative
F, 0.58, 0.46, 0.15, 1.1155, 0.5575, 0.2255, 0.29, negative
M, 0.58, 0.49, 0.13, 1.1335, 0.586, 0.2565, 0.237, negative
F, 0.595, 0.45, 0.15, 1.114, 0.5865, 0.2205, 0.25, negative
F, 0.62, 0.51, 0.18, 1.3315, 0.594, 0.276, 0.388, negative
F, 0.625, 0.48, 0.17, 1.3525, 0.6235, 0.278, 0.365, negative
F, 0.63, 0.495, 0.165, 1.3075, 0.599, 0.284, 0.315, negative
F, 0.64, 0.5, 0.175, 1.394, 0.4935, 0.291, 0.4, negative
M, 0.645, 0.52, 0.175, 1.636, 0.779, 0.342, 0.432, negative
M, 0.645, 0.52, 0.175, 1.561, 0.709, 0.3555, 0.4, negative
M, 0.65, 0.52, 0.21, 1.6785, 0.6665, 0.308, 0.46, negative
M, 0.65, 0.525, 0.185, 1.622, 0.6645, 0.3225, 0.477, negative
M, 0.68, 0.535, 0.185, 1.607, 0.7245, 0.3215, 0.498, negative
I, 0.25, 0.18, 0.065, 0.0685, 0.0245, 0.0155, 0.0225, negative
I, 0.265, 0.195, 0.055, 0.084, 0.0365, 0.0175, 0.025, negative
I, 0.275, 0.195, 0.065, 0.106, 0.054, 0.02, 0.028, negative
I, 0.285, 0.22, 0.065, 0.096, 0.0405, 0.0205, 0.03, negative
I, 0.315, 0.235, 0.055, 0.151, 0.065, 0.027, 0.039, negative
I, 0.37, 0.28, 0.1, 0.221, 0.1165, 0.0265, 0.0635, negative
I, 0.375, 0.275, 0.1, 0.2325, 0.1165, 0.042, 0.065, negative
I, 0.42, 0.32, 0.11, 0.3625, 0.174, 0.0635, 0.105, negative
I, 0.42, 0.31, 0.095, 0.279, 0.1255, 0.051, 0.088, negative
I, 0.425, 0.325, 0.115, 0.3685, 0.162, 0.0865, 0.1045, negative
I, 0.435, 0.345, 0.115, 0.418, 0.222, 0.0735, 0.106, negative
I, 0.445, 0.345, 0.105, 0.409, 0.1675, 0.1015, 0.117, negative
I, 0.5, 0.375, 0.14, 0.5495, 0.248, 0.112, 0.1585, negative
I, 0.5, 0.375, 0.12, 0.542, 0.215, 0.116, 0.17, negative
I, 0.51, 0.38, 0.115, 0.5155, 0.215, 0.1135, 0.166, negative
I, 0.52, 0.38, 0.125, 0.5545, 0.288, 0.1295, 0.167, negative
M, 0.525, 0.405, 0.12, 0.7555, 0.3755, 0.1555, 0.201, negative
I, 0.53, 0.4, 0.125, 0.617, 0.279, 0.127, 0.19, negative
I, 0.535, 0.39, 0.125, 0.599, 0.2595, 0.149, 0.169, negative
M, 0.56, 0.415, 0.145, 0.852, 0.43, 0.1885, 0.205, negative
M, 0.565, 0.435, 0.15, 0.99, 0.5795, 0.1825, 0.206, negative
F, 0.565, 0.45, 0.175, 1.0095, 0.447, 0.2375, 0.2645, negative
M, 0.57, 0.46, 0.15, 1.0375, 0.5415, 0.2035, 0.25, negative
F, 0.575, 0.45, 0.16, 1.068, 0.556, 0.214, 0.2575, negative
M, 0.575, 0.455, 0.135, 0.907, 0.4245, 0.197, 0.26, negative
I, 0.575, 0.435, 0.13, 0.805, 0.3155, 0.2155, 0.245, negative
M, 0.585, 0.46, 0.145, 0.9335, 0.478, 0.1825, 0.235, negative
F, 0.605, 0.47, 0.165, 1.1775, 0.611, 0.2275, 0.292, negative
F, 0.615, 0.465, 0.15, 0.923, 0.4615, 0.1825, 0.2415, negative
F, 0.635, 0.495, 0.015, 1.1565, 0.5115, 0.308, 0.2885, negative
M, 0.645, 0.53, 0.195, 1.39, 0.6465, 0.2945, 0.3735, negative
F, 0.655, 0.51, 0.175, 1.415, 0.5885, 0.3725, 0.364, negative
F, 0.66, 0.53, 0.185, 1.346, 0.546, 0.2705, 0.476, negative
M, 0.665, 0.525, 0.16, 1.363, 0.629, 0.279, 0.34, negative
I, 0.665, 0.5, 0.17, 1.2975, 0.6035, 0.291, 0.3595, negative
M, 0.685, 0.52, 0.165, 1.519, 0.699, 0.3685, 0.4, negative
M, 0.715, 0.535, 0.19, 1.6755, 0.889, 0.313, 0.42, negative
F, 0.78, 0.63, 0.215, 2.657, 1.488, 0.4985, 0.586, negative
I, 0.31, 0.225, 0.07, 0.1055, 0.435, 0.015, 0.04, negative
I, 0.315, 0.23, 0.08, 0.1375, 0.0545, 0.031, 0.0445, negative
I, 0.33, 0.25, 0.095, 0.2085, 0.102, 0.0395, 0.052, negative
I, 0.365, 0.27, 0.085, 0.196, 0.0825, 0.0375, 0.06, negative
I, 0.365, 0.265, 0.085, 0.213, 0.0945, 0.049, 0.06, negative
I, 0.37, 0.29, 0.09, 0.2445, 0.089, 0.0655, 0.075, negative
I, 0.385, 0.28, 0.085, 0.2175, 0.097, 0.038, 0.067, negative
I, 0.385, 0.28, 0.09, 0.228, 0.1025, 0.042, 0.0655, negative
I, 0.39, 0.3, 0.095, 0.3265, 0.1665, 0.0575, 0.089, negative
I, 0.4, 0.29, 0.1, 0.2675, 0.1205, 0.0605, 0.0765, negative
I, 0.43, 0.315, 0.095, 0.378, 0.175, 0.08, 0.1045, negative
I, 0.435, 0.315, 0.11, 0.3685, 0.1615, 0.0715, 0.12, negative
I, 0.44, 0.34, 0.12, 0.438, 0.2115, 0.083, 0.12, negative
I, 0.455, 0.33, 0.1, 0.372, 0.358, 0.0775, 0.11, negative
I, 0.46, 0.35, 0.105, 0.3705, 0.1575, 0.077, 0.114, negative
F, 0.46, 0.365, 0.125, 0.4785, 0.206, 0.1045, 0.141, negative
I, 0.475, 0.355, 0.1, 0.5035, 0.2535, 0.091, 0.14, negative
M, 0.495, 0.395, 0.12, 0.553, 0.224, 0.1375, 0.167, negative
I, 0.5, 0.395, 0.14, 0.6215, 0.2925, 0.1205, 0.195, negative
I, 0.52, 0.395, 0.125, 0.663, 0.3005, 0.131, 0.1905, negative
I, 0.53, 0.415, 0.13, 0.694, 0.3905, 0.111, 0.167, negative
F, 0.545, 0.445, 0.15, 0.8, 0.3535, 0.163, 0.207, negative
I, 0.55, 0.43, 0.145, 0.7895, 0.3745, 0.171, 0.223, negative
I, 0.55, 0.435, 0.14, 0.7535, 0.3285, 0.1555, 0.2325, negative
I, 0.555, 0.425, 0.145, 0.7905, 0.3485, 0.1765, 0.225, negative
M, 0.57, 0.435, 0.125, 0.8965, 0.383, 0.1835, 0.275, negative
F, 0.575, 0.48, 0.165, 1.078, 0.511, 0.2095, 0.306, negative
M, 0.575, 0.46, 0.155, 0.892, 0.4415, 0.176, 0.22, negative
M, 0.58, 0.46, 0.155, 1.4395, 0.6715, 0.273, 0.2955, negative
M, 0.585, 0.465, 0.155, 0.9145, 0.4555, 0.1965, 0.235, negative
M, 0.59, 0.455, 0.155, 0.8855, 0.388, 0.188, 0.275, negative
F, 0.595, 0.465, 0.155, 1.026, 0.4645, 0.112, 0.305, negative
F, 0.62, 0.5, 0.15, 1.293, 0.596, 0.3135, 0.354, negative
F, 0.62, 0.475, 0.16, 1.1295, 0.463, 0.2685, 0.33, negative
I, 0.63, 0.475, 0.145, 1.0605, 0.5165, 0.2195, 0.28, negative
M, 0.635, 0.475, 0.17, 1.1935, 0.5205, 0.2695, 0.3665, negative
M, 0.64, 0.525, 0.18, 1.3135, 0.4865, 0.2995, 0.4075, negative
M, 0.645, 0.51, 0.16, 1.1835, 0.556, 0.2385, 0.345, negative
F, 0.65, 0.59, 0.22, 1.662, 0.77, 0.378, 0.435, negative
M, 0.65, 0.525, 0.175, 1.5365, 0.6865, 0.3585, 0.405, negative
F, 0.655, 0.52, 0.19, 1.4545, 0.6, 0.3865, 0.383, negative
F, 0.705, 0.57, 0.18, 1.5345, 0.96, 0.4195, 0.43, negative
F, 0.71, 0.55, 0.17, 1.614, 0.743, 0.345, 0.45, negative
F, 0.735, 0.565, 0.205, 2.1275, 0.949, 0.46, 0.565, negative
I, 0.23, 0.165, 0.06, 0.0515, 0.019, 0.0145, 0.036, negative
I, 0.395, 0.295, 0.09, 0.3025, 0.143, 0.0665, 0.0765, negative
M, 0.45, 0.335, 0.125, 0.4475, 0.2165, 0.126, 0.11, negative
M, 0.485, 0.39, 0.085, 0.6435, 0.2945, 0.103, 0.198, negative
F, 0.495, 0.38, 0.12, 0.573, 0.2655, 0.1285, 0.144, negative
I, 0.515, 0.395, 0.125, 0.556, 0.2695, 0.096, 0.17, negative
I, 0.515, 0.4, 0.125, 0.5625, 0.25, 0.1245, 0.17, negative
M, 0.52, 0.4, 0.125, 0.559, 0.254, 0.139, 0.149, negative
F, 0.55, 0.43, 0.14, 0.84, 0.375, 0.218, 0.1945, negative
F, 0.56, 0.43, 0.15, 0.8745, 0.453, 0.161, 0.22, negative
F, 0.56, 0.435, 0.15, 0.8715, 0.4755, 0.1835, 0.1835, negative
F, 0.59, 0.46, 0.145, 0.9905, 0.453, 0.2205, 0.275, negative
M, 0.6, 0.465, 0.2, 1.259, 0.6405, 0.1985, 0.357, negative
M, 0.62, 0.485, 0.155, 1.049, 0.462, 0.231, 0.25, negative
M, 0.625, 0.52, 0.175, 1.4105, 0.691, 0.322, 0.3465, negative
F, 0.635, 0.505, 0.145, 1.1345, 0.505, 0.2655, 0.315, negative
M, 0.635, 0.51, 0.185, 1.308, 0.544, 0.318, 0.377, negative
M, 0.65, 0.515, 0.175, 1.466, 0.677, 0.3045, 0.4, negative
M, 0.725, 0.575, 0.24, 2.21, 1.351, 0.413, 0.5015, negative
I, 0.21, 0.17, 0.045, 0.0475, 0.019, 0.011, 0.013, negative
I, 0.295, 0.215, 0.07, 0.121, 0.047, 0.0155, 0.0405, negative
I, 0.305, 0.225, 0.09, 0.1465, 0.063, 0.034, 0.0415, negative
I, 0.35, 0.26, 0.075, 0.18, 0.09, 0.0245, 0.055, negative
I, 0.37, 0.27, 0.095, 0.2175, 0.097, 0.046, 0.065, negative
I, 0.41, 0.3, 0.09, 0.304, 0.129, 0.071, 0.0955, negative
I, 0.435, 0.325, 0.11, 0.367, 0.1595, 0.08, 0.105, negative
I, 0.475, 0.36, 0.145, 0.6325, 0.2825, 0.137, 0.19, negative
I, 0.48, 0.37, 0.12, 0.536, 0.251, 0.114, 0.15, negative
I, 0.495, 0.4, 0.105, 0.602, 0.2505, 0.1265, 0.19, negative
F, 0.515, 0.375, 0.11, 0.6065, 0.3005, 0.131, 0.15, negative
I, 0.515, 0.36, 0.125, 0.4725, 0.1815, 0.125, 0.138, negative
I, 0.52, 0.39, 0.13, 0.5545, 0.2355, 0.1095, 0.1895, negative
I, 0.525, 0.39, 0.12, 0.664, 0.3115, 0.147, 0.178, negative
I, 0.53, 0.43, 0.135, 0.6255, 0.245, 0.1455, 0.2135, negative
I, 0.535, 0.4, 0.13, 0.657, 0.2835, 0.162, 0.175, negative
M, 0.54, 0.455, 0.14, 0.972, 0.419, 0.255, 0.269, negative
I, 0.54, 0.42, 0.14, 0.6275, 0.2505, 0.1175, 0.235, negative
M, 0.55, 0.435, 0.14, 0.7625, 0.327, 0.1685, 0.259, negative
I, 0.55, 0.425, 0.15, 0.7665, 0.339, 0.176, 0.21, negative
M, 0.56, 0.425, 0.135, 0.849, 0.3265, 0.221, 0.2645, negative
