@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.435, 0.33, 0.125, 0.406, 0.1685, 0.1055, 0.096, negative
F, 0.585, 0.435, 0.175, 0.982, 0.4055, 0.2495, 0.27, negative
F, 0.63, 0.48, 0.175, 1.3675, 0.5015, 0.3035, 0.515, negative
I, 0.495, 0.39, 0.125, 0.6655, 0.284, 0.162, 0.2, negative
M, 0.45, 0.335, 0.14, 0.4625, 0.164, 0.076, 0.15, negative
I, 0.605, 0.495, 0.145, 1.054, 0.369, 0.2255, 0.36, negative
F, 0.385, 0.315, 0.11, 0.286, 0.1225, 0.0635, 0.0835, negative
M, 0.345, 0.27, 0.09, 0.195, 0.078, 0.0455, 0.059, negative
I, 0.465, 0.36, 0.105, 0.498, 0.214, 0.116, 0.14, negative
F, 0.59, 0.45, 0.16, 0.9, 0.358, 0.156, 0.315, positive
I, 0.335, 0.245, 0.09, 0.1665, 0.0595, 0.04, 0.06, negative
I, 0.47, 0.35, 0.13, 0.466, 0.1845, 0.099, 0.145, negative
F, 0.615, 0.515, 0.17, 1.14, 0.4305, 0.2245, 0.42, negative
I, 0.58, 0.49, 0.195, 1.3165, 0.5305, 0.254, 0.41, negative
I, 0.65, 0.525, 0.18, 1.626, 0.597, 0.3445, 0.53, negative
M, 0.475, 0.385, 0.145, 0.6175, 0.235, 0.108, 0.215, negative
F, 0.37, 0.275, 0.1, 0.2225, 0.093, 0.026, 0.08, negative
M, 0.485, 0.37, 0.14, 0.5725, 0.204, 0.1415, 0.175, negative
M, 0.525, 0.4, 0.17, 0.7305, 0.279, 0.2055, 0.195, negative
M, 0.59, 0.44, 0.15, 0.9555, 0.366, 0.2425, 0.295, negative
I, 0.155, 0.105, 0.05, 0.0175, 0.0050, 0.0035, 0.0050, negative
M, 0.4, 0.3, 0.125, 0.417, 0.191, 0.09, 0.1175, negative
I, 0.295, 0.225, 0.09, 0.1105, 0.0405, 0.0245, 0.032, negative
I, 0.28, 0.205, 0.055, 0.1135, 0.045, 0.0275, 0.0335, negative
F, 0.49, 0.36, 0.11, 0.5005, 0.161, 0.107, 0.195, negative
M, 0.52, 0.4, 0.12, 0.823, 0.298, 0.1805, 0.265, negative
F, 0.52, 0.405, 0.125, 0.6435, 0.2415, 0.1735, 0.21, negative
M, 0.53, 0.44, 0.205, 0.835, 0.32, 0.2175, 0.245, negative
F, 0.605, 0.495, 0.19, 1.437, 0.469, 0.2655, 0.41, negative
M, 0.345, 0.27, 0.095, 0.197, 0.0665, 0.05, 0.07, negative
F, 0.55, 0.43, 0.155, 0.785, 0.289, 0.227, 0.233, negative
M, 0.455, 0.34, 0.135, 0.462, 0.1675, 0.158, 0.12, negative
M, 0.515, 0.405, 0.145, 0.695, 0.215, 0.1635, 0.234, negative
M, 0.46, 0.34, 0.135, 0.495, 0.1655, 0.117, 0.185, negative
M, 0.515, 0.38, 0.135, 0.6615, 0.2875, 0.2095, 0.155, negative
I, 0.35, 0.25, 0.07, 0.18, 0.0655, 0.048, 0.054, negative
I, 0.38, 0.275, 0.095, 0.1375, 0.086, 0.0585, 0.0605, negative
M, 0.54, 0.405, 0.125, 0.891, 0.4815, 0.1915, 0.202, negative
F, 0.54, 0.42, 0.14, 0.805, 0.369, 0.1725, 0.21, negative
F, 0.545, 0.44, 0.135, 0.9185, 0.429, 0.2015, 0.2375, negative
F, 0.55, 0.43, 0.125, 0.923, 0.4035, 0.175, 0.283, negative
M, 0.565, 0.45, 0.155, 1.0595, 0.4735, 0.24, 0.265, negative
M, 0.57, 0.435, 0.13, 0.7535, 0.349, 0.1755, 0.194, negative
F, 0.575, 0.465, 0.14, 0.958, 0.442, 0.1815, 0.2705, negative
M, 0.59, 0.475, 0.165, 1.077, 0.4545, 0.244, 0.3095, negative
F, 0.595, 0.48, 0.16, 1.2095, 0.5225, 0.296, 0.32, negative
F, 0.615, 0.52, 0.15, 1.3435, 0.629, 0.2605, 0.345, negative
M, 0.615, 0.505, 0.165, 1.34, 0.5315, 0.2815, 0.41, negative
M, 0.62, 0.5, 0.165, 1.307, 0.6355, 0.2545, 0.315, negative
M, 0.635, 0.51, 0.17, 1.3555, 0.619, 0.305, 0.39, negative
F, 0.635, 0.5, 0.15, 1.376, 0.6495, 0.361, 0.31, negative
F, 0.635, 0.485, 0.165, 1.2945, 0.668, 0.2605, 0.2715, negative
M, 0.65, 0.525, 0.175, 1.4715, 0.675, 0.315, 0.399, negative
M, 0.655, 0.52, 0.165, 1.4095, 0.586, 0.291, 0.405, negative
F, 0.675, 0.525, 0.155, 1.4785, 0.628, 0.3405, 0.42, negative
I, 0.255, 0.19, 0.05, 0.083, 0.0295, 0.0215, 0.027, negative
I, 0.34, 0.25, 0.07, 0.2225, 0.104, 0.0425, 0.055, negative
I, 0.345, 0.265, 0.1, 0.2455, 0.111, 0.0535, 0.065, negative
I, 0.43, 0.325, 0.1, 0.3645, 0.1575, 0.0825, 0.105, negative
I, 0.44, 0.325, 0.09, 0.35, 0.148, 0.067, 0.105, negative
I, 0.45, 0.355, 0.105, 0.4445, 0.197, 0.093, 0.1335, negative
I, 0.465, 0.37, 0.115, 0.534, 0.261, 0.098, 0.143, negative
M, 0.475, 0.37, 0.125, 0.537, 0.222, 0.1215, 0.15, negative
M, 0.49, 0.385, 0.125, 0.649, 0.32, 0.124, 0.1695, negative
M, 0.5, 0.385, 0.135, 0.6425, 0.3195, 0.129, 0.1535, negative
M, 0.505, 0.41, 0.125, 0.642, 0.289, 0.133, 0.155, negative
I, 0.51, 0.375, 0.1, 0.5785, 0.238, 0.1225, 0.175, negative
M, 0.51, 0.405, 0.15, 0.7035, 0.347, 0.134, 0.1885, negative
F, 0.515, 0.43, 0.14, 0.834, 0.367, 0.2, 0.23, negative
F, 0.525, 0.415, 0.14, 0.724, 0.3475, 0.173, 0.175, negative
F, 0.53, 0.425, 0.13, 0.7585, 0.325, 0.197, 0.205, negative
F, 0.55, 0.445, 0.155, 0.9905, 0.544, 0.178, 0.218, negative
M, 0.57, 0.45, 0.155, 1.195, 0.5625, 0.2565, 0.295, negative
M, 0.57, 0.46, 0.17, 0.9035, 0.4075, 0.1935, 0.214, negative
F, 0.58, 0.46, 0.18, 1.0515, 0.4095, 0.2595, 0.276, negative
M, 0.59, 0.465, 0.155, 1.136, 0.5245, 0.2615, 0.275, negative
M, 0.595, 0.455, 0.15, 1.044, 0.518, 0.2205, 0.27, negative
M, 0.605, 0.47, 0.165, 1.2315, 0.6025, 0.262, 0.2925, negative
M, 0.63, 0.485, 0.155, 1.278, 0.637, 0.275, 0.31, negative
M, 0.635, 0.525, 0.185, 1.4065, 0.684, 0.3, 0.3745, negative
F, 0.64, 0.5, 0.17, 1.5175, 0.693, 0.326, 0.409, negative
F, 0.645, 0.5, 0.155, 1.2205, 0.6145, 0.236, 0.3185, negative
M, 0.65, 0.495, 0.16, 1.304, 0.57, 0.312, 0.3725, negative
M, 0.66, 0.535, 0.19, 1.5905, 0.6425, 0.297, 0.5175, negative
M, 0.71, 0.565, 0.205, 2.198, 1.012, 0.5225, 0.5475, negative
M, 0.715, 0.565, 0.175, 1.9525, 0.7645, 0.4185, 0.4135, negative
F, 0.735, 0.6, 0.22, 2.555, 1.1335, 0.44, 0.6, negative
M, 0.765, 0.6, 0.22, 2.302, 1.007, 0.509, 0.6205, negative
I, 0.185, 0.13, 0.045, 0.029, 0.012, 0.0075, 0.0095, negative
I, 0.195, 0.135, 0.04, 0.0325, 0.0135, 0.0050, 0.0095, negative
I, 0.2, 0.155, 0.04, 0.0435, 0.0155, 0.0090, 0.0070, negative
I, 0.245, 0.18, 0.065, 0.071, 0.03, 0.013, 0.0215, negative
I, 0.28, 0.21, 0.085, 0.1075, 0.0415, 0.024, 0.034, negative
I, 0.3, 0.22, 0.08, 0.1255, 0.055, 0.0265, 0.039, negative
I, 0.32, 0.225, 0.085, 0.1415, 0.0675, 0.0295, 0.0405, negative
I, 0.375, 0.28, 0.08, 0.2345, 0.1125, 0.0455, 0.067, negative
I, 0.4, 0.32, 0.095, 0.348, 0.194, 0.053, 0.087, negative
I, 0.41, 0.325, 0.1, 0.3245, 0.132, 0.072, 0.106, negative
I, 0.445, 0.34, 0.145, 0.434, 0.1945, 0.0905, 0.13, negative
I, 0.46, 0.35, 0.115, 0.4155, 0.18, 0.098, 0.1175, negative
I, 0.47, 0.38, 0.125, 0.4845, 0.211, 0.1075, 0.142, negative
M, 0.5, 0.39, 0.125, 0.5215, 0.2485, 0.117, 0.131, negative
F, 0.51, 0.4, 0.125, 0.545, 0.261, 0.115, 0.1385, negative
I, 0.51, 0.4, 0.125, 0.5575, 0.2615, 0.1195, 0.1525, negative
M, 0.52, 0.4, 0.145, 0.7765, 0.3525, 0.1845, 0.185, negative
I, 0.52, 0.38, 0.135, 0.5395, 0.2295, 0.133, 0.157, negative
F, 0.52, 0.46, 0.15, 1.019, 0.523, 0.1985, 0.254, negative
I, 0.525, 0.395, 0.12, 0.608, 0.297, 0.1395, 0.1405, negative
M, 0.56, 0.43, 0.145, 0.8995, 0.464, 0.1775, 0.234, negative
F, 0.575, 0.46, 0.145, 0.9945, 0.466, 0.229, 0.265, negative
F, 0.575, 0.47, 0.165, 0.869, 0.435, 0.197, 0.238, negative
M, 0.575, 0.445, 0.17, 1.0225, 0.549, 0.2175, 0.228, negative
M, 0.58, 0.455, 0.195, 1.859, 0.945, 0.426, 0.441, negative
M, 0.58, 0.445, 0.135, 0.814, 0.3775, 0.1915, 0.22, negative
M, 0.58, 0.45, 0.145, 1.0025, 0.547, 0.1975, 0.2295, negative
M, 0.59, 0.47, 0.15, 0.9955, 0.481, 0.232, 0.24, negative
M, 0.6, 0.465, 0.155, 1.0165, 0.512, 0.2465, 0.225, negative
M, 0.605, 0.475, 0.14, 1.1175, 0.555, 0.257, 0.274, negative
M, 0.61, 0.47, 0.165, 1.052, 0.498, 0.242, 0.267, negative
M, 0.615, 0.46, 0.17, 1.0565, 0.4815, 0.272, 0.27, negative
F, 0.615, 0.475, 0.155, 1.027, 0.447, 0.25, 0.285, negative
F, 0.62, 0.48, 0.16, 1.1125, 0.5635, 0.2445, 0.281, negative
M, 0.63, 0.47, 0.155, 1.1325, 0.589, 0.211, 0.287, negative
M, 0.65, 0.5, 0.155, 1.202, 0.565, 0.3135, 0.294, negative
M, 0.69, 0.53, 0.21, 1.583, 0.7355, 0.405, 0.3865, negative
M, 0.7, 0.565, 0.18, 1.751, 0.895, 0.3355, 0.446, negative
M, 0.7, 0.575, 0.19, 2.273, 1.095, 0.418, 0.638, negative
M, 0.715, 0.55, 0.19, 2.0045, 1.0465, 0.407, 0.5075, negative
M, 0.745, 0.565, 0.215, 1.931, 0.896, 0.4585, 0.5, negative
I, 0.185, 0.375, 0.12, 0.4645, 0.196, 0.1045, 0.15, negative
I, 0.25, 0.185, 0.065, 0.0685, 0.0295, 0.014, 0.0225, negative
I, 0.305, 0.215, 0.065, 0.1075, 0.044, 0.0205, 0.038, negative
I, 0.335, 0.245, 0.09, 0.2015, 0.096, 0.0405, 0.048, negative
I, 0.34, 0.25, 0.09, 0.179, 0.0775, 0.033, 0.055, negative
I, 0.345, 0.255, 0.085, 0.2005, 0.105, 0.037, 0.05, negative
I, 0.35, 0.255, 0.09, 0.1785, 0.0855, 0.0305, 0.0525, negative
I, 0.375, 0.275, 0.09, 0.218, 0.093, 0.0405, 0.0755, negative
I, 0.38, 0.27, 0.08, 0.2105, 0.0865, 0.042, 0.07, negative
I, 0.395, 0.305, 0.105, 0.284, 0.1135, 0.0595, 0.0945, negative
I, 0.42, 0.305, 0.09, 0.328, 0.168, 0.0615, 0.082, negative
I, 0.425, 0.325, 0.11, 0.3335, 0.173, 0.045, 0.1, negative
I, 0.455, 0.345, 0.105, 0.4005, 0.164, 0.0755, 0.126, negative
F, 0.455, 0.365, 0.115, 0.4305, 0.184, 0.108, 0.1245, negative
I, 0.47, 0.355, 0.18, 0.48, 0.2055, 0.105, 0.1505, negative
I, 0.47, 0.355, 0.12, 0.393, 0.167, 0.0885, 0.115, negative
I, 0.475, 0.38, 0.12, 0.441, 0.1785, 0.0885, 0.1505, negative
M, 0.5, 0.42, 0.135, 0.6765, 0.302, 0.1415, 0.2065, negative
I, 0.505, 0.38, 0.12, 0.594, 0.2595, 0.1435, 0.18, negative
I, 0.515, 0.38, 0.12, 0.625, 0.3265, 0.1295, 0.16, negative
I, 0.52, 0.4, 0.13, 0.5825, 0.233, 0.1365, 0.18, negative
I, 0.53, 0.42, 0.155, 0.81, 0.4725, 0.111, 0.192, negative
I, 0.535, 0.4, 0.135, 0.6025, 0.2895, 0.121, 0.154, negative
M, 0.535, 0.435, 0.15, 0.717, 0.3475, 0.1445, 0.194, negative
I, 0.54, 0.42, 0.14, 0.7265, 0.3205, 0.1445, 0.229, negative
I, 0.545, 0.43, 0.15, 0.7285, 0.302, 0.1315, 0.2545, negative
I, 0.555, 0.43, 0.155, 0.7395, 0.3135, 0.1435, 0.28, negative
F, 0.56, 0.445, 0.155, 1.224, 0.5565, 0.3225, 0.2695, negative
F, 0.565, 0.45, 0.145, 0.8495, 0.4215, 0.1685, 0.225, negative
M, 0.565, 0.445, 0.15, 0.796, 0.3635, 0.184, 0.219, negative
I, 0.57, 0.45, 0.135, 0.794, 0.3815, 0.1415, 0.245, negative
F, 0.57, 0.46, 0.135, 0.9795, 0.397, 0.2525, 0.2655, negative
F, 0.575, 0.42, 0.135, 0.857, 0.461, 0.147, 0.2125, negative
M, 0.585, 0.46, 0.165, 1.1135, 0.5825, 0.2345, 0.274, negative
M, 0.585, 0.47, 0.165, 1.409, 0.8, 0.229, 0.295, negative
M, 0.585, 0.45, 0.18, 0.7995, 0.336, 0.1855, 0.237, negative
I, 0.59, 0.445, 0.135, 0.7715, 0.328, 0.1745, 0.23, negative
M, 0.59, 0.47, 0.18, 1.187, 0.5985, 0.227, 0.31, negative
M, 0.6, 0.475, 0.17, 1.1315, 0.508, 0.272, 0.309, negative
F, 0.6, 0.465, 0.155, 1.04, 0.4755, 0.25, 0.28, negative
F, 0.6, 0.455, 0.145, 0.8895, 0.419, 0.1715, 0.269, negative
F, 0.615, 0.475, 0.165, 1.023, 0.4905, 0.1955, 0.3035, negative
F, 0.615, 0.475, 0.155, 1.115, 0.484, 0.2115, 0.355, negative
F, 0.625, 0.515, 0.16, 1.264, 0.5715, 0.326, 0.321, negative
F, 0.625, 0.48, 0.155, 1.2035, 0.5865, 0.239, 0.3185, negative
F, 0.63, 0.485, 0.17, 1.3205, 0.5945, 0.345, 0.345, negative
M, 0.635, 0.49, 0.16, 1.101, 0.534, 0.1865, 0.3455, negative
F, 0.635, 0.5, 0.165, 1.4595, 0.705, 0.2645, 0.39, negative
F, 0.635, 0.495, 0.175, 1.211, 0.707, 0.2725, 0.323, negative
M, 0.635, 0.51, 0.155, 0.986, 0.405, 0.2255, 0.31, negative
F, 0.65, 0.505, 0.165, 1.16, 0.4785, 0.274, 0.349, negative
F, 0.65, 0.51, 0.17, 1.567, 0.7245, 0.349, 0.391, negative
M, 0.675, 0.545, 0.185, 1.7375, 0.876, 0.3135, 0.469, negative
F, 0.695, 0.565, 0.19, 1.7635, 0.7465, 0.399, 0.4975, negative
F, 0.7, 0.545, 0.13, 1.556, 0.6725, 0.374, 0.195, negative
M, 0.705, 0.555, 0.215, 2.141, 1.0465, 0.383, 0.528, negative
F, 0.72, 0.575, 0.17, 1.9335, 0.913, 0.389, 0.51, negative
M, 0.72, 0.575, 0.215, 2.173, 0.9515, 0.564, 0.5365, negative
F, 0.815, 0.65, 0.25, 2.255, 0.8905, 0.42, 0.7975, negative
I, 0.14, 0.105, 0.035, 0.014, 0.0055, 0.0025, 0.0040, negative
I, 0.4, 0.29, 0.11, 0.329, 0.188, 0.0455, 0.0825, negative
I, 0.4, 0.3, 0.09, 0.2815, 0.1185, 0.061, 0.08, negative
I, 0.43, 0.34, 0.105, 0.4405, 0.2385, 0.0745, 0.1075, negative
I, 0.44, 0.365, 0.11, 0.4465, 0.213, 0.089, 0.1135, negative
I, 0.455, 0.335, 0.135, 0.501, 0.274, 0.0995, 0.1065, negative
I, 0.475, 0.365, 0.115, 0.459, 0.2175, 0.093, 0.1165, negative
F, 0.475, 0.365, 0.115, 0.566, 0.281, 0.117, 0.1335, negative
I, 0.485, 0.38, 0.12, 0.4725, 0.2075, 0.1075, 0.147, negative
M, 0.485, 0.37, 0.13, 0.526, 0.2485, 0.105, 0.1555, negative
F, 0.505, 0.38, 0.135, 0.6855, 0.361, 0.1565, 0.161, negative
M, 0.53, 0.4, 0.125, 0.7575, 0.398, 0.151, 0.175, negative
F, 0.545, 0.41, 0.14, 0.7405, 0.3565, 0.1775, 0.203, negative
M, 0.585, 0.455, 0.15, 0.906, 0.4095, 0.23, 0.2335, negative
F, 0.61, 0.485, 0.17, 1.1005, 0.5125, 0.229, 0.305, negative
M, 0.62, 0.48, 0.165, 1.0725, 0.4815, 0.235, 0.312, negative
F, 0.63, 0.49, 0.225, 1.336, 0.6805, 0.259, 0.3245, negative
F, 0.64, 0.515, 0.205, 1.5335, 0.6635, 0.3345, 0.4025, negative
F, 0.645, 0.515, 0.175, 1.546, 0.7035, 0.365, 0.415, negative
M, 0.645, 0.51, 0.155, 1.539, 0.6405, 0.3585, 0.43, negative
F, 0.65, 0.545, 0.175, 1.5245, 0.59, 0.326, 0.495, negative
