@relation unknow
@attribute mcg real [0.0, 0.89]
@attribute gvh real [0.16, 1.0]
@attribute lip real [0.48, 1.0]
@attribute chg real [0.5, 1.0]
@attribute aac real [0.0, 0.88]
@attribute alm1 real [0.03, 1.0]
@attribute alm2 real [0.0, 0.99]
@attribute class {cp, im, pp, imU, om, omL, imL, imS}
@inputs mcg, gvh, lip, chg, aac, alm1, alm2
@outputs class
@data
0.25, 0.37, 0.48, 0.5, 0.41, 0.33, 0.42, cp
0.42, 0.3, 0.48, 0.5, 0.48, 0.26, 0.36, cp
0.48, 0.42, 0.48, 0.5, 0.45, 0.25, 0.35, cp
0.34, 0.28, 0.48, 0.5, 0.41, 0.35, 0.44, cp
0.29, 0.47, 0.48, 0.5, 0.41, 0.23, 0.34, cp
0.34, 0.55, 0.48, 0.5, 0.58, 0.31, 0.41, cp
0.36, 0.56, 0.48, 0.5, 0.43, 0.45, 0.53, cp
0.5, 0.49, 0.48, 0.5, 0.49, 0.46, 0.53, cp
0.34, 0.46, 0.48, 0.5, 0.52, 0.35, 0.44, cp
0.35, 0.37, 0.48, 0.5, 0.3, 0.34, 0.43, cp
0.57, 0.54, 0.48, 0.5, 0.37, 0.28, 0.33, cp
0.51, 0.46, 0.48, 0.5, 0.58, 0.31, 0.41, cp
0.38, 0.4, 0.48, 0.5, 0.63, 0.25, 0.35, cp
0.24, 0.57, 0.48, 0.5, 0.63, 0.34, 0.43, cp
0.33, 0.47, 0.48, 0.5, 0.53, 0.18, 0.29, cp
0.24, 0.34, 0.48, 0.5, 0.38, 0.3, 0.4, cp
0.43, 0.32, 0.48, 0.5, 0.33, 0.45, 0.52, cp
0.47, 0.28, 0.48, 0.5, 0.56, 0.2, 0.25, cp
0.34, 0.35, 0.48, 0.5, 0.51, 0.49, 0.56, cp
0.38, 0.3, 0.48, 0.5, 0.43, 0.29, 0.39, cp
0.38, 0.44, 0.48, 0.5, 0.43, 0.2, 0.31, cp
0.34, 0.42, 0.48, 0.5, 0.41, 0.34, 0.43, cp
0.25, 0.51, 0.48, 0.5, 0.37, 0.42, 0.5, cp
0.24, 0.41, 0.48, 0.5, 0.49, 0.23, 0.34, cp
0.04, 0.31, 0.48, 0.5, 0.41, 0.29, 0.39, cp
0.34, 0.51, 0.48, 0.5, 0.44, 0.37, 0.46, cp
0.4, 0.46, 0.48, 0.5, 0.42, 0.35, 0.44, cp
0.23, 0.34, 0.48, 0.5, 0.43, 0.26, 0.37, cp
0.27, 0.3, 0.48, 0.5, 0.71, 0.28, 0.39, cp
0.17, 0.52, 0.48, 0.5, 0.49, 0.37, 0.46, cp
0.26, 0.4, 0.48, 0.5, 0.36, 0.26, 0.37, cp
0.4, 0.41, 0.48, 0.5, 0.55, 0.22, 0.33, cp
0.44, 0.35, 0.48, 0.5, 0.44, 0.52, 0.59, cp
0.27, 0.42, 0.48, 0.5, 0.37, 0.38, 0.43, cp
0.06, 0.61, 0.48, 0.5, 0.49, 0.92, 0.37, im
0.44, 0.52, 0.48, 0.5, 0.43, 0.47, 0.54, im
0.43, 0.4, 0.48, 0.5, 0.58, 0.75, 0.78, im
0.46, 0.61, 0.48, 0.5, 0.48, 0.86, 0.87, im
0.27, 0.35, 0.48, 0.5, 0.51, 0.77, 0.79, im
0.55, 0.47, 0.48, 0.5, 0.57, 0.78, 0.8, im
0.4, 0.5, 0.48, 0.5, 0.65, 0.82, 0.84, im
0.84, 0.44, 0.48, 0.5, 0.48, 0.71, 0.74, im
0.48, 0.45, 0.48, 0.5, 0.6, 0.78, 0.8, im
0.54, 0.49, 0.48, 0.5, 0.4, 0.87, 0.88, im
0.48, 0.41, 0.48, 0.5, 0.51, 0.9, 0.88, im
0.33, 0.56, 0.48, 0.5, 0.33, 0.78, 0.8, im
0.54, 0.57, 0.48, 0.5, 0.56, 0.81, 0.83, im
0.31, 0.5, 0.48, 0.5, 0.57, 0.84, 0.85, im
0.45, 0.4, 0.48, 0.5, 0.61, 0.74, 0.77, im
0.71, 0.4, 0.48, 0.5, 0.71, 0.7, 0.74, im
0.5, 0.37, 0.48, 0.5, 0.66, 0.64, 0.69, im
0.66, 0.53, 0.48, 0.5, 0.59, 0.66, 0.66, im
0.6, 0.61, 0.48, 0.5, 0.54, 0.67, 0.71, im
0.83, 0.37, 0.48, 0.5, 0.61, 0.71, 0.74, im
0.7, 0.4, 0.48, 0.5, 0.56, 0.86, 0.83, im
0.89, 0.55, 0.48, 0.5, 0.51, 0.72, 0.76, im
0.7, 0.46, 0.48, 0.5, 0.56, 0.78, 0.73, im
0.12, 0.43, 0.48, 0.5, 0.63, 0.7, 0.74, im
0.61, 0.52, 0.48, 0.5, 0.54, 0.67, 0.52, im
0.41, 0.51, 0.48, 0.5, 0.53, 0.75, 0.78, im
0.34, 0.67, 0.48, 0.5, 0.52, 0.76, 0.79, im
0.58, 0.34, 0.48, 0.5, 0.56, 0.87, 0.81, im
0.59, 0.56, 0.48, 0.5, 0.55, 0.8, 0.82, im
0.51, 0.4, 0.48, 0.5, 0.57, 0.62, 0.67, im
0.37, 0.47, 0.48, 0.5, 0.39, 0.76, 0.79, im
0.58, 0.55, 0.48, 0.5, 0.57, 0.7, 0.74, im
0.36, 0.47, 0.48, 0.5, 0.51, 0.69, 0.72, im
0.39, 0.41, 0.48, 0.5, 0.52, 0.72, 0.75, im
0.61, 0.66, 0.48, 0.5, 0.46, 0.87, 0.88, im
0.48, 0.49, 0.48, 0.5, 0.52, 0.77, 0.71, im
0.11, 0.5, 0.48, 0.5, 0.58, 0.72, 0.68, im
0.52, 0.54, 0.48, 0.5, 0.62, 0.76, 0.79, im
0.46, 0.59, 0.48, 0.5, 0.36, 0.76, 0.23, im
0.0, 0.51, 0.48, 0.5, 0.35, 0.67, 0.44, im
0.3, 0.51, 0.48, 0.5, 0.42, 0.61, 0.34, im
0.63, 0.75, 0.48, 0.5, 0.64, 0.73, 0.66, im
0.71, 0.52, 0.48, 0.5, 0.64, 1.0, 0.99, im
0.63, 0.49, 0.48, 0.5, 0.54, 0.76, 0.79, imS
0.75, 0.55, 1.0, 1.0, 0.4, 0.47, 0.3, imL
0.72, 0.42, 0.48, 0.5, 0.65, 0.77, 0.79, imU
0.79, 0.41, 0.48, 0.5, 0.66, 0.81, 0.83, imU
0.79, 0.36, 0.48, 0.5, 0.46, 0.82, 0.7, imU
0.75, 0.37, 0.48, 0.5, 0.64, 0.7, 0.74, imU
0.66, 0.48, 0.48, 0.5, 0.54, 0.7, 0.74, imU
0.76, 0.71, 0.48, 0.5, 0.5, 0.71, 0.75, imU
0.84, 0.49, 0.48, 0.5, 0.55, 0.78, 0.74, imU
0.81, 0.44, 0.48, 0.5, 0.42, 0.67, 0.68, imU
0.58, 0.6, 0.48, 0.5, 0.59, 0.73, 0.76, imU
0.63, 0.42, 0.48, 0.5, 0.48, 0.77, 0.8, imU
0.62, 0.42, 0.48, 0.5, 0.58, 0.79, 0.81, imU
0.86, 0.39, 0.48, 0.5, 0.59, 0.89, 0.9, imU
0.81, 0.53, 0.48, 0.5, 0.57, 0.87, 0.88, imU
0.87, 0.49, 0.48, 0.5, 0.61, 0.76, 0.79, imU
0.47, 0.46, 0.48, 0.5, 0.62, 0.74, 0.77, imU
0.76, 0.41, 0.48, 0.5, 0.5, 0.59, 0.62, imU
0.81, 0.52, 0.48, 0.5, 0.57, 0.78, 0.8, imU
0.73, 0.26, 0.48, 0.5, 0.57, 0.75, 0.78, imU
0.49, 0.61, 1.0, 0.5, 0.56, 0.71, 0.74, imU
0.88, 0.42, 0.48, 0.5, 0.52, 0.73, 0.75, imU
0.63, 0.51, 0.48, 0.5, 0.64, 0.72, 0.76, imU
0.79, 0.54, 0.48, 0.5, 0.5, 0.66, 0.68, imU
0.78, 0.44, 0.48, 0.5, 0.45, 0.73, 0.68, imU
0.63, 0.69, 0.48, 0.5, 0.65, 0.41, 0.28, om
0.67, 0.88, 0.48, 0.5, 0.73, 0.5, 0.25, om
0.74, 0.9, 0.48, 0.5, 0.57, 0.53, 0.29, om
0.73, 0.84, 0.48, 0.5, 0.86, 0.58, 0.29, om
0.75, 0.76, 0.48, 0.5, 0.83, 0.57, 0.3, om
0.77, 0.57, 0.48, 0.5, 0.88, 0.53, 0.2, om
0.69, 0.59, 0.48, 0.5, 0.77, 0.39, 0.21, om
0.68, 0.63, 0.48, 0.5, 0.73, 0.4, 0.3, om
0.68, 0.49, 1.0, 0.5, 0.62, 0.55, 0.28, omL
0.73, 0.78, 0.48, 0.5, 0.58, 0.51, 0.31, pp
0.65, 0.57, 0.48, 0.5, 0.47, 0.47, 0.51, pp
0.72, 0.86, 0.48, 0.5, 0.17, 0.55, 0.21, pp
0.63, 1.0, 0.48, 0.5, 0.35, 0.51, 0.49, pp
0.71, 0.71, 0.48, 0.5, 0.4, 0.54, 0.39, pp
0.64, 0.72, 0.48, 0.5, 0.49, 0.42, 0.19, pp
0.7, 0.64, 0.48, 0.5, 0.47, 0.51, 0.47, pp
0.63, 0.57, 0.48, 0.5, 0.49, 0.7, 0.2, pp
0.63, 0.71, 0.48, 0.5, 0.6, 0.4, 0.39, pp
0.75, 0.84, 0.48, 0.5, 0.35, 0.52, 0.33, pp
0.63, 0.65, 0.48, 0.5, 0.39, 0.44, 0.35, pp
0.7, 0.71, 0.48, 0.5, 0.42, 0.84, 0.85, pp
0.69, 0.8, 0.48, 0.5, 0.46, 0.57, 0.26, pp
0.64, 0.66, 0.48, 0.5, 0.41, 0.39, 0.2, pp
0.69, 0.59, 0.48, 0.5, 0.46, 0.44, 0.52, pp
0.62, 0.78, 0.48, 0.5, 0.47, 0.49, 0.54, pp
0.76, 0.73, 0.48, 0.5, 0.44, 0.39, 0.39, pp
0.64, 0.81, 0.48, 0.5, 0.37, 0.39, 0.44, pp
0.29, 0.39, 0.48, 0.5, 0.52, 0.4, 0.48, pp
0.62, 0.83, 0.48, 0.5, 0.46, 0.36, 0.4, pp
0.43, 0.59, 0.48, 0.5, 0.52, 0.49, 0.56, pp
0.71, 0.57, 0.48, 0.5, 0.48, 0.35, 0.32, pp
0.61, 0.6, 0.48, 0.5, 0.44, 0.39, 0.38, pp
0.59, 0.61, 0.48, 0.5, 0.42, 0.42, 0.37, pp
0.74, 0.74, 0.48, 0.5, 0.31, 0.53, 0.52, pp
