@relation unknow
@attribute mcg real [0.0, 0.89]
@attribute gvh real [0.16, 1.0]
@attribute lip real [0.48, 1.0]
@attribute chg real [0.5, 1.0]
@attribute aac real [0.0, 0.88]
@attribute alm1 real [0.03, 1.0]
@attribute alm2 real [0.0, 0.99]
@attribute class {cp, im, pp, imU, om, omL, imL, imS}
@inputs mcg, gvh, lip, chg, aac, alm1, alm2
@outputs class
@data
0.58, 0.55, 0.48, 0.5, 0.57, 0.7, 0.74, im
0.36, 0.47, 0.48, 0.5, 0.51, 0.69, 0.72, im
0.35, 0.51, 0.48, 0.5, 0.61, 0.71, 0.74, im
0.61, 0.66, 0.48, 0.5, 0.46, 0.87, 0.88, im
0.48, 0.49, 0.48, 0.5, 0.52, 0.77, 0.71, im
0.11, 0.5, 0.48, 0.5, 0.58, 0.72, 0.68, im
0.69, 0.39, 0.48, 0.5, 0.57, 0.76, 0.79, im
0.52, 0.54, 0.48, 0.5, 0.62, 0.76, 0.79, im
0.46, 0.59, 0.48, 0.5, 0.36, 0.76, 0.23, im
0.0, 0.51, 0.48, 0.5, 0.35, 0.67, 0.44, im
0.1, 0.49, 0.48, 0.5, 0.41, 0.67, 0.21, im
0.3, 0.51, 0.48, 0.5, 0.42, 0.61, 0.34, im
0.7, 0.39, 1.0, 0.5, 0.51, 0.82, 0.84, imL
0.83, 0.48, 0.48, 0.5, 0.65, 0.76, 0.79, imU
0.79, 0.36, 0.48, 0.5, 0.46, 0.82, 0.7, imU
0.59, 0.29, 0.48, 0.5, 0.64, 0.75, 0.77, imU
0.66, 0.48, 0.48, 0.5, 0.54, 0.7, 0.74, imU
0.77, 0.55, 0.48, 0.5, 0.51, 0.78, 0.74, imU
0.63, 0.42, 0.48, 0.5, 0.48, 0.77, 0.8, imU
0.86, 0.39, 0.48, 0.5, 0.59, 0.89, 0.9, imU
0.81, 0.53, 0.48, 0.5, 0.57, 0.87, 0.88, imU
0.87, 0.49, 0.48, 0.5, 0.61, 0.76, 0.79, imU
0.76, 0.41, 0.48, 0.5, 0.5, 0.59, 0.62, imU
0.7, 0.53, 0.48, 0.5, 0.7, 0.86, 0.87, imU
0.88, 0.42, 0.48, 0.5, 0.52, 0.73, 0.75, imU
0.84, 0.54, 0.48, 0.5, 0.75, 0.92, 0.7, imU
0.86, 0.55, 0.48, 0.5, 0.63, 0.81, 0.83, imU
0.79, 0.54, 0.48, 0.5, 0.5, 0.66, 0.68, imU
0.57, 0.38, 0.48, 0.5, 0.06, 0.49, 0.33, imU
0.63, 0.69, 0.48, 0.5, 0.65, 0.41, 0.28, om
0.61, 0.75, 0.48, 0.5, 0.51, 0.33, 0.33, om
0.67, 0.84, 0.48, 0.5, 0.74, 0.54, 0.37, om
0.74, 0.9, 0.48, 0.5, 0.57, 0.53, 0.29, om
0.73, 0.84, 0.48, 0.5, 0.86, 0.58, 0.29, om
0.75, 0.76, 0.48, 0.5, 0.83, 0.57, 0.3, om
0.56, 0.68, 0.48, 0.5, 0.77, 0.36, 0.45, om
0.64, 0.57, 0.48, 0.5, 0.7, 0.33, 0.26, om
0.63, 0.49, 0.48, 0.5, 0.79, 0.45, 0.28, om
0.71, 0.71, 0.48, 0.5, 0.68, 0.43, 0.36, om
0.66, 0.49, 1.0, 0.5, 0.54, 0.56, 0.36, omL
0.71, 0.46, 1.0, 0.5, 0.52, 0.59, 0.3, omL
0.7, 0.61, 0.48, 0.5, 0.56, 0.52, 0.43, pp
0.73, 0.78, 0.48, 0.5, 0.58, 0.51, 0.31, pp
0.65, 0.57, 0.48, 0.5, 0.47, 0.47, 0.51, pp
0.72, 0.86, 0.48, 0.5, 0.17, 0.55, 0.21, pp
0.67, 0.81, 0.48, 0.5, 0.54, 0.49, 0.23, pp
0.67, 0.61, 0.48, 0.5, 0.51, 0.37, 0.38, pp
0.67, 0.81, 0.48, 0.5, 0.25, 0.42, 0.25, pp
0.68, 0.82, 0.48, 0.5, 0.38, 0.65, 0.56, pp
0.32, 0.39, 0.48, 0.5, 0.53, 0.28, 0.38, pp
0.7, 0.64, 0.48, 0.5, 0.47, 0.51, 0.47, pp
0.71, 0.86, 0.48, 0.5, 0.4, 0.54, 0.32, pp
0.68, 0.78, 0.48, 0.5, 0.43, 0.44, 0.42, pp
0.64, 0.84, 0.48, 0.5, 0.37, 0.45, 0.4, pp
0.74, 0.47, 0.48, 0.5, 0.5, 0.57, 0.42, pp
0.63, 0.65, 0.48, 0.5, 0.39, 0.44, 0.35, pp
0.69, 0.67, 0.48, 0.5, 0.3, 0.39, 0.24, pp
0.7, 0.71, 0.48, 0.5, 0.42, 0.84, 0.85, pp
0.69, 0.8, 0.48, 0.5, 0.46, 0.57, 0.26, pp
0.63, 0.8, 0.48, 0.5, 0.46, 0.31, 0.29, pp
0.68, 0.67, 0.48, 0.5, 0.49, 0.4, 0.34, pp
0.64, 0.78, 0.48, 0.5, 0.5, 0.36, 0.38, pp
0.64, 0.81, 0.48, 0.5, 0.37, 0.39, 0.44, pp
0.29, 0.39, 0.48, 0.5, 0.52, 0.4, 0.48, pp
0.69, 0.66, 0.48, 0.5, 0.41, 0.5, 0.25, pp
0.69, 0.65, 0.48, 0.5, 0.63, 0.48, 0.41, pp
0.43, 0.59, 0.48, 0.5, 0.52, 0.49, 0.56, pp
0.74, 0.56, 0.48, 0.5, 0.47, 0.68, 0.3, pp
0.61, 0.6, 0.48, 0.5, 0.44, 0.39, 0.38, pp
