@relation ecoli
@attribute a1 real[0.0,89.0]
@attribute a2 real[1.0,88.0]
@attribute a3 real[1.0,48.0]
@attribute a4 real[1.0,5.0]
@attribute a5 real[0.0,88.0]
@attribute a6 real[1.0,94.0]
@attribute a7 real[0.0,99.0]
@attribute class{cp,im,imS,imL,imU,om,omL,pp}
@data
5.0,51.0,48.0,5.0,27.0,23.0,34.0,cp
53.0,42.0,48.0,5.0,16.0,29.0,39.0,cp
34.0,46.0,48.0,5.0,52.0,35.0,44.0,cp
4.0,42.0,48.0,5.0,37.0,27.0,27.0,cp
41.0,43.0,48.0,5.0,5.0,24.0,25.0,cp
3.0,45.0,48.0,5.0,36.0,21.0,32.0,cp
31.0,47.0,48.0,5.0,29.0,28.0,39.0,cp
64.0,76.0,48.0,5.0,45.0,35.0,38.0,cp
35.0,37.0,48.0,5.0,3.0,34.0,43.0,cp
57.0,54.0,48.0,5.0,37.0,28.0,33.0,cp
65.0,55.0,48.0,5.0,34.0,37.0,28.0,cp
51.0,46.0,48.0,5.0,58.0,31.0,41.0,cp
38.0,4.0,48.0,5.0,63.0,25.0,35.0,cp
24.0,57.0,48.0,5.0,63.0,34.0,43.0,cp
38.0,26.0,48.0,5.0,54.0,16.0,28.0,cp
33.0,47.0,48.0,5.0,53.0,18.0,29.0,cp
24.0,34.0,48.0,5.0,38.0,3.0,4.0,cp
26.0,5.0,48.0,5.0,44.0,32.0,41.0,cp
44.0,49.0,48.0,5.0,39.0,38.0,4.0,cp
43.0,32.0,48.0,5.0,33.0,45.0,52.0,cp
49.0,43.0,48.0,5.0,49.0,3.0,4.0,cp
47.0,28.0,48.0,5.0,56.0,2.0,25.0,cp
32.0,33.0,48.0,5.0,6.0,6.0,2.0,cp
34.0,35.0,48.0,5.0,51.0,49.0,56.0,cp
35.0,34.0,48.0,5.0,46.0,3.0,27.0,cp
38.0,3.0,48.0,5.0,43.0,29.0,39.0,cp
38.0,44.0,48.0,5.0,43.0,2.0,31.0,cp
41.0,51.0,48.0,5.0,58.0,2.0,31.0,cp
34.0,42.0,48.0,5.0,41.0,34.0,43.0,cp
51.0,49.0,48.0,5.0,53.0,14.0,26.0,cp
25.0,51.0,48.0,5.0,37.0,42.0,5.0,cp
29.0,28.0,48.0,5.0,5.0,42.0,5.0,cp
25.0,26.0,48.0,5.0,39.0,32.0,42.0,cp
24.0,41.0,48.0,5.0,49.0,23.0,34.0,cp
17.0,39.0,48.0,5.0,53.0,3.0,39.0,cp
4.0,31.0,48.0,5.0,41.0,29.0,39.0,cp
61.0,36.0,48.0,5.0,49.0,35.0,44.0,cp
34.0,51.0,48.0,5.0,44.0,37.0,46.0,cp
28.0,33.0,48.0,5.0,45.0,22.0,33.0,cp
4.0,46.0,48.0,5.0,42.0,35.0,44.0,cp
23.0,34.0,48.0,5.0,43.0,26.0,37.0,cp
37.0,44.0,48.0,5.0,42.0,39.0,47.0,cp
0.0,38.0,48.0,5.0,42.0,48.0,55.0,cp
39.0,31.0,48.0,5.0,38.0,34.0,43.0,cp
3.0,44.0,48.0,5.0,49.0,22.0,33.0,cp
27.0,3.0,48.0,5.0,71.0,28.0,39.0,cp
17.0,52.0,48.0,5.0,49.0,37.0,46.0,cp
36.0,42.0,48.0,5.0,53.0,32.0,41.0,cp
3.0,37.0,48.0,5.0,43.0,18.0,3.0,cp
26.0,4.0,48.0,5.0,36.0,26.0,37.0,cp
4.0,41.0,48.0,5.0,55.0,22.0,33.0,cp
22.0,34.0,48.0,5.0,42.0,29.0,39.0,cp
44.0,35.0,48.0,5.0,44.0,52.0,59.0,cp
27.0,42.0,48.0,5.0,37.0,38.0,43.0,cp
16.0,43.0,48.0,5.0,54.0,27.0,37.0,cp
6.0,61.0,48.0,5.0,49.0,92.0,37.0,im
44.0,52.0,48.0,5.0,43.0,47.0,54.0,im
63.0,47.0,48.0,5.0,51.0,82.0,84.0,im
23.0,48.0,48.0,5.0,59.0,88.0,89.0,im
34.0,49.0,48.0,5.0,58.0,85.0,8.0,im
43.0,4.0,48.0,5.0,58.0,75.0,78.0,im
46.0,61.0,48.0,5.0,48.0,86.0,87.0,im
27.0,35.0,48.0,5.0,51.0,77.0,79.0,im
52.0,39.0,48.0,5.0,65.0,71.0,73.0,im
29.0,47.0,48.0,5.0,71.0,65.0,69.0,im
55.0,47.0,48.0,5.0,57.0,78.0,8.0,im
12.0,67.0,48.0,5.0,74.0,58.0,63.0,im
4.0,5.0,48.0,5.0,65.0,82.0,84.0,im
73.0,36.0,48.0,5.0,53.0,91.0,92.0,im
84.0,44.0,48.0,5.0,48.0,71.0,74.0,im
48.0,45.0,48.0,5.0,6.0,78.0,8.0,im
54.0,49.0,48.0,5.0,4.0,87.0,88.0,im
48.0,41.0,48.0,5.0,51.0,9.0,88.0,im
5.0,66.0,48.0,5.0,31.0,92.0,92.0,im
72.0,46.0,48.0,5.0,51.0,66.0,7.0,im
47.0,55.0,48.0,5.0,58.0,71.0,75.0,im
33.0,56.0,48.0,5.0,33.0,78.0,8.0,im
64.0,58.0,48.0,5.0,48.0,78.0,73.0,im
54.0,57.0,48.0,5.0,56.0,81.0,83.0,im
47.0,59.0,48.0,5.0,52.0,76.0,79.0,im
63.0,5.0,48.0,5.0,59.0,85.0,86.0,im
49.0,42.0,48.0,5.0,53.0,79.0,81.0,im
31.0,5.0,48.0,5.0,57.0,84.0,85.0,im
74.0,44.0,48.0,5.0,55.0,88.0,89.0,im
33.0,45.0,48.0,5.0,45.0,88.0,89.0,im
45.0,4.0,48.0,5.0,61.0,74.0,77.0,im
71.0,4.0,48.0,5.0,71.0,7.0,74.0,im
5.0,37.0,48.0,5.0,66.0,64.0,69.0,im
66.0,53.0,48.0,5.0,59.0,66.0,66.0,im
6.0,61.0,48.0,5.0,54.0,67.0,71.0,im
83.0,37.0,48.0,5.0,61.0,71.0,74.0,im
34.0,51.0,48.0,5.0,67.0,9.0,9.0,im
63.0,54.0,48.0,5.0,65.0,79.0,81.0,im
7.0,4.0,48.0,5.0,56.0,86.0,83.0,im
6.0,5.0,1.0,5.0,54.0,77.0,8.0,im
16.0,51.0,48.0,5.0,33.0,39.0,48.0,im
74.0,7.0,48.0,5.0,66.0,65.0,69.0,im
2.0,46.0,48.0,5.0,57.0,78.0,81.0,im
89.0,55.0,48.0,5.0,51.0,72.0,76.0,im
7.0,46.0,48.0,5.0,56.0,78.0,73.0,im
12.0,43.0,48.0,5.0,63.0,7.0,74.0,im
61.0,52.0,48.0,5.0,54.0,67.0,52.0,im
33.0,37.0,48.0,5.0,46.0,65.0,69.0,im
63.0,65.0,48.0,5.0,66.0,67.0,71.0,im
41.0,51.0,48.0,5.0,53.0,75.0,78.0,im
34.0,67.0,48.0,5.0,52.0,76.0,79.0,im
58.0,34.0,48.0,5.0,56.0,87.0,81.0,im
59.0,56.0,48.0,5.0,55.0,8.0,82.0,im
51.0,4.0,48.0,5.0,57.0,62.0,67.0,im
5.0,57.0,48.0,5.0,71.0,61.0,66.0,im
6.0,46.0,48.0,5.0,45.0,81.0,83.0,im
37.0,47.0,48.0,5.0,39.0,76.0,79.0,im
58.0,55.0,48.0,5.0,57.0,7.0,74.0,im
36.0,47.0,48.0,5.0,51.0,69.0,72.0,im
39.0,41.0,48.0,5.0,52.0,72.0,75.0,im
35.0,51.0,48.0,5.0,61.0,71.0,74.0,im
31.0,44.0,48.0,5.0,5.0,79.0,82.0,im
61.0,66.0,48.0,5.0,46.0,87.0,88.0,im
48.0,49.0,48.0,5.0,52.0,77.0,71.0,im
11.0,5.0,48.0,5.0,58.0,72.0,68.0,im
31.0,36.0,48.0,5.0,58.0,94.0,94.0,im
68.0,51.0,48.0,5.0,71.0,75.0,78.0,im
69.0,39.0,48.0,5.0,57.0,76.0,79.0,im
52.0,54.0,48.0,5.0,62.0,76.0,79.0,im
46.0,59.0,48.0,5.0,36.0,76.0,23.0,im
36.0,45.0,48.0,5.0,38.0,79.0,17.0,im
0.0,51.0,48.0,5.0,35.0,67.0,44.0,im
1.0,49.0,48.0,5.0,41.0,67.0,21.0,im
3.0,51.0,48.0,5.0,42.0,61.0,34.0,im
61.0,47.0,48.0,5.0,0.0,8.0,32.0,im
63.0,75.0,48.0,5.0,64.0,73.0,66.0,im
71.0,52.0,48.0,5.0,64.0,1.0,99.0,im
85.0,53.0,48.0,5.0,53.0,52.0,35.0,imS
63.0,49.0,48.0,5.0,54.0,76.0,79.0,imS
75.0,55.0,1.0,1.0,4.0,47.0,3.0,imL
7.0,39.0,1.0,5.0,51.0,82.0,84.0,imL
72.0,42.0,48.0,5.0,65.0,77.0,79.0,imU
79.0,41.0,48.0,5.0,66.0,81.0,83.0,imU
83.0,48.0,48.0,5.0,65.0,76.0,79.0,imU
69.0,43.0,48.0,5.0,59.0,74.0,77.0,imU
79.0,36.0,48.0,5.0,46.0,82.0,7.0,imU
78.0,33.0,48.0,5.0,57.0,77.0,79.0,imU
75.0,37.0,48.0,5.0,64.0,7.0,74.0,imU
59.0,29.0,48.0,5.0,64.0,75.0,77.0,imU
67.0,37.0,48.0,5.0,54.0,64.0,68.0,imU
66.0,48.0,48.0,5.0,54.0,7.0,74.0,imU
64.0,46.0,48.0,5.0,48.0,73.0,76.0,imU
76.0,71.0,48.0,5.0,5.0,71.0,75.0,imU
84.0,49.0,48.0,5.0,55.0,78.0,74.0,imU
77.0,55.0,48.0,5.0,51.0,78.0,74.0,imU
81.0,44.0,48.0,5.0,42.0,67.0,68.0,imU
58.0,6.0,48.0,5.0,59.0,73.0,76.0,imU
63.0,42.0,48.0,5.0,48.0,77.0,8.0,imU
62.0,42.0,48.0,5.0,58.0,79.0,81.0,imU
86.0,39.0,48.0,5.0,59.0,89.0,9.0,imU
81.0,53.0,48.0,5.0,57.0,87.0,88.0,imU
87.0,49.0,48.0,5.0,61.0,76.0,79.0,imU
47.0,46.0,48.0,5.0,62.0,74.0,77.0,imU
76.0,41.0,48.0,5.0,5.0,59.0,62.0,imU
7.0,53.0,48.0,5.0,7.0,86.0,87.0,imU
64.0,45.0,48.0,5.0,67.0,61.0,66.0,imU
81.0,52.0,48.0,5.0,57.0,78.0,8.0,imU
73.0,26.0,48.0,5.0,57.0,75.0,78.0,imU
49.0,61.0,1.0,5.0,56.0,71.0,74.0,imU
88.0,42.0,48.0,5.0,52.0,73.0,75.0,imU
84.0,54.0,48.0,5.0,75.0,92.0,7.0,imU
63.0,51.0,48.0,5.0,64.0,72.0,76.0,imU
86.0,55.0,48.0,5.0,63.0,81.0,83.0,imU
79.0,54.0,48.0,5.0,5.0,66.0,68.0,imU
57.0,38.0,48.0,5.0,6.0,49.0,33.0,imU
78.0,44.0,48.0,5.0,45.0,73.0,68.0,imU
78.0,68.0,48.0,5.0,83.0,4.0,29.0,om
63.0,69.0,48.0,5.0,65.0,41.0,28.0,om
67.0,88.0,48.0,5.0,73.0,5.0,25.0,om
61.0,75.0,48.0,5.0,51.0,33.0,33.0,om
67.0,84.0,48.0,5.0,74.0,54.0,37.0,om
74.0,9.0,48.0,5.0,57.0,53.0,29.0,om
73.0,84.0,48.0,5.0,86.0,58.0,29.0,om
75.0,76.0,48.0,5.0,83.0,57.0,3.0,om
77.0,57.0,48.0,5.0,88.0,53.0,2.0,om
74.0,78.0,48.0,5.0,75.0,54.0,15.0,om
68.0,76.0,48.0,5.0,84.0,45.0,27.0,om
56.0,68.0,48.0,5.0,77.0,36.0,45.0,om
65.0,51.0,48.0,5.0,66.0,54.0,33.0,om
52.0,81.0,48.0,5.0,72.0,38.0,38.0,om
64.0,57.0,48.0,5.0,7.0,33.0,26.0,om
6.0,76.0,1.0,5.0,77.0,59.0,52.0,om
69.0,59.0,48.0,5.0,77.0,39.0,21.0,om
63.0,49.0,48.0,5.0,79.0,45.0,28.0,om
71.0,71.0,48.0,5.0,68.0,43.0,36.0,om
68.0,63.0,48.0,5.0,73.0,4.0,3.0,om
77.0,57.0,1.0,5.0,37.0,54.0,1.0,omL
66.0,49.0,1.0,5.0,54.0,56.0,36.0,omL
71.0,46.0,1.0,5.0,52.0,59.0,3.0,omL
67.0,55.0,1.0,5.0,66.0,58.0,16.0,omL
68.0,49.0,1.0,5.0,62.0,55.0,28.0,omL
74.0,49.0,48.0,5.0,42.0,54.0,36.0,pp
7.0,61.0,48.0,5.0,56.0,52.0,43.0,pp
66.0,86.0,48.0,5.0,34.0,41.0,36.0,pp
73.0,78.0,48.0,5.0,58.0,51.0,31.0,pp
65.0,57.0,48.0,5.0,47.0,47.0,51.0,pp
72.0,86.0,48.0,5.0,17.0,55.0,21.0,pp
67.0,7.0,48.0,5.0,46.0,45.0,33.0,pp
67.0,81.0,48.0,5.0,54.0,49.0,23.0,pp
67.0,61.0,48.0,5.0,51.0,37.0,38.0,pp
63.0,1.0,48.0,5.0,35.0,51.0,49.0,pp
57.0,59.0,48.0,5.0,39.0,47.0,33.0,pp
71.0,71.0,48.0,5.0,4.0,54.0,39.0,pp
66.0,74.0,48.0,5.0,31.0,38.0,43.0,pp
67.0,81.0,48.0,5.0,25.0,42.0,25.0,pp
64.0,72.0,48.0,5.0,49.0,42.0,19.0,pp
68.0,82.0,48.0,5.0,38.0,65.0,56.0,pp
32.0,39.0,48.0,5.0,53.0,28.0,38.0,pp
7.0,64.0,48.0,5.0,47.0,51.0,47.0,pp
63.0,57.0,48.0,5.0,49.0,7.0,2.0,pp
74.0,82.0,48.0,5.0,49.0,49.0,41.0,pp
63.0,86.0,48.0,5.0,39.0,47.0,34.0,pp
63.0,83.0,48.0,5.0,4.0,39.0,19.0,pp
63.0,71.0,48.0,5.0,6.0,4.0,39.0,pp
71.0,86.0,48.0,5.0,4.0,54.0,32.0,pp
68.0,78.0,48.0,5.0,43.0,44.0,42.0,pp
64.0,84.0,48.0,5.0,37.0,45.0,4.0,pp
74.0,47.0,48.0,5.0,5.0,57.0,42.0,pp
75.0,84.0,48.0,5.0,35.0,52.0,33.0,pp
63.0,65.0,48.0,5.0,39.0,44.0,35.0,pp
69.0,67.0,48.0,5.0,3.0,39.0,24.0,pp
7.0,71.0,48.0,5.0,42.0,84.0,85.0,pp
69.0,8.0,48.0,5.0,46.0,57.0,26.0,pp
64.0,66.0,48.0,5.0,41.0,39.0,2.0,pp
63.0,8.0,48.0,5.0,46.0,31.0,29.0,pp
66.0,71.0,48.0,5.0,41.0,5.0,35.0,pp
69.0,59.0,48.0,5.0,46.0,44.0,52.0,pp
68.0,67.0,48.0,5.0,49.0,4.0,34.0,pp
64.0,78.0,48.0,5.0,5.0,36.0,38.0,pp
62.0,78.0,48.0,5.0,47.0,49.0,54.0,pp
76.0,73.0,48.0,5.0,44.0,39.0,39.0,pp
64.0,81.0,48.0,5.0,37.0,39.0,44.0,pp
29.0,39.0,48.0,5.0,52.0,4.0,48.0,pp
62.0,83.0,48.0,5.0,46.0,36.0,4.0,pp
56.0,54.0,48.0,5.0,43.0,37.0,3.0,pp
69.0,66.0,48.0,5.0,41.0,5.0,25.0,pp
69.0,65.0,48.0,5.0,63.0,48.0,41.0,pp
43.0,59.0,48.0,5.0,52.0,49.0,56.0,pp
74.0,56.0,48.0,5.0,47.0,68.0,3.0,pp
71.0,57.0,48.0,5.0,48.0,35.0,32.0,pp
61.0,6.0,48.0,5.0,44.0,39.0,38.0,pp
59.0,61.0,48.0,5.0,42.0,42.0,37.0,pp
74.0,74.0,48.0,5.0,31.0,53.0,52.0,pp
