@relation  ecoli
@attribute a1 real[0.0,89.0]
@attribute a2 real[1.0,88.0]
@attribute a3 real[1.0,48.0]
@attribute a4 real[1.0,5.0]
@attribute a5 real[0.0,88.0]
@attribute a6 real[1.0,94.0]
@attribute a7 real[0.0,99.0]
@attribute class{cp,im,imS,imL,imU,om,omL,pp}
@inputs a1,a2,a3,a4,a5,a6,a7
@outputs class
@data
84.0, 49.0, 48.0, 5.0, 55.0, 78.0, 74.0, imU
7.0, 53.0, 48.0, 5.0, 7.0, 86.0, 87.0, imU
63.0, 69.0, 48.0, 5.0, 65.0, 41.0, 28.0, om
73.0, 84.0, 48.0, 5.0, 86.0, 58.0, 29.0, om
77.0, 57.0, 1.0, 5.0, 37.0, 54.0, 1.0, omL
63.0, 83.0, 48.0, 5.0, 4.0, 39.0, 19.0, pp
59.0, 61.0, 48.0, 5.0, 42.0, 42.0, 37.0, pp
74.0, 74.0, 48.0, 5.0, 31.0, 53.0, 52.0, pp
63.0, 1.0, 48.0, 5.0, 35.0, 51.0, 49.0, pp
69.0, 66.0, 48.0, 5.0, 41.0, 5.0, 25.0, pp
@relation  ecoli
@attribute a1 real[0.0,89.0]
@attribute a2 real[1.0,88.0]
@attribute a3 real[1.0,48.0]
@attribute a4 real[1.0,5.0]
@attribute a5 real[0.0,88.0]
@attribute a6 real[1.0,94.0]
@attribute a7 real[0.0,99.0]
@attribute class{cp,im,imS,imL,imU,om,omL,pp}
@inputs a1,a2,a3,a4,a5,a6,a7
@outputs class
@data
37.0, 52.0, 48.0, 5.0, 42.0, 42.0, 36.0, cp
3.0, 37.0, 48.0, 5.0, 59.0, 41.0, 49.0, cp
22.0, 34.0, 48.0, 5.0, 42.0, 29.0, 39.0, cp
52.0, 36.0, 48.0, 5.0, 41.0, 28.0, 38.0, cp
24.0, 41.0, 48.0, 5.0, 49.0, 23.0, 34.0, cp
47.0, 28.0, 48.0, 5.0, 56.0, 2.0, 25.0, cp
42.0, 24.0, 48.0, 5.0, 57.0, 27.0, 37.0, cp
24.0, 35.0, 48.0, 5.0, 31.0, 19.0, 31.0, cp
44.0, 51.0, 48.0, 5.0, 47.0, 26.0, 36.0, cp
52.0, 57.0, 48.0, 5.0, 42.0, 47.0, 54.0, cp
38.0, 3.0, 48.0, 5.0, 43.0, 29.0, 39.0, cp
5.0, 51.0, 48.0, 5.0, 27.0, 23.0, 34.0, cp
24.0, 57.0, 48.0, 5.0, 63.0, 34.0, 43.0, cp
37.0, 5.0, 48.0, 5.0, 42.0, 36.0, 45.0, cp
63.0, 47.0, 48.0, 5.0, 51.0, 82.0, 84.0, im
48.0, 45.0, 48.0, 5.0, 6.0, 78.0, 8.0, im
41.0, 51.0, 48.0, 5.0, 53.0, 75.0, 78.0, im
27.0, 35.0, 48.0, 5.0, 51.0, 77.0, 79.0, im
7.0, 4.0, 48.0, 5.0, 56.0, 86.0, 83.0, im
12.0, 43.0, 48.0, 5.0, 63.0, 7.0, 74.0, im
68.0, 51.0, 48.0, 5.0, 71.0, 75.0, 78.0, im
43.0, 4.0, 48.0, 5.0, 58.0, 75.0, 78.0, im
84.0, 54.0, 48.0, 5.0, 75.0, 92.0, 7.0, imU
78.0, 33.0, 48.0, 5.0, 57.0, 77.0, 79.0, imU
84.0, 49.0, 48.0, 5.0, 55.0, 78.0, 74.0, imU
7.0, 53.0, 48.0, 5.0, 7.0, 86.0, 87.0, imU
63.0, 69.0, 48.0, 5.0, 65.0, 41.0, 28.0, om
73.0, 84.0, 48.0, 5.0, 86.0, 58.0, 29.0, om
77.0, 57.0, 1.0, 5.0, 37.0, 54.0, 1.0, omL
63.0, 83.0, 48.0, 5.0, 4.0, 39.0, 19.0, pp
59.0, 61.0, 48.0, 5.0, 42.0, 42.0, 37.0, pp
74.0, 74.0, 48.0, 5.0, 31.0, 53.0, 52.0, pp
63.0, 1.0, 48.0, 5.0, 35.0, 51.0, 49.0, pp
69.0, 66.0, 48.0, 5.0, 41.0, 5.0, 25.0, pp
