@relation vehicle
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {van, saab, bus, opel}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
105, 54, 100, 220, 69, 10, 221, 30, 25, 170, 232, 718, 202, 73, 0, 13, 187, 199, saab
87, 43, 65, 127, 56, 8, 149, 46, 19, 143, 169, 322, 171, 85, 6, 3, 180, 182, bus
106, 49, 96, 201, 61, 10, 181, 36, 21, 158, 197, 494, 180, 62, 19, 15, 202, 209, opel
89, 44, 76, 125, 54, 10, 156, 44, 20, 151, 163, 352, 176, 76, 12, 12, 184, 193, van
102, 54, 101, 190, 58, 10, 222, 30, 25, 171, 224, 728, 203, 71, 13, 6, 189, 198, opel
88, 38, 58, 137, 60, 5, 148, 46, 19, 131, 163, 319, 157, 86, 12, 0, 180, 183, saab
87, 45, 82, 164, 60, 8, 156, 42, 19, 144, 181, 366, 174, 70, 2, 2, 190, 196, opel
95, 47, 81, 176, 59, 7, 168, 39, 20, 152, 196, 425, 185, 67, 4, 4, 191, 198, saab
84, 45, 68, 148, 64, 6, 146, 46, 19, 142, 168, 317, 180, 75, 5, 1, 183, 187, bus
104, 51, 108, 193, 59, 11, 217, 31, 24, 163, 232, 694, 203, 72, 15, 22, 190, 201, saab
82, 36, 54, 117, 53, 7, 125, 54, 18, 126, 146, 229, 128, 78, 1, 5, 180, 184, saab
98, 38, 70, 186, 68, 6, 164, 39, 20, 136, 189, 413, 129, 71, 3, 17, 200, 203, bus
91, 38, 75, 136, 53, 6, 144, 47, 19, 131, 165, 305, 149, 69, 1, 7, 186, 191, saab
98, 48, 101, 195, 61, 11, 207, 31, 23, 152, 227, 650, 193, 71, 5, 7, 189, 196, opel
90, 47, 73, 136, 58, 11, 161, 42, 20, 153, 172, 376, 185, 77, 11, 8, 183, 191, van
91, 39, 82, 164, 68, 10, 143, 46, 19, 137, 164, 308, 158, 68, 13, 9, 191, 201, van
106, 52, 107, 211, 62, 8, 200, 33, 23, 161, 218, 602, 200, 67, 9, 17, 194, 201, opel
100, 49, 80, 206, 70, 6, 183, 35, 21, 156, 206, 517, 198, 73, 3, 13, 198, 199, bus
105, 50, 93, 173, 54, 4, 222, 30, 25, 159, 254, 735, 206, 83, 4, 12, 186, 184, bus
94, 46, 79, 181, 62, 8, 167, 40, 20, 148, 190, 418, 193, 67, 12, 15, 191, 198, opel
88, 38, 77, 156, 56, 7, 163, 41, 20, 129, 184, 395, 140, 67, 1, 9, 192, 198, opel
109, 49, 103, 186, 57, 11, 206, 32, 23, 156, 212, 630, 186, 65, 12, 21, 192, 201, opel
98, 44, 88, 176, 67, 10, 158, 43, 20, 149, 173, 367, 154, 66, 14, 9, 194, 202, van
108, 56, 102, 246, 75, 6, 239, 28, 26, 167, 264, 855, 228, 82, 9, 13, 186, 185, bus
85, 43, 66, 121, 54, 7, 150, 46, 19, 147, 169, 324, 175, 87, 0, 5, 179, 182, bus
89, 42, 75, 140, 55, 6, 145, 46, 19, 139, 170, 312, 166, 71, 15, 26, 191, 198, opel
101, 48, 85, 191, 60, 11, 175, 38, 21, 153, 192, 458, 187, 62, 5, 22, 197, 210, saab
85, 42, 66, 120, 53, 7, 149, 45, 19, 145, 173, 325, 163, 85, 5, 4, 180, 182, bus
85, 35, 64, 129, 57, 6, 116, 57, 17, 125, 138, 200, 123, 65, 1, 23, 196, 203, van
96, 43, 82, 161, 55, 5, 186, 34, 22, 141, 215, 534, 162, 75, 0, 6, 195, 196, bus
93, 39, 78, 164, 66, 8, 139, 48, 18, 140, 157, 290, 126, 64, 4, 7, 201, 208, van
97, 41, 62, 133, 56, 7, 130, 52, 18, 143, 158, 247, 157, 78, 5, 7, 184, 186, van
96, 46, 88, 160, 64, 9, 151, 44, 19, 148, 173, 339, 182, 70, 15, 11, 192, 199, van
96, 50, 94, 215, 67, 9, 187, 35, 22, 158, 214, 525, 214, 67, 8, 6, 193, 201, saab
90, 47, 85, 161, 64, 10, 163, 42, 20, 160, 177, 389, 185, 73, 9, 0, 185, 195, van
110, 53, 104, 223, 66, 10, 211, 32, 24, 164, 223, 659, 210, 67, 5, 16, 190, 203, saab
94, 46, 91, 175, 70, 12, 157, 43, 20, 155, 172, 358, 192, 69, 15, 21, 190, 200, van
97, 47, 88, 183, 60, 7, 197, 33, 23, 148, 214, 596, 201, 74, 8, 0, 192, 191, bus
108, 51, 100, 206, 63, 10, 196, 34, 23, 159, 214, 576, 201, 65, 7, 16, 194, 205, saab
92, 37, 75, 184, 70, 6, 154, 42, 19, 131, 184, 363, 127, 71, 0, 4, 198, 202, bus
106, 53, 98, 192, 58, 11, 217, 31, 24, 166, 228, 693, 191, 71, 11, 24, 188, 198, opel
100, 54, 102, 206, 65, 10, 198, 33, 23, 164, 224, 587, 240, 72, 4, 11, 187, 196, saab
94, 44, 70, 186, 72, 8, 153, 42, 19, 144, 171, 361, 178, 67, 7, 2, 199, 206, bus
96, 46, 88, 174, 68, 10, 155, 43, 19, 148, 173, 354, 182, 69, 14, 15, 194, 202, van
85, 43, 69, 141, 62, 7, 152, 44, 19, 145, 178, 341, 179, 84, 1, 4, 181, 184, bus
94, 50, 84, 138, 57, 10, 156, 44, 20, 170, 171, 351, 187, 77, 5, 6, 182, 191, van
106, 53, 98, 154, 47, 4, 237, 28, 26, 164, 263, 838, 222, 82, 4, 17, 185, 184, bus
81, 43, 68, 148, 64, 7, 150, 45, 19, 144, 175, 330, 171, 80, 1, 2, 182, 185, bus
97, 55, 103, 197, 63, 11, 215, 31, 24, 172, 219, 677, 219, 75, 5, 24, 185, 194, opel
90, 48, 77, 132, 56, 10, 157, 44, 20, 164, 169, 354, 187, 78, 1, 3, 182, 191, van
81, 45, 68, 154, 69, 22, 151, 45, 19, 147, 186, 335, 186, 88, 1, 10, 180, 185, bus
90, 48, 85, 157, 64, 11, 161, 43, 20, 167, 175, 375, 186, 74, 3, 16, 185, 195, van
95, 41, 82, 170, 65, 9, 145, 46, 19, 145, 163, 314, 140, 64, 4, 8, 199, 207, van
86, 39, 84, 149, 57, 8, 156, 43, 20, 133, 185, 358, 157, 74, 0, 23, 183, 190, opel
92, 46, 83, 154, 56, 6, 160, 41, 20, 148, 185, 382, 184, 71, 10, 5, 186, 191, saab
94, 46, 77, 169, 60, 8, 158, 42, 20, 148, 181, 373, 181, 67, 12, 2, 193, 199, saab
86, 36, 78, 146, 58, 7, 135, 50, 18, 124, 155, 270, 148, 66, 0, 25, 190, 195, saab
85, 36, 66, 123, 55, 5, 120, 56, 17, 128, 140, 212, 131, 73, 1, 18, 186, 190, van
